dataframe: MonthlyRate JobLevel DistanceFromHome Agesil: 0.3115742672363388, method: median, clusters: 3
=================================================dataframe: MonthlyRate YearsInCurrentRole StockOptionLevel Agesil: 0.3211883292870979, method: average, clusters: 3
=================================================dataframe: NumCompaniesWorked YearsInCurrentRole StockOptionLevel Agesil: 0.3475118283899379, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked YearsInCurrentRole StockOptionLevel Agesil: 0.3475118283899379, method: single, clusters: 4
=================================================dataframe: PercentSalaryHike YearsInCurrentRole StockOptionLevel Agesil: 0.30423280525571955, method: single, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole StockOptionLevel Agesil: 0.32850420995347684, method: single, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole StockOptionLevel Agesil: 0.32514401329463577, method: average, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole StockOptionLevel Agesil: 0.3136237034276037, method: weighted, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole StockOptionLevel Agesil: 0.32342184954717107, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear YearsInCurrentRole StockOptionLevel Agesil: 0.31266440996760286, method: average, clusters: 3
=================================================dataframe: FractionYearsAtCompany YearsInCurrentRole StockOptionLevel Agesil: 0.34482208191089053, method: median, clusters: 3
=================================================dataframe: MonthlyIncome FractionYearsAtCompany StockOptionLevel Agesil: 0.30952138716918026, method: average, clusters: 3
=================================================dataframe: MonthlyIncome FractionYearsAtCompany StockOptionLevel Agesil: 0.36422729930023967, method: centroid, clusters: 3
=================================================dataframe: MonthlyRate FractionYearsAtCompany StockOptionLevel Agesil: 0.31767708071973283, method: single, clusters: 3
=================================================dataframe: MonthlyRate FractionYearsAtCompany StockOptionLevel Agesil: 0.31767708071973283, method: average, clusters: 3
=================================================dataframe: NumCompaniesWorked FractionYearsAtCompany StockOptionLevel Agesil: 0.328299806521656, method: median, clusters: 3
=================================================dataframe: RateIncome FractionYearsAtCompany StockOptionLevel Agesil: 0.3038627254946278, method: single, clusters: 3
=================================================dataframe: RateIncome FractionYearsAtCompany StockOptionLevel Agesil: 0.3038627254946278, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear FractionYearsAtCompany StockOptionLevel Agesil: 0.3216781383279058, method: centroid, clusters: 3
=================================================dataframe: YearsInCurrentRole FractionYearsAtCompany StockOptionLevel Agesil: 0.3448220819109719, method: median, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome TrainingTimesLastYear Agesil: 0.30096468941364324, method: ward, clusters: 3
=================================================dataframe: PercentSalaryHike JobLevel TrainingTimesLastYear Agesil: 0.33190937739758, method: median, clusters: 3
=================================================dataframe: PercentSalaryHike JobLevel TrainingTimesLastYear Agesil: 0.33190937739758, method: median, clusters: 4
=================================================dataframe: PercentSalaryHike MonthlyIncome TrainingTimesLastYear Agesil: 0.37512053417306546, method: median, clusters: 3
=================================================dataframe: PercentSalaryHike MonthlyIncome TrainingTimesLastYear Agesil: 0.37512053417306546, method: median, clusters: 4
=================================================dataframe: RateIncome MonthlyIncome TrainingTimesLastYear Agesil: 0.3197221762575177, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.35578514015917717, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.35578514015917717, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.3147535861426683, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.3598722402517475, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.40185245543857, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.30041087619415774, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.31029062489817755, method: centroid, clusters: 4
=================================================dataframe: StockOptionLevel MonthlyIncome TrainingTimesLastYear Agesil: 0.30442910350073776, method: ward, clusters: 4
=================================================dataframe: YearsInCurrentRole MonthlyIncome TrainingTimesLastYear Agesil: 0.34141284092037416, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate TrainingTimesLastYear Agesil: 0.3160697159227758, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate TrainingTimesLastYear Agesil: 0.31898583756545174, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate TrainingTimesLastYear Agesil: 0.30725174391323834, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate TrainingTimesLastYear Agesil: 0.3218645055765624, method: centroid, clusters: 3
=================================================dataframe: YearsInCurrentRole NumCompaniesWorked TrainingTimesLastYear Agesil: 0.30884969206984825, method: single, clusters: 3
=================================================dataframe: YearsInCurrentRole NumCompaniesWorked TrainingTimesLastYear Agesil: 0.30884969206984825, method: single, clusters: 4
=================================================dataframe: JobLevel PercentSalaryHike TrainingTimesLastYear Agesil: 0.3319093773975183, method: median, clusters: 3
=================================================dataframe: JobLevel PercentSalaryHike TrainingTimesLastYear Agesil: 0.3319093773975183, method: median, clusters: 4
=================================================dataframe: MonthlyIncome PercentSalaryHike TrainingTimesLastYear Agesil: 0.37512053417306546, method: median, clusters: 3
=================================================dataframe: MonthlyIncome PercentSalaryHike TrainingTimesLastYear Agesil: 0.37512053417306546, method: median, clusters: 4
=================================================dataframe: StockOptionLevel PercentSalaryHike TrainingTimesLastYear Agesil: 0.30895209731888224, method: average, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike TrainingTimesLastYear Agesil: 0.365207024495451, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike TrainingTimesLastYear Agesil: 0.365207024495451, method: median, clusters: 3
=================================================dataframe: MonthlyIncome RateIncome TrainingTimesLastYear Agesil: 0.3197221762575177, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.3080051818990577, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.34138094309687406, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.3351225990529585, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.3378751498065694, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.31614795785231775, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.33033618130605774, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.30603721177486937, method: complete, clusters: 4
=================================================dataframe: StockOptionLevel RateIncome TrainingTimesLastYear Agesil: 0.31287946448162923, method: average, clusters: 4
=================================================dataframe: DistanceFromHome StockOptionLevel TrainingTimesLastYear Agesil: 0.3009646894138376, method: ward, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.35578514015917717, method: single, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.35578514015917717, method: average, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.31475358614266846, method: weighted, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3598722402517475, method: centroid, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.40185245543857007, method: median, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3004108761941578, method: ward, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3102906248981776, method: centroid, clusters: 4
=================================================dataframe: MonthlyIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.30442910350073804, method: ward, clusters: 4
=================================================dataframe: MonthlyRate StockOptionLevel TrainingTimesLastYear Agesil: 0.3160697159227758, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel TrainingTimesLastYear Agesil: 0.31898583756545174, method: average, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel TrainingTimesLastYear Agesil: 0.3072517439132384, method: weighted, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel TrainingTimesLastYear Agesil: 0.3218645055765624, method: centroid, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel TrainingTimesLastYear Agesil: 0.30895209731888224, method: average, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel TrainingTimesLastYear Agesil: 0.365207024495451, method: centroid, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel TrainingTimesLastYear Agesil: 0.365207024495451, method: median, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3080051818990577, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.34138094309687406, method: complete, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3351225990529585, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3378751498065694, method: weighted, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.31614795785231775, method: centroid, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.33033618130605774, method: ward, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.3060372117748694, method: complete, clusters: 4
=================================================dataframe: RateIncome StockOptionLevel TrainingTimesLastYear Agesil: 0.31287946448162923, method: average, clusters: 4
=================================================dataframe: YearsInCurrentRole StockOptionLevel TrainingTimesLastYear Agesil: 0.3126644099697247, method: average, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel TrainingTimesLastYear Agesil: 0.3216781383279571, method: centroid, clusters: 3
=================================================dataframe: MonthlyIncome YearsInCurrentRole TrainingTimesLastYear Agesil: 0.3414128409204044, method: centroid, clusters: 3
=================================================dataframe: NumCompaniesWorked YearsInCurrentRole TrainingTimesLastYear Agesil: 0.3088496920692357, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked YearsInCurrentRole TrainingTimesLastYear Agesil: 0.3088496920692357, method: single, clusters: 4
=================================================dataframe: StockOptionLevel YearsInCurrentRole TrainingTimesLastYear Agesil: 0.3126644099684399, method: average, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany TrainingTimesLastYear Agesil: 0.3216781383278111, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel JobLevel YearsInCurrentRole Agesil: 0.3388656530510646, method: single, clusters: 3
=================================================dataframe: RateIncome MonthlyIncome YearsInCurrentRole Agesil: 0.3126843621392289, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome YearsInCurrentRole Agesil: 0.3119663427804353, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome YearsInCurrentRole Agesil: 0.3224330485010644, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome YearsInCurrentRole Agesil: 0.3865010176870352, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome YearsInCurrentRole Agesil: 0.33740713302367903, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear MonthlyIncome YearsInCurrentRole Agesil: 0.34141284092042856, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate YearsInCurrentRole Agesil: 0.32118832928709795, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate YearsInCurrentRole Agesil: 0.32118832928709795, method: average, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked YearsInCurrentRole Agesil: 0.34751182839116124, method: single, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked YearsInCurrentRole Agesil: 0.34751182839116124, method: single, clusters: 4
=================================================dataframe: TrainingTimesLastYear NumCompaniesWorked YearsInCurrentRole Agesil: 0.3088496920700398, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear NumCompaniesWorked YearsInCurrentRole Agesil: 0.3088496920700398, method: single, clusters: 4
=================================================dataframe: StockOptionLevel PercentSalaryHike YearsInCurrentRole Agesil: 0.30423280525646074, method: single, clusters: 3
=================================================dataframe: MonthlyIncome RateIncome YearsInCurrentRole Agesil: 0.31268436213922896, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome YearsInCurrentRole Agesil: 0.32850420995347684, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome YearsInCurrentRole Agesil: 0.32514401329463577, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome YearsInCurrentRole Agesil: 0.3136237034276037, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome YearsInCurrentRole Agesil: 0.32342184954717107, method: ward, clusters: 3
=================================================dataframe: JobLevel StockOptionLevel YearsInCurrentRole Agesil: 0.3388656530510646, method: single, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel YearsInCurrentRole Agesil: 0.3119663427804353, method: single, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel YearsInCurrentRole Agesil: 0.3224330485010644, method: average, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel YearsInCurrentRole Agesil: 0.3865010176870352, method: median, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel YearsInCurrentRole Agesil: 0.33740713302367903, method: ward, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel YearsInCurrentRole Agesil: 0.32118832928709795, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel YearsInCurrentRole Agesil: 0.32118832928709795, method: average, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel YearsInCurrentRole Agesil: 0.34751182839116124, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel YearsInCurrentRole Agesil: 0.34751182839116124, method: single, clusters: 4
=================================================dataframe: PercentSalaryHike StockOptionLevel YearsInCurrentRole Agesil: 0.3042328052564607, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel YearsInCurrentRole Agesil: 0.32850420995347684, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel YearsInCurrentRole Agesil: 0.32514401329463577, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel YearsInCurrentRole Agesil: 0.3136237034276037, method: weighted, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel YearsInCurrentRole Agesil: 0.32342184954717107, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel YearsInCurrentRole Agesil: 0.31266440997074085, method: average, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel YearsInCurrentRole Agesil: 0.3448220819110149, method: median, clusters: 3
=================================================dataframe: MonthlyIncome TrainingTimesLastYear YearsInCurrentRole Agesil: 0.34141284092042856, method: centroid, clusters: 3
=================================================dataframe: NumCompaniesWorked TrainingTimesLastYear YearsInCurrentRole Agesil: 0.3088496920700398, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked TrainingTimesLastYear YearsInCurrentRole Agesil: 0.3088496920700398, method: single, clusters: 4
=================================================dataframe: StockOptionLevel TrainingTimesLastYear YearsInCurrentRole Agesil: 0.31266440996832157, method: average, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany YearsInCurrentRole Agesil: 0.3448220819110149, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome FractionYearsAtCompany Agesil: 0.3095213871691803, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome FractionYearsAtCompany Agesil: 0.36422729930023967, method: centroid, clusters: 3
=================================================dataframe: RateIncome MonthlyRate FractionYearsAtCompany Agesil: 0.3064919599465672, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate FractionYearsAtCompany Agesil: 0.31767708071973294, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate FractionYearsAtCompany Agesil: 0.31767708071973294, method: average, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked FractionYearsAtCompany Agesil: 0.3282998065216106, method: median, clusters: 3
=================================================dataframe: MonthlyRate RateIncome FractionYearsAtCompany Agesil: 0.3064919599465672, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome FractionYearsAtCompany Agesil: 0.3038627254946278, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome FractionYearsAtCompany Agesil: 0.3038627254946278, method: average, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel FractionYearsAtCompany Agesil: 0.3095213871691803, method: average, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel FractionYearsAtCompany Agesil: 0.3642272993002397, method: centroid, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel FractionYearsAtCompany Agesil: 0.31767708071973294, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel FractionYearsAtCompany Agesil: 0.31767708071973294, method: average, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel FractionYearsAtCompany Agesil: 0.3282998065216106, method: median, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel FractionYearsAtCompany Agesil: 0.3038627254946278, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel FractionYearsAtCompany Agesil: 0.3038627254946278, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel FractionYearsAtCompany Agesil: 0.3216781383283082, method: centroid, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel FractionYearsAtCompany Agesil: 0.3448220819111443, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear FractionYearsAtCompany Agesil: 0.32167813832826403, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole FractionYearsAtCompany Agesil: 0.3448220819111442, method: median, clusters: 3
=================================================dataframe: MonthlyRate JobLevel Age DistanceFromHomesil: 0.3115742672363386, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.3060678988243671, method: single, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.3142671495795193, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.30767457493983935, method: average, clusters: 4
=================================================dataframe: StockOptionLevel MonthlyIncome Age DistanceFromHomesil: 0.30148738485863863, method: ward, clusters: 4
=================================================dataframe: JobLevel MonthlyRate Age DistanceFromHomesil: 0.3115742672363386, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate Age DistanceFromHomesil: 0.303030689848961, method: median, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked Age DistanceFromHomesil: 0.31701934794637937, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome Age DistanceFromHomesil: 0.329644929061866, method: centroid, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.3060678988243671, method: single, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.3142671495795193, method: ward, clusters: 3
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.30767457493983935, method: average, clusters: 4
=================================================dataframe: MonthlyIncome StockOptionLevel Age DistanceFromHomesil: 0.3014873848586387, method: ward, clusters: 4
=================================================dataframe: MonthlyRate StockOptionLevel Age DistanceFromHomesil: 0.303030689848961, method: median, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel Age DistanceFromHomesil: 0.31701934794645403, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel Age DistanceFromHomesil: 0.329644929061866, method: centroid, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel Age DistanceFromHomesil: 0.3009646894144293, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear Age DistanceFromHomesil: 0.3009646894122425, method: ward, clusters: 3
=================================================dataframe: MonthlyRate Age JobLevel DistanceFromHomesil: 0.3115742672363387, method: median, clusters: 3
=================================================dataframe: MonthlyRate MonthlyIncome JobLevel DistanceFromHomesil: 0.33920788732854823, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyIncome JobLevel DistanceFromHomesil: 0.3163294667052711, method: single, clusters: 3
=================================================dataframe: Age MonthlyRate JobLevel DistanceFromHomesil: 0.3115742672363387, method: median, clusters: 3
=================================================dataframe: MonthlyIncome MonthlyRate JobLevel DistanceFromHomesil: 0.33920788732854823, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate JobLevel DistanceFromHomesil: 0.3007512615895015, method: centroid, clusters: 3
=================================================dataframe: TrainingTimesLastYear NumCompaniesWorked JobLevel DistanceFromHomesil: 0.3020855346165443, method: median, clusters: 3
=================================================dataframe: TrainingTimesLastYear NumCompaniesWorked JobLevel DistanceFromHomesil: 0.3020855346165443, method: median, clusters: 4
=================================================dataframe: MonthlyIncome StockOptionLevel JobLevel DistanceFromHomesil: 0.3163294667052711, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel JobLevel DistanceFromHomesil: 0.3007512615895015, method: centroid, clusters: 3
=================================================dataframe: NumCompaniesWorked TrainingTimesLastYear JobLevel DistanceFromHomesil: 0.3020855346164995, method: median, clusters: 3
=================================================dataframe: NumCompaniesWorked TrainingTimesLastYear JobLevel DistanceFromHomesil: 0.3020855346164995, method: median, clusters: 4
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.3060678988243671, method: single, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.31426714957951923, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.3076745749398393, method: average, clusters: 4
=================================================dataframe: StockOptionLevel Age MonthlyIncome DistanceFromHomesil: 0.3014873848586386, method: ward, clusters: 4
=================================================dataframe: MonthlyRate JobLevel MonthlyIncome DistanceFromHomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: StockOptionLevel JobLevel MonthlyIncome DistanceFromHomesil: 0.31632946670526546, method: single, clusters: 3
=================================================dataframe: JobLevel MonthlyRate MonthlyIncome DistanceFromHomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate MonthlyIncome DistanceFromHomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate MonthlyIncome DistanceFromHomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate MonthlyIncome DistanceFromHomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked MonthlyIncome DistanceFromHomesil: 0.32529951968621235, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear PercentSalaryHike MonthlyIncome DistanceFromHomesil: 0.3026892980118565, method: median, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyIncome DistanceFromHomesil: 0.3195900283741403, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyIncome DistanceFromHomesil: 0.3003077611935313, method: ward, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3060678988243671, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3142671495795193, method: ward, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.30767457493983935, method: average, clusters: 4
=================================================dataframe: Age StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3014873848586386, method: ward, clusters: 4
=================================================dataframe: JobLevel StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.31632946670526546, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.32529951968621235, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3195900283741403, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3003077611935313, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3154752838550126, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3121614386767102, method: ward, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3037839167602261, method: complete, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.30274574499623813, method: average, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel MonthlyIncome DistanceFromHomesil: 0.3087725043630402, method: ward, clusters: 3
=================================================dataframe: PercentSalaryHike TrainingTimesLastYear MonthlyIncome DistanceFromHomesil: 0.30268929801188765, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyIncome DistanceFromHomesil: 0.3154752838550126, method: average, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyIncome DistanceFromHomesil: 0.3121614386767102, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole MonthlyIncome DistanceFromHomesil: 0.3037839167602261, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole MonthlyIncome DistanceFromHomesil: 0.30274574499623813, method: average, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole MonthlyIncome DistanceFromHomesil: 0.3087725043630402, method: ward, clusters: 3
=================================================dataframe: JobLevel Age MonthlyRate DistanceFromHomesil: 0.3115742672363388, method: median, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate DistanceFromHomesil: 0.30303068984896087, method: median, clusters: 3
=================================================dataframe: Age JobLevel MonthlyRate DistanceFromHomesil: 0.3115742672363388, method: median, clusters: 3
=================================================dataframe: MonthlyIncome JobLevel MonthlyRate DistanceFromHomesil: 0.339207887328548, method: median, clusters: 3
