,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
257,39.5,No,Research & Development,5.000000000000001,Bachelor,Technical Degree,High,Male,Medium,2.9999999999999996,Healthcare Representative,Medium,Divorced,9609.999999999995,9255.000000000004,2.0000000000000004,Yes,12.999999999999996,Excellent,Very High,1.0,23.999999999999996,2.0,Better,4.0,0.0,0.0,4.0
258,36.0,Yes,Research & Development,11.0,College,Medical,Low,Male,Low,2.0000000000000004,Healthcare Representative,Medium,Married,4677.999999999996,14381.999999999998,5.000000000000001,No,15.000000000000005,Excellent,Low,0.0,15.000000000000005,3.0,Bad,5.999999999999999,0.0,0.0,0.0
259,37.0,No,Research & Development,2.9999999999999996,Bachelor,Technical Degree,High,Male,High,2.0000000000000004,Research Scientist,Medium,Single,10609.00000000002,26284.999999999996,4.0,No,11.999999999999998,Excellent,Very High,0.0,10.000000000000002,2.0,Better,14.0,0.0,7.000000000000001,7.000000000000001
260,46.0,No,Research & Development,1.0,College,Medical,High,Female,Medium,1.0,Research Scientist,Low,Married,16872.000000000044,18696.99999999999,2.0000000000000004,No,14.0,Excellent,Low,1.0,17.0,2.0,Good,7.000000000000001,1.0,0.0,2.0000000000000004
261,27.5,No,Human Resources,2.0000000000000004,Below College,Human Resources,Medium,Female,Medium,2.0000000000000004,Human Resources,Very High,Single,7524.999999999999,4223.0,1.0,No,21.0,Excellent,Very High,0.0,10.000000000000002,2.0,Good,15.000000000000005,1.0,0.0,8.000000000000002
262,48.0,No,Sales,22.0,College,Marketing,High,Female,High,2.0000000000000004,Sales Executive,Medium,Married,6439.0,15479.999999999998,0.0,No,12.999999999999996,Excellent,Low,1.0,8.000000000000002,2.0,Best,8.000000000000002,7.000000000000001,0.0,7.000000000000001
263,34.0,No,Research & Development,2.0000000000000004,Below College,Medical,High,Male,Medium,4.0,Manager,Low,Single,9547.000000000004,17323.0,7.000000000000001,No,15.000000000000005,Excellent,Medium,0.0,30.999999999999996,2.0,Best,10.000000000000002,7.000000000000001,5.999999999999999,2.0000000000000004
264,39.5,No,Research & Development,29.000000000000007,College,Life Sciences,Low,Male,High,2.0000000000000004,Research Scientist,High,Divorced,12613.999999999978,12932.000000000004,2.0000000000000004,No,11.0,MISSING,Medium,1.0,19.000000000000004,3.0,Better,2.0000000000000004,4.0,0.0,2.0000000000000004
265,55.0,No,Sales,2.0000000000000004,Master,Life Sciences,High,Male,High,1.0,Sales Representative,Very High,Single,2063.999999999997,17001.00000000001,2.9999999999999996,Yes,21.0,Excellent,Very High,0.0,7.000000000000001,3.0,Good,9.0,2.0000000000000004,1.0,2.0000000000000004
266,45.0,Yes,Research & Development,22.999999999999996,Bachelor,Medical,High,Male,High,1.0,Research Scientist,Low,Single,16703.99999999997,22154.0,0.0,No,12.999999999999996,Excellent,Low,0.0,5.999999999999999,2.0,Better,21.0,2.0000000000000004,0.0,2.9999999999999996
267,35.0,No,Research & Development,7.000000000000001,College,Medical,Medium,Male,High,2.0000000000000004,Manufacturing Director,Low,Married,1951.0000000000011,4156.000000000001,1.0,No,11.999999999999998,MISSING,Medium,1.0,12.999999999999996,3.0,Bad,1.0,10.000000000000002,2.9999999999999996,11.999999999999998
268,40.0,No,Sales,17.0,College,Marketing,High,Male,Medium,2.0000000000000004,Sales Executive,Medium,Married,2017.9999999999975,16822.000000000004,2.0000000000000004,No,16.0,Excellent,High,2.0000000000000004,11.999999999999998,3.0,Bad,5.000000000000001,2.0000000000000004,1.0,2.9999999999999996
269,33.5,No,Research & Development,10.000000000000002,Bachelor,Life Sciences,Very High,Male,Medium,4.0,Manager,Low,Divorced,2234.999999999999,12888.0,4.0,No,12.999999999999996,Excellent,Medium,1.0,21.0,3.0,Good,7.5,5.999999999999999,7.000000000000001,7.000000000000001
270,47.0,No,Research & Development,2.9999999999999996,College,Life Sciences,High,Male,High,2.9999999999999996,Research Director,Very High,Single,12936.000000000024,19372.999999999996,2.9999999999999996,No,15.000000000000005,Excellent,Very High,0.0,10.000000000000002,3.0,Better,2.5000000000000004,7.000000000000001,7.000000000000001,7.000000000000001
271,29.0,No,Research & Development,10.000000000000002,Below College,Medical,High,Male,High,1.0,Research Scientist,High,Married,2804.0000000000055,12126.999999999998,0.0,No,17.0,Excellent,Medium,1.0,2.9999999999999996,3.0,Good,1.0,1.0,0.0,2.0000000000000004
272,33.5,No,Research & Development,1.0,Bachelor,Medical,Medium,Male,High,1.0,Research Scientist,Low,Married,5914.000000000002,5868.000000000001,4.0,No,12.999999999999996,Excellent,Very High,1.0,5.000000000000001,3.0,Good,12.999999999999996,2.0000000000000004,1.0,2.0000000000000004
273,24.0,No,Sales,5.000000000000001,Master,Life Sciences,Very High,Male,Medium,2.9999999999999996,Sales Executive,Low,Married,3596.999999999991,23771.999999999996,5.000000000000001,Yes,21.0,MISSING,High,1.0,20.000000000000004,2.0,Better,4.0,12.999999999999996,1.0,11.999999999999998
274,39.0,No,Human Resources,4.0,Bachelor,Human Resources,High,Male,Low,2.0000000000000004,Human Resources,Medium,Married,6471.999999999999,20794.000000000004,5.999999999999999,No,19.000000000000004,Excellent,Medium,1.0,10.000000000000002,2.0,Better,9.0,2.0000000000000004,1.0,2.0000000000000004
275,24.0,No,Research & Development,11.0,College,Medical,High,Male,High,2.0000000000000004,Healthcare Representative,Low,Married,2724.9999999999977,17089.000000000007,1.0,Yes,11.999999999999998,Excellent,Very High,0.0,5.999999999999999,3.0,Good,5.999999999999999,5.000000000000001,0.0,1.0
276,43.0,No,Research & Development,25.0,College,Life Sciences,Low,Male,Medium,2.9999999999999996,Research Director,Medium,Married,2063.999999999997,26706.999999999993,2.9999999999999996,No,17.0,Excellent,High,1.0,19.000000000000004,3.0,Better,7.5,8.000000000000002,0.0,1.0
277,34.0,No,Sales,25.999999999999996,Master,Marketing,High,Female,High,2.0000000000000004,Sales Executive,Very High,Married,2063.999999999997,12068.999999999998,0.0,No,17.999999999999996,Excellent,Low,0.0,4.0,3.0,Better,2.0000000000000004,2.0000000000000004,2.0000000000000004,2.0000000000000004
278,45.0,No,Research & Development,15.000000000000005,College,Life Sciences,Very High,Male,Medium,2.0000000000000004,Laboratory Technician,High,Single,5210.000000000001,12682.000000000004,0.0,Yes,11.999999999999998,Excellent,Very High,0.0,10.000000000000002,2.0,Better,23.999999999999996,5.000000000000001,0.0,8.000000000000002
279,37.0,No,Research & Development,2.0000000000000004,College,Medical,High,Male,Medium,1.0,Laboratory Technician,Medium,Married,6502.000000000017,15963.000000000007,4.0,No,14.0,Excellent,Medium,1.0,9.0,3.0,Good,5.000000000000001,1.0,0.0,5.000000000000001
280,24.0,No,Research & Development,5.999999999999999,College,Medical,Medium,Male,High,2.0000000000000004,Manufacturing Director,Medium,Divorced,4617.00000000001,2819.0000000000005,5.999999999999999,No,20.000000000000004,Excellent,Very High,2.0000000000000004,7.000000000000001,2.0,Better,7.5,2.0000000000000004,0.0,1.0
281,38.0,Yes,Sales,25.999999999999996,Master,Marketing,High,Male,Medium,2.0000000000000004,Sales Executive,Low,Single,2063.999999999997,22967.0,5.000000000000001,No,15.000000000000005,Excellent,High,0.0,9.0,2.0,Good,5.999999999999999,2.9999999999999996,0.0,1.0
282,31.0,Yes,Research & Development,2.9999999999999996,Bachelor,Life Sciences,Low,Male,High,1.0,Laboratory Technician,Low,Married,9936.000000000004,14668.999999999995,4.0,No,11.999999999999998,Excellent,High,0.0,10.000000000000002,2.0,Best,9.0,2.0000000000000004,1.0,2.0000000000000004
283,55.0,No,Research & Development,5.000000000000001,College,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Single,10976.00000000001,19826.0,0.0,Yes,14.0,Excellent,High,0.0,5.999999999999999,4.0,Good,2.9999999999999996,4.0,0.0,2.0000000000000004
284,60.0,Yes,Research & Development,2.0000000000000004,College,Other,Very High,Male,Medium,1.0,Laboratory Technician,High,Single,6284.000000000002,2396.0000000000005,5.999999999999999,Yes,15.000000000000005,Outstanding,Medium,0.0,7.000000000000001,2.0,Better,1.0,0.0,0.0,0.0
285,53.0,No,Research & Development,23.999999999999996,Bachelor,Medical,High,Male,Medium,2.0000000000000004,Healthcare Representative,Low,Single,17584.000000000033,17197.999999999996,1.0,No,19.000000000000004,Excellent,Medium,0.0,10.000000000000002,2.0,Better,5.000000000000001,9.0,1.0,8.000000000000002
286,27.0,No,Research & Development,1.0,College,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Low,Married,4621.000000000006,16193.000000000002,1.0,No,11.999999999999998,MISSING,High,1.0,4.0,4.0,Better,2.9999999999999996,2.0000000000000004,2.9999999999999996,2.0000000000000004
287,39.5,No,Research & Development,22.999999999999996,Master,Medical,Medium,Female,Low,1.0,Laboratory Technician,High,Married,5855.0,9695.999999999996,0.0,No,16.0,Excellent,Medium,1.0,5.999999999999999,2.0,Best,9.0,4.0,0.0,2.9999999999999996
288,37.0,No,Sales,2.0000000000000004,Bachelor,Life Sciences,Very High,Male,High,2.0000000000000004,Sales Executive,High,Single,3564.0000000000055,5241.999999999999,1.0,Yes,11.0,Excellent,Low,0.0,5.000000000000001,3.0,Better,8.000000000000002,4.0,0.0,4.0
289,34.0,No,Research & Development,5.999999999999999,Bachelor,Medical,Low,Female,Medium,5.000000000000001,Manager,High,Married,2742.0,22539.00000000001,7.000000000000001,No,12.999999999999996,Excellent,Very High,0.0,21.0,2.0,Better,2.0000000000000004,11.999999999999998,5.999999999999999,14.0
290,31.0,No,Sales,2.0000000000000004,Master,Life Sciences,High,Male,High,5.000000000000001,Manager,High,Married,4196.999999999999,13022.000000000002,0.0,No,14.0,Excellent,Very High,0.0,21.0,2.0,Better,10.000000000000002,15.000000000000005,1.0,11.999999999999998
291,45.0,No,Research & Development,9.0,Master,Life Sciences,High,Male,Medium,1.0,Research Scientist,Medium,Single,2063.999999999997,7551.000000000001,0.0,Yes,16.0,Outstanding,Very High,0.0,2.9999999999999996,1.0,Better,20.000000000000004,2.0000000000000004,2.0000000000000004,2.0000000000000004
292,51.0,No,Research & Development,9.0,Bachelor,Life Sciences,High,Female,Medium,1.0,Laboratory Technician,Medium,Divorced,4935.999999999989,26551.000000000004,1.0,No,11.0,Excellent,High,2.9999999999999996,1.0,2.0,Better,7.000000000000001,0.0,0.0,0.0
293,30.0,No,Research & Development,4.0,College,Technical Degree,High,Male,High,5.000000000000001,Manager,Very High,Married,4151.999999999996,4932.999999999999,1.0,No,11.0,Excellent,Very High,0.0,22.0,3.0,Better,11.0,17.0,11.0,15.000000000000005
294,45.0,Yes,Research & Development,8.000000000000002,Below College,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Single,5005.999999999997,20586.00000000001,1.0,Yes,11.0,Excellent,Low,0.0,5.000000000000001,3.0,Better,5.000000000000001,4.0,1.0,2.0000000000000004
295,21.5,No,Research & Development,28.000000000000004,Bachelor,Life Sciences,Very High,Female,High,4.0,Research Director,Low,Married,6545.000000000004,22422.000000000004,4.0,Yes,11.0,Excellent,Medium,0.0,25.0,1.0,Better,2.9999999999999996,2.0000000000000004,1.0,2.0000000000000004
296,28.0,No,Research & Development,22.999999999999996,Bachelor,Life Sciences,Low,Male,Low,1.0,Research Scientist,High,Divorced,2713.0000000000014,22309.999999999996,1.0,No,25.0,MISSING,High,2.9999999999999996,10.000000000000002,2.0,Good,5.000000000000001,7.000000000000001,0.0,9.0
297,56.0,No,Research & Development,28.000000000000004,Bachelor,Medical,Medium,Female,Very High,1.0,Research Scientist,High,Single,2063.999999999997,16090.000000000007,4.0,No,11.999999999999998,Excellent,Very High,0.0,17.999999999999996,2.0,Better,5.000000000000001,2.0000000000000004,1.0,2.0000000000000004
298,35.0,No,Research & Development,7.000000000000001,Master,Medical,Medium,Female,Very High,2.0000000000000004,Research Scientist,Medium,Married,6284.000000000002,5628.0,5.999999999999999,Yes,16.0,Excellent,Very High,0.0,17.999999999999996,2.0,Better,9.0,0.0,0.0,0.0
299,39.5,No,Research & Development,9.0,Bachelor,Medical,High,Female,Very High,1.0,Research Scientist,High,Married,2692.9999999999995,17615.99999999999,1.0,No,16.0,Excellent,Very High,1.0,5.000000000000001,3.0,Better,1.0,2.9999999999999996,0.0,4.0
300,49.0,Yes,Sales,2.9999999999999996,College,Marketing,Low,Male,Medium,1.0,Sales Representative,High,Married,4174.000000000011,3810.000000000001,1.0,Yes,14.0,Excellent,High,0.0,2.9999999999999996,2.0,Better,7.5,2.0000000000000004,0.0,2.0000000000000004
301,29.0,No,Sales,29.000000000000007,College,Medical,Low,Male,High,2.0000000000000004,Sales Executive,High,Divorced,6644.000000000007,4266.999999999999,5.000000000000001,No,11.999999999999998,Excellent,Low,2.0000000000000004,8.000000000000002,2.0,Better,0.0,0.0,0.0,0.0
302,33.5,No,Sales,10.000000000000002,Master,Marketing,Low,Male,Medium,2.9999999999999996,Sales Executive,Medium,Divorced,2982.999999999993,20652.0,2.0000000000000004,No,11.999999999999998,Excellent,Medium,1.0,11.0,3.0,Good,2.9999999999999996,0.0,0.0,0.0
303,34.0,Yes,Research & Development,8.000000000000002,Below College,Medical,High,Male,High,1.0,Laboratory Technician,Low,Married,2767.9999999999995,15999.000000000004,1.0,Yes,17.0,Excellent,High,0.0,1.0,3.0,Better,7.000000000000001,0.0,0.0,0.0
304,41.0,No,Sales,9.0,College,Medical,Low,Male,High,1.0,Sales Representative,Very High,Single,19189.000000000004,2851.0000000000005,1.0,No,23.999999999999996,Excellent,High,0.0,2.9999999999999996,3.0,Good,22.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
305,58.0,No,Research & Development,1.0,Master,Medical,Low,Female,Medium,2.9999999999999996,Healthcare Representative,Low,Single,10551.999999999993,25796.0,2.9999999999999996,No,20.000000000000004,Excellent,High,0.0,22.999999999999996,3.0,Good,5.999999999999999,11.999999999999998,11.999999999999998,8.000000000000002
306,40.0,No,Research & Development,11.0,Master,Medical,Medium,Female,High,4.0,Manager,Very High,Divorced,10435.0,24455.999999999996,2.9999999999999996,No,20.000000000000004,Excellent,Low,1.0,25.999999999999996,3.0,Better,17.999999999999996,9.0,1.0,11.999999999999998
307,38.0,No,Research & Development,8.000000000000002,Below College,Life Sciences,Very High,Male,Very High,1.0,Laboratory Technician,Very High,Married,5320.999999999999,4892.000000000001,1.0,No,19.000000000000004,Excellent,Very High,0.0,1.0,1.0,Better,8.000000000000002,0.0,0.0,1.0
308,60.0,No,Research & Development,2.0000000000000004,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Single,5405.0,11288.000000000002,1.0,No,14.0,Excellent,Very High,0.0,4.0,1.0,Better,2.0000000000000004,2.0000000000000004,1.0,2.0000000000000004
309,45.0,Yes,Human Resources,20.000000000000004,College,Medical,Very High,Male,High,1.0,Human Resources,Medium,Married,10850.999999999985,6889.0,0.0,Yes,11.0,Excellent,High,0.0,5.999999999999999,2.0,Better,7.000000000000001,1.0,1.0,4.0
310,34.0,No,Research & Development,2.0000000000000004,Below College,Other,Very High,Female,High,1.0,Laboratory Technician,High,Divorced,6029.000000000004,7298.0,5.999999999999999,Yes,19.000000000000004,Excellent,High,1.0,7.000000000000001,3.0,Good,2.0000000000000004,2.0000000000000004,0.0,2.0000000000000004
311,28.0,No,Human Resources,10.000000000000002,Master,Human Resources,High,Male,High,2.0000000000000004,Human Resources,High,Married,4907.999999999995,14814.0,2.9999999999999996,No,11.0,MISSING,High,0.0,10.000000000000002,3.0,Better,4.0,2.9999999999999996,1.0,2.0000000000000004
312,34.0,No,Sales,1.0,Master,Marketing,Medium,Male,Very High,2.0000000000000004,Sales Executive,Very High,Divorced,2691.0000000000005,12278.000000000002,0.0,No,11.0,Excellent,Very High,1.0,16.0,4.0,Good,10.000000000000002,1.0,0.0,9.0
313,41.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Male,High,2.0000000000000004,Research Scientist,Very High,Married,2289.0000000000027,13007.999999999993,9.0,No,17.0,Outstanding,Medium,1.0,9.0,2.0,Good,5.000000000000001,2.0000000000000004,2.0000000000000004,1.0
314,39.0,No,Research & Development,1.0,Master,Medical,Medium,Male,High,2.0000000000000004,Healthcare Representative,High,Single,12168.999999999995,14510.999999999996,4.0,No,11.999999999999998,Excellent,High,0.0,11.999999999999998,3.0,Better,17.999999999999996,2.0000000000000004,0.0,2.9999999999999996
315,38.0,No,Research & Development,8.000000000000002,College,Life Sciences,Very High,Male,High,1.0,Research Scientist,Very High,Single,4735.000000000001,4487.999999999999,1.0,No,21.0,Excellent,Very High,0.0,5.000000000000001,3.0,Better,12.999999999999996,2.9999999999999996,0.0,2.0000000000000004
316,36.0,No,Sales,17.999999999999996,Below College,Life Sciences,Low,Male,Very High,2.0000000000000004,Sales Executive,High,Married,2342.0,12477.0,2.0000000000000004,No,11.0,Outstanding,Medium,0.0,5.999999999999999,3.0,Good,5.000000000000001,2.0000000000000004,1.0,2.0000000000000004
317,25.0,No,Sales,9.0,Master,Medical,Low,Male,High,2.9999999999999996,Sales Executive,Medium,Divorced,3999.9999999999995,24666.0,1.0,No,12.999999999999996,Excellent,Very High,1.0,9.0,2.0,Better,5.999999999999999,5.000000000000001,7.000000000000001,7.000000000000001
318,30.0,No,Sales,5.000000000000001,Bachelor,Marketing,Very High,Female,High,1.0,Sales Representative,Medium,Divorced,4968.000000000002,3908.9999999999995,1.0,No,11.0,MISSING,High,1.0,2.0000000000000004,2.0,Good,9.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
319,35.0,No,Sales,2.0000000000000004,Bachelor,Marketing,Very High,Female,High,2.0000000000000004,Sales Executive,Medium,Single,4858.999999999999,10696.999999999995,8.000000000000002,No,15.000000000000005,MISSING,Very High,0.0,12.999999999999996,3.0,Good,5.000000000000001,7.000000000000001,1.0,7.000000000000001
320,47.0,Yes,Research & Development,9.0,Bachelor,Medical,Medium,Male,High,1.0,Laboratory Technician,Low,Single,2063.999999999997,16998.000000000007,2.0000000000000004,Yes,11.0,Outstanding,High,0.0,4.0,3.0,Good,17.0,0.0,0.0,0.0
321,30.0,Yes,Sales,4.0,Master,Medical,Very High,Male,Low,2.9999999999999996,Sales Executive,Very High,Married,9250.000000000007,25811.999999999996,1.0,No,11.0,Excellent,High,0.0,14.0,3.0,Good,4.0,8.000000000000002,9.0,8.000000000000002
322,32.0,No,Sales,2.0000000000000004,Master,Life Sciences,Very High,Male,Medium,1.0,Sales Representative,Very High,Single,4086.999999999999,13137.000000000002,1.0,Yes,17.999999999999996,MISSING,Low,0.0,2.9999999999999996,3.0,Good,5.999999999999999,2.0000000000000004,1.0,2.0000000000000004
323,45.0,Yes,Sales,9.0,Master,Marketing,Low,Male,High,2.0000000000000004,Sales Executive,Low,Single,6284.000000000002,18385.0,0.0,Yes,17.0,Excellent,Low,0.0,5.999999999999999,3.0,Better,10.000000000000002,2.0000000000000004,0.0,2.9999999999999996
324,34.0,No,Sales,8.000000000000002,Bachelor,Medical,High,Female,Very High,2.0000000000000004,Sales Executive,Very High,Married,2231.0,11692.999999999998,1.0,No,15.000000000000005,Excellent,High,2.0000000000000004,10.000000000000002,3.0,Best,4.0,7.000000000000001,0.0,8.000000000000002
325,33.5,No,Human Resources,8.000000000000002,College,Other,High,Male,High,2.0000000000000004,Human Resources,Medium,Divorced,4949.999999999996,12832.0,2.0000000000000004,No,12.999999999999996,Excellent,High,0.0,19.000000000000004,4.0,Good,4.0,0.0,4.0,7.000000000000001
326,39.0,No,Research & Development,8.000000000000002,Doctor,Life Sciences,Low,Male,High,4.0,Research Director,Medium,Single,10920.000000000004,8846.999999999998,2.9999999999999996,No,11.0,Outstanding,High,0.0,9.0,2.0,Best,5.999999999999999,2.0000000000000004,1.0,0.0
327,30.0,Yes,Sales,4.0,Master,Marketing,Very High,Male,Medium,2.0000000000000004,Sales Executive,Very High,Single,8474.0,8450.000000000004,1.0,Yes,11.999999999999998,Outstanding,Medium,0.0,8.000000000000002,2.0,Better,11.0,7.000000000000001,7.000000000000001,4.0
328,39.5,No,Sales,7.000000000000001,Master,Marketing,Very High,Female,High,2.0000000000000004,Sales Executive,Low,Divorced,16833.999999999967,12760.999999999995,7.000000000000001,No,14.0,Excellent,Medium,2.0000000000000004,8.000000000000002,4.0,Better,19.000000000000004,2.0000000000000004,0.0,2.0000000000000004
329,30.0,No,Research & Development,8.000000000000002,College,Life Sciences,Medium,Female,High,2.0000000000000004,Manufacturing Director,Low,Married,4010.999999999998,5041.0,2.0000000000000004,Yes,16.0,Outstanding,Medium,1.0,17.999999999999996,2.0,Better,11.999999999999998,0.0,0.0,0.0
330,53.0,No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Very High,Single,2449.9999999999973,3300.0,7.000000000000001,No,15.000000000000005,Excellent,Medium,0.0,5.999999999999999,4.0,Good,2.0000000000000004,2.0000000000000004,2.0000000000000004,2.0000000000000004
331,45.0,No,Research & Development,5.999999999999999,College,Other,Very High,Male,Medium,1.0,Laboratory Technician,High,Married,2347.999999999999,16376.0,1.0,No,11.0,Excellent,Medium,1.0,5.000000000000001,2.0,Better,17.0,4.0,0.0,4.0
332,31.0,Yes,Research & Development,1.0,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,High,Single,5581.999999999996,19757.000000000004,0.0,No,14.0,Outstanding,Very High,0.0,7.000000000000001,2.0,Good,9.0,2.0000000000000004,1.0,5.000000000000001
333,47.0,No,Research & Development,1.0,College,Life Sciences,Low,Male,High,2.9999999999999996,Research Director,Very High,Single,5466.999999999997,15145.999999999998,1.0,Yes,11.999999999999998,Excellent,High,0.0,15.000000000000005,4.0,Better,8.000000000000002,14.0,8.000000000000002,11.999999999999998
334,45.5,No,Research & Development,10.000000000000002,Master,Technical Degree,Very High,Female,High,2.9999999999999996,Healthcare Representative,High,Married,4174.000000000011,5746.999999999999,2.9999999999999996,No,11.999999999999998,Outstanding,Low,0.0,10.000000000000002,3.0,Better,2.0000000000000004,7.000000000000001,1.0,7.000000000000001
335,39.5,Yes,Sales,4.0,Bachelor,Marketing,Low,Male,High,2.0000000000000004,Sales Executive,Medium,Single,2063.999999999997,9558.000000000002,1.0,No,17.999999999999996,Excellent,High,0.0,8.000000000000002,2.0,Better,10.000000000000002,7.000000000000001,7.000000000000001,7.000000000000001
336,49.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Medium,4.0,Research Director,Very High,Divorced,13964.00000000001,3423.0,2.9999999999999996,No,14.0,MISSING,Medium,2.0000000000000004,9.0,2.0,Good,7.000000000000001,7.000000000000001,1.0,7.000000000000001
337,38.0,No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Very High,Married,2609.999999999997,14222.0,1.0,Yes,11.999999999999998,Excellent,Medium,1.0,2.0000000000000004,2.0,Better,4.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
338,28.0,No,Research & Development,2.9999999999999996,Master,Medical,High,Male,High,4.0,Research Director,High,Married,2027.9999999999957,21016.0,2.9999999999999996,Yes,16.0,Excellent,Very High,2.9999999999999996,21.0,2.0,Good,4.0,2.9999999999999996,1.0,2.9999999999999996
339,30.0,No,Sales,2.9999999999999996,College,Medical,Medium,Male,High,2.0000000000000004,Sales Executive,High,Married,2063.999999999997,3487.0,1.0,No,14.0,MISSING,Low,1.0,5.999999999999999,2.0,Good,1.0,0.0,1.0,2.0000000000000004
340,36.0,No,Research & Development,7.000000000000001,Below College,Medical,Very High,Male,Medium,1.0,Research Scientist,Very High,Married,3885.9999999999977,26897.000000000015,1.0,No,11.0,Outstanding,High,2.0000000000000004,2.0000000000000004,2.0,Better,10.000000000000002,2.0000000000000004,2.0000000000000004,1.0
341,42.0,No,Research & Development,2.9999999999999996,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,Medium,Married,17861.000000000007,9256.000000000004,1.0,No,11.999999999999998,Excellent,High,0.0,11.999999999999998,3.0,Good,20.000000000000004,10.000000000000002,0.0,7.000000000000001
342,32.0,No,Research & Development,5.999999999999999,Bachelor,Life Sciences,Low,Male,Medium,2.0000000000000004,Healthcare Representative,High,Single,2063.999999999997,13119.000000000004,2.0000000000000004,No,12.999999999999996,Outstanding,Very High,0.0,19.000000000000004,2.0,Better,1.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
343,59.0,No,Research & Development,22.0,Bachelor,Life Sciences,Medium,Male,Very High,2.9999999999999996,Manager,Medium,Divorced,11903.99999999999,19099.999999999996,7.000000000000001,No,17.999999999999996,Excellent,Medium,1.0,10.000000000000002,1.0,Good,5.999999999999999,7.000000000000001,5.999999999999999,2.0000000000000004
344,45.0,Yes,Research & Development,9.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,4804.999999999996,21831.00000000001,2.9999999999999996,No,14.0,Excellent,Medium,0.0,15.000000000000005,3.0,Bad,8.000000000000002,4.0,1.0,0.0
345,36.0,Yes,Sales,11.0,Bachelor,Marketing,High,Male,High,2.9999999999999996,Sales Executive,Very High,Married,8847.000000000004,5859.999999999999,1.0,No,17.999999999999996,MISSING,Low,2.0000000000000004,9.0,2.0,Best,2.9999999999999996,8.000000000000002,7.000000000000001,7.000000000000001
346,34.0,Yes,Research & Development,15.000000000000005,Below College,Medical,Medium,Female,High,2.9999999999999996,Manager,High,Married,4174.000000000011,24618.999999999985,7.000000000000001,Yes,11.999999999999998,Excellent,Very High,0.0,15.000000000000005,2.0,Best,4.0,5.999999999999999,7.000000000000001,7.000000000000001
347,28.0,No,Sales,1.0,Doctor,Marketing,Medium,Male,High,2.0000000000000004,Sales Executive,Low,Divorced,3484.999999999998,4009.0,5.000000000000001,Yes,21.0,Excellent,High,1.0,9.0,3.0,Good,0.0,2.9999999999999996,1.0,2.9999999999999996
348,46.0,No,Research & Development,2.0000000000000004,Master,Technical Degree,Medium,Male,High,1.0,Research Scientist,Medium,Married,9396.000000000018,6073.000000000002,1.0,No,11.0,Excellent,High,1.0,5.999999999999999,3.0,Good,4.0,2.9999999999999996,1.0,2.0000000000000004
349,29.0,No,Sales,29.000000000000007,Master,Life Sciences,Low,Female,High,1.0,Sales Representative,Very High,Divorced,2973.9999999999973,19788.0,2.0000000000000004,No,15.000000000000005,Excellent,Medium,2.0000000000000004,16.0,2.0,Good,5.000000000000001,8.000000000000002,0.0,0.0
350,40.0,No,Research & Development,1.0,College,Medical,Medium,Male,Medium,1.0,Laboratory Technician,High,Divorced,9704.999999999965,20438.999999999996,1.0,No,11.999999999999998,Excellent,High,2.9999999999999996,1.0,2.0,Good,1.0,1.0,0.0,0.0
351,27.5,No,Research & Development,19.000000000000004,College,Life Sciences,High,Male,High,2.0000000000000004,Research Scientist,Low,Divorced,3874.9999999999945,19877.0,2.0000000000000004,No,16.0,Excellent,Low,2.0000000000000004,17.0,2.0,Good,2.0000000000000004,0.0,0.0,0.0
352,51.5,No,Research & Development,2.0000000000000004,Below College,Medical,Low,Female,Very High,1.0,Research Scientist,Low,Single,8268.000000000013,21632.0,7.000000000000001,No,12.999999999999996,Excellent,High,0.0,5.999999999999999,2.0,Good,7.000000000000001,2.9999999999999996,0.0,1.0
353,47.0,Yes,Sales,25.0,Master,Marketing,Very High,Male,Medium,2.9999999999999996,Sales Executive,Medium,Single,11849.000000000015,17235.0,2.0000000000000004,Yes,11.999999999999998,Excellent,High,0.0,9.0,2.0,Better,10.000000000000002,4.0,1.0,0.0
