Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
29.0,No,Research & Development,3.1622776601683795,Below College,Medical,High,Male,High,1.0,Research Scientist,High,Married,0.0,No,4.123105625617661,Excellent,Medium,0.2312195926445127,1.0,3.0,Good,1.0,0.3333333333333334
24.0,No,Sales,2.23606797749979,Master,Life Sciences,Very High,Male,Medium,1.7320508075688772,Sales Executive,Low,Married,2.23606797749979,Yes,4.58257569495584,MISSING,High,0.15131246845027727,1.0,2.0,Better,3.6055512754639887,0.2
39.0,No,Human Resources,2.0,Bachelor,Human Resources,High,Male,Low,1.4142135623730951,Human Resources,Medium,Married,2.449489742783178,No,4.358898943540674,Excellent,Medium,0.3112436279696065,1.0,2.0,Better,1.4142135623730951,0.8999999999999999
24.0,No,Research & Development,3.3166247903554,College,Medical,High,Male,High,1.4142135623730951,Healthcare Representative,Low,Married,1.0,Yes,3.4641016151377544,Excellent,Very High,0.1594593013049328,0.0,3.0,Good,2.23606797749979,1.0
43.0,No,Research & Development,5.0,College,Life Sciences,Low,Male,Medium,1.7320508075688772,Research Director,Medium,Married,1.7320508075688772,No,4.123105625617661,Excellent,High,0.0772831092971879,1.0,3.0,Better,2.8284271247461903,0.3947368421052631
34.0,No,Sales,5.0990195135927845,Master,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Married,0.0,No,4.242640687119285,Excellent,Low,0.1710166542381305,0.0,3.0,Better,1.4142135623730951,0.5000000000000001
37.0,No,Research & Development,1.4142135623730951,College,Medical,High,Male,Medium,1.0,Laboratory Technician,Medium,Married,2.0,No,3.7416573867739413,Excellent,Medium,0.4073169203783759,1.0,3.0,Good,1.0,0.5555555555555556
38.0,Yes,Sales,5.0990195135927845,Master,Marketing,High,Male,Medium,1.4142135623730951,Sales Executive,Low,Single,2.23606797749979,No,3.8729833462074175,Excellent,High,0.08986807158096385,0.0,2.0,Good,1.7320508075688772,0.6666666666666665
31.0,Yes,Research & Development,1.7320508075688772,Bachelor,Life Sciences,Low,Male,High,1.0,Laboratory Technician,Low,Married,2.0,No,3.4641016151377544,Excellent,High,0.6773467857386329,0.0,2.0,Best,1.4142135623730951,0.8999999999999999
55.0,No,Research & Development,2.23606797749979,College,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Single,0.0,Yes,3.7416573867739413,Excellent,High,0.5536164632301024,0.0,4.0,Good,2.0,0.5000000000000001
44.0,No,Sales,1.4142135623730951,College,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Divorced,2.6457513110645907,No,3.4641016151377544,Excellent,High,0.11346605773067872,1.4142135623730951,0.0,Better,2.0,1.0
27.0,No,Research & Development,1.0,College,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Low,Married,1.0,No,3.4641016151377544,MISSING,High,0.2853702217007352,1.0,4.0,Better,1.4142135623730951,0.7499999999999999
34.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Low,Female,Medium,2.23606797749979,Manager,High,Married,2.6457513110645907,No,3.6055512754639887,Excellent,Very High,0.12165579661919335,0.0,2.0,Better,3.4641016151377544,0.09523809523809527
31.0,No,Sales,1.4142135623730951,Master,Life Sciences,High,Male,High,2.23606797749979,Manager,High,Married,0.0,No,3.7416573867739413,Excellent,Very High,0.3223007218553217,0.0,2.0,Better,3.8729833462074175,0.4761904761904762
30.0,No,Research & Development,2.0,College,Technical Degree,High,Male,High,2.23606797749979,Manager,Very High,Married,1.0,No,3.3166247903554,Excellent,Very High,0.8416784917899852,0.0,3.0,Better,4.123105625617661,0.4999999999999999
45.0,Yes,Research & Development,2.8284271247461903,Below College,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Single,1.0,Yes,3.3166247903554,Excellent,Low,0.2431749732828133,0.0,3.0,Better,2.0,1.0
21.5,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Female,High,2.0,Research Director,Low,Married,2.0,Yes,3.3166247903554,Excellent,Medium,0.29190081170279203,0.0,1.0,Better,1.4142135623730951,0.12
28.0,No,Research & Development,4.795831523312719,Bachelor,Life Sciences,Low,Male,Low,1.0,Research Scientist,High,Divorced,1.0,No,5.0,MISSING,High,0.12160466158673247,1.7320508075688772,2.0,Good,2.6457513110645907,0.4999999999999999
56.0,No,Research & Development,5.291502622129181,Bachelor,Medical,Medium,Female,Very High,1.0,Research Scientist,High,Single,2.0,No,3.4641016151377544,Excellent,Very High,0.12827843380981951,0.0,2.0,Better,1.4142135623730951,0.2777777777777778
35.0,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Male,High,2.0,Research Director,Low,Married,1.7320508075688772,No,3.6055512754639887,Excellent,High,0.1890912385612038,1.0,5.0,Best,2.449489742783178,0.2083333333333334
39.5,No,Research & Development,3.0,Bachelor,Medical,High,Female,Very High,1.0,Research Scientist,High,Married,1.0,No,4.0,Excellent,Very High,0.1528723887375114,1.0,3.0,Better,1.7320508075688772,0.2
33.5,No,Sales,3.1622776601683795,Master,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Medium,Divorced,1.4142135623730951,No,3.4641016151377544,Excellent,Medium,0.1444412163470847,1.0,3.0,Good,0.0,0.2727272727272727
58.0,No,Research & Development,1.0,Master,Medical,Low,Female,Medium,1.7320508075688772,Healthcare Representative,Low,Single,1.7320508075688772,No,4.47213595499958,Excellent,High,0.4090556675453556,0.0,3.0,Good,3.4641016151377544,0.2608695652173913
40.0,No,Research & Development,3.3166247903554,Master,Medical,Medium,Female,High,2.0,Manager,Very High,Divorced,1.7320508075688772,No,4.47213595499958,Excellent,Low,0.4266846581615964,1.0,3.0,Better,3.0,0.6923076923076922
39.5,No,Research & Development,2.6457513110645907,Below College,Medical,Low,Female,Medium,1.0,Laboratory Technician,Very High,Divorced,2.449489742783178,No,3.7416573867739413,Excellent,High,0.6894615130492255,1.7320508075688772,6.0,Better,1.7320508075688772,0.12499999999999994
60.0,No,Research & Development,1.4142135623730951,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Single,1.0,No,3.7416573867739413,Excellent,Very High,0.4788270729978738,0.0,1.0,Better,1.4142135623730951,0.5000000000000001
34.0,No,Research & Development,1.4142135623730951,Below College,Other,Very High,Female,High,1.0,Laboratory Technician,High,Divorced,2.449489742783178,Yes,4.358898943540674,Excellent,High,0.826116744313511,1.0,3.0,Good,1.4142135623730951,0.2857142857142857
28.0,No,Human Resources,3.1622776601683795,Master,Human Resources,High,Male,High,1.4142135623730951,Human Resources,High,Married,1.7320508075688772,No,3.3166247903554,MISSING,High,0.33130822195220705,0.0,3.0,Better,1.7320508075688772,0.4
34.0,No,Sales,1.0,Master,Marketing,Medium,Male,Very High,1.4142135623730951,Sales Executive,Very High,Divorced,0.0,No,3.3166247903554,Excellent,Very High,0.21917250366509206,1.0,4.0,Good,1.0,0.6250000000000001
41.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Male,High,1.4142135623730951,Research Scientist,Very High,Married,3.0,No,4.123105625617661,Outstanding,Medium,0.17596863468634716,1.0,2.0,Good,1.4142135623730951,0.5555555555555556
36.0,No,Sales,4.242640687119285,Below College,Life Sciences,Low,Male,Very High,1.4142135623730951,Sales Executive,High,Married,1.4142135623730951,No,3.3166247903554,Outstanding,Medium,0.1877053778953274,0.0,3.0,Good,1.4142135623730951,0.8333333333333336
37.0,Yes,Research & Development,1.4142135623730951,Master,Life Sciences,Very High,Male,High,2.23606797749979,Research Director,Medium,Single,2.6457513110645907,Yes,3.4641016151377544,MISSING,Very High,0.16292069407243506,0.0,2.0,Better,3.8729833462074175,0.025
25.0,No,Sales,3.0,Master,Medical,Low,Male,High,1.7320508075688772,Sales Executive,Medium,Divorced,1.0,No,3.6055512754639887,Excellent,Very High,0.16216654504175787,1.0,2.0,Better,2.23606797749979,0.6666666666666665
35.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,Medium,Single,2.8284271247461903,No,3.8729833462074175,MISSING,Very High,0.4542395064036647,0.0,3.0,Good,2.6457513110645907,0.3846153846153848
21.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Married,2.0,Yes,3.3166247903554,Excellent,High,0.4093023255813953,1.0,6.0,Good,0.0,0.0
30.0,Yes,Sales,2.0,Master,Medical,Very High,Male,Low,1.7320508075688772,Sales Executive,Very High,Married,1.0,No,3.3166247903554,Excellent,High,0.35836045250271226,0.0,3.0,Good,2.8284271247461903,0.2857142857142857
34.0,No,Sales,2.8284271247461903,Bachelor,Medical,High,Female,Very High,1.4142135623730951,Sales Executive,Very High,Married,1.0,No,3.8729833462074175,Excellent,High,0.19079791328145032,1.4142135623730951,3.0,Best,2.6457513110645907,0.4
33.0,No,Sales,3.0,College,Medical,Low,Female,High,1.4142135623730951,Sales Executive,Low,Married,0.0,No,3.4641016151377544,Excellent,Very High,0.27521323339364195,0.0,6.0,Best,2.0,0.3333333333333333
32.0,No,Sales,5.196152422706632,Doctor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,2.6457513110645907,No,4.795831523312719,Excellent,Very High,0.4415034619188933,1.0,6.0,Good,2.6457513110645907,0.7000000000000001
33.5,No,Human Resources,2.8284271247461903,College,Other,High,Male,High,1.4142135623730951,Human Resources,Medium,Divorced,1.4142135623730951,No,3.6055512754639887,Excellent,High,0.3857543640897753,0.0,4.0,Good,0.0,0.21052631578947364
46.0,No,Research & Development,3.6055512754639887,Master,Medical,High,Male,Medium,2.0,Manager,Medium,Divorced,2.449489742783178,Yes,3.6055512754639887,Excellent,Very High,0.6157263182185283,1.4142135623730951,5.0,Better,3.0,0.3571428571428572
30.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Medium,Female,High,1.4142135623730951,Manufacturing Director,Low,Married,1.4142135623730951,Yes,4.0,Outstanding,Medium,0.7956754612180119,1.0,2.0,Better,0.0,0.6666666666666666
53.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Very High,Single,2.6457513110645907,No,3.8729833462074175,Excellent,Medium,0.7424242424242415,0.0,4.0,Good,1.4142135623730951,0.3333333333333334
47.0,No,Research & Development,1.0,College,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Very High,Single,1.0,Yes,3.4641016151377544,Excellent,High,0.3609533870328798,0.0,4.0,Better,3.7416573867739413,0.5333333333333332
45.5,No,Research & Development,3.1622776601683795,Master,Technical Degree,Very High,Female,High,1.7320508075688772,Healthcare Representative,High,Married,1.7320508075688772,No,3.4641016151377544,Outstanding,Low,0.7262919784235273,0.0,3.0,Better,2.6457513110645907,0.2
28.0,No,Research & Development,1.7320508075688772,Master,Medical,High,Male,High,2.0,Research Director,High,Married,1.7320508075688772,Yes,4.0,Excellent,Very High,0.09649790635706117,1.7320508075688772,2.0,Good,1.7320508075688772,0.1904761904761905
30.0,No,Sales,1.7320508075688772,College,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,1.0,No,3.7416573867739413,MISSING,Low,0.5919128190421556,1.0,2.0,Good,0.0,0.1666666666666667
32.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Low,Male,Medium,1.4142135623730951,Healthcare Representative,High,Single,1.4142135623730951,No,3.6055512754639887,Outstanding,Very High,0.15732906471529814,0.0,2.0,Better,1.4142135623730951,0.05263157894736841
43.0,No,Research & Development,4.242640687119285,Doctor,Life Sciences,Medium,Male,Very High,1.4142135623730951,Research Scientist,Low,Married,1.0,No,3.3166247903554,Outstanding,Very High,0.6521359075706892,0.0,5.0,Better,3.8729833462074175,0.25
59.0,No,Research & Development,4.69041575982343,Bachelor,Life Sciences,Medium,Male,Very High,1.7320508075688772,Manager,Medium,Divorced,2.6457513110645907,No,4.242640687119285,Excellent,Medium,0.623246073298429,1.0,1.0,Good,2.6457513110645907,0.5999999999999999
45.0,Yes,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,1.7320508075688772,No,3.7416573867739413,Excellent,Medium,0.22009985800009133,0.0,3.0,Bad,2.0,0.5333333333333332
51.0,No,Research & Development,5.385164807134505,Doctor,Life Sciences,Very High,Female,High,1.4142135623730951,Laboratory Technician,Very High,Single,1.0,No,3.3166247903554,Excellent,Very High,0.520161290322581,0.0,6.0,Better,1.7320508075688772,0.7000000000000001
34.0,Yes,Research & Development,3.8729833462074175,Below College,Medical,Medium,Female,High,1.7320508075688772,Manager,High,Married,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.1695438482472892,0.0,2.0,Best,2.449489742783178,0.2666666666666666
42.0,No,Research & Development,2.6457513110645907,College,Life Sciences,High,Female,Medium,1.7320508075688772,Manufacturing Director,High,Married,1.0,No,4.898979485566356,Excellent,Low,0.14707139803334734,1.0,5.0,Better,3.0,0.4999999999999999
28.0,No,Sales,1.0,Doctor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,2.23606797749979,Yes,4.58257569495584,Excellent,High,0.8692940883013216,1.0,3.0,Good,1.7320508075688772,0.0
29.0,No,Sales,5.385164807134505,Master,Life Sciences,Low,Female,High,1.0,Sales Representative,Very High,Divorced,1.4142135623730951,No,3.8729833462074175,Excellent,Medium,0.1502931069334949,1.4142135623730951,2.0,Good,2.8284271247461903,0.3125000000000001
40.0,No,Research & Development,1.0,College,Medical,Medium,Male,Medium,1.0,Laboratory Technician,High,Divorced,1.0,No,3.4641016151377544,Excellent,High,0.4748275355937162,1.7320508075688772,2.0,Good,1.0,1.0
27.5,No,Research & Development,4.358898943540674,College,Life Sciences,High,Male,High,1.4142135623730951,Research Scientist,Low,Divorced,1.4142135623730951,No,4.0,Excellent,Low,0.19494893595612992,1.4142135623730951,2.0,Good,0.0,0.11764705882352942
29.0,No,Research & Development,3.0,Bachelor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,High,Married,1.0,Yes,4.47213595499958,Excellent,Medium,0.4477980986485912,1.0,0.0,Better,3.7416573867739413,0.3529411764705882
41.0,No,Research & Development,5.0,Master,Medical,High,Male,High,1.7320508075688772,Healthcare Representative,High,Divorced,1.0,Yes,3.3166247903554,MISSING,High,0.8931899641577037,1.0,3.0,Good,3.1622776601683795,0.8749999999999998
19.0,No,Research & Development,3.0,Bachelor,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,2.449489742783178,No,4.242640687119285,Excellent,Low,0.06627636753664642,1.4142135623730951,3.0,Good,0.0,0.2
30.0,No,Human Resources,2.449489742783178,College,Medical,Medium,Female,High,1.0,Human Resources,High,Married,2.8284271247461903,No,4.123105625617661,Excellent,Very High,0.3271621779631296,0.0,5.0,Good,1.4142135623730951,0.5714285714285713
53.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Very High,Female,High,2.0,Manager,High,Divorced,1.4142135623730951,Yes,3.7416573867739413,Excellent,High,0.22554485554992396,1.7320508075688772,3.0,Better,0.0,0.1904761904761905
45.0,No,Research & Development,2.6457513110645907,Bachelor,Medical,Very High,Male,Medium,1.4142135623730951,Healthcare Representative,Low,Single,2.8284271247461903,No,4.358898943540674,MISSING,Low,0.415591076160356,0.0,2.0,Bad,2.449489742783178,0.1111111111111111
21.5,No,Sales,4.58257569495584,Master,Life Sciences,Very High,Male,Very High,1.4142135623730951,Sales Executive,Very High,Single,1.0,No,3.4641016151377544,Outstanding,Very High,0.3154460117463984,0.0,3.0,Better,2.6457513110645907,0.2
39.5,Yes,Sales,3.0,College,Medical,High,Male,Medium,1.7320508075688772,Sales Executive,Very High,Single,1.0,No,4.0,Excellent,Very High,0.1839511621065016,0.0,4.0,Better,2.8284271247461903,0.2777777777777778
27.0,No,Sales,2.0,Master,Life Sciences,Very High,Female,Medium,1.4142135623730951,Sales Executive,High,Married,2.0,No,3.7416573867739413,Excellent,High,0.16305688827964368,1.0,3.0,Best,3.3166247903554,0.2941176470588235
57.5,No,Research & Development,4.47213595499958,Bachelor,Medical,Medium,Male,Low,1.7320508075688772,Healthcare Representative,Low,Divorced,1.4142135623730951,Yes,4.242640687119285,Excellent,Medium,0.16261390525096925,1.0,4.0,Better,2.6457513110645907,0.1041666666666667
33.0,No,Sales,5.291502622129181,College,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Medium,Married,1.0,No,4.47213595499958,MISSING,Very High,0.3065428109854604,1.4142135623730951,4.0,Best,1.7320508075688772,0.6666666666666669
33.0,No,Sales,1.0,Bachelor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,3.0,No,3.3166247903554,Excellent,High,0.7294067206173966,0.0,2.0,Better,3.0,0.4666666666666666
28.0,No,Research & Development,4.358898943540674,Master,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Low,Divorced,3.0,Yes,3.3166247903554,Outstanding,Medium,0.6494927216585799,1.4142135623730951,5.0,Better,1.7320508075688772,0.5555555555555556
40.0,No,Research & Development,4.69041575982343,Master,Other,High,Male,Medium,1.4142135623730951,Research Scientist,Very High,Married,1.0,Yes,3.8729833462074175,Excellent,Medium,0.4125905797101439,0.0,2.0,Better,3.1622776601683795,0.0625
33.0,No,Research & Development,2.0,Bachelor,Life Sciences,High,Male,Medium,1.4142135623730951,Manufacturing Director,High,Married,1.0,No,3.4641016151377544,Excellent,High,0.2286655511399287,1.0,2.0,Better,3.6055512754639887,0.2857142857142857
34.0,No,Sales,2.6457513110645907,College,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Very High,Married,2.6457513110645907,Yes,4.242640687119285,Excellent,Very High,0.1415399468983829,1.0,3.0,Better,1.4142135623730951,0.14285714285714282
45.0,Yes,Sales,3.6055512754639887,Master,Marketing,Low,Male,Very High,2.0,Sales Executive,High,Single,2.449489742783178,Yes,4.123105625617661,Excellent,High,0.22248571736552736,0.0,3.0,Good,2.6457513110645907,0.1666666666666667
43.0,No,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Married,1.7320508075688772,No,4.795831523312719,Excellent,Medium,0.13014686248331106,1.4142135623730951,4.0,Better,1.4142135623730951,0.1
34.0,No,Research & Development,2.449489742783178,College,Technical Degree,Very High,Female,High,1.4142135623730951,Research Scientist,Low,Divorced,1.7320508075688772,Yes,3.4641016151377544,Excellent,Medium,0.19835197174808705,1.4142135623730951,3.0,Better,3.0,0.3333333333333333
23.0,No,Sales,4.242640687119285,Doctor,Life Sciences,Low,Male,High,2.0,Manager,Medium,Single,1.7320508075688772,No,4.795831523312719,Outstanding,Very High,0.12387318950673555,0.0,2.0,Better,3.0,0.02702702702702704
44.0,No,Research & Development,2.23606797749979,College,Life Sciences,Medium,Male,Very High,1.4142135623730951,Healthcare Representative,Low,Divorced,1.0,No,3.4641016151377544,MISSING,Very High,0.11227154046997367,1.4142135623730951,4.0,Better,1.7320508075688772,0.5000000000000001
56.0,No,Research & Development,4.795831523312719,College,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,1.0,No,4.898979485566356,Excellent,High,0.2262500525673915,1.0,3.0,Better,2.6457513110645907,0.0
37.0,No,Research & Development,5.385164807134505,Master,Life Sciences,Medium,Female,Medium,2.0,Manager,High,Married,0.0,No,3.8729833462074175,Excellent,Medium,0.4776680266265832,1.0,2.0,Better,3.1622776601683795,0.4642857142857141
26.0,No,Research & Development,1.7320508075688772,Bachelor,Life Sciences,High,Female,Medium,1.0,Research Scientist,Very High,Married,1.7320508075688772,No,4.123105625617661,Excellent,Low,0.2800378429517501,1.0,3.0,Better,0.0,0.7142857142857143
34.0,No,Research & Development,4.358898943540674,College,Medical,High,Male,High,1.4142135623730951,Laboratory Technician,Very High,Married,2.8284271247461903,Yes,3.8729833462074175,Excellent,High,0.25261756339647823,1.0,2.0,Best,1.4142135623730951,0.8666666666666658
39.5,No,Sales,2.23606797749979,College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,Medium,Married,1.0,No,3.7416573867739413,Excellent,Very High,0.43909571476774256,1.0,2.0,Better,2.8284271247461903,0.4999999999999999
31.0,No,Research & Development,1.0,Master,Life Sciences,High,Female,Medium,2.23606797749979,Manager,High,Married,0.0,No,3.7416573867739413,Outstanding,Low,0.9225079253258188,1.0,3.0,Better,4.242640687119285,0.14705882352941174
31.0,No,Sales,2.449489742783178,College,Marketing,Medium,Male,High,1.4142135623730951,Sales Representative,High,Married,1.4142135623730951,Yes,4.47213595499958,Excellent,Very High,0.2601109241602798,1.0,2.0,Bad,2.6457513110645907,0.07692307692307697
29.0,No,Research & Development,1.0,Bachelor,Other,High,Male,Very High,2.23606797749979,Manager,Very High,Married,0.0,No,3.3166247903554,Excellent,High,0.2494051346274257,1.0,5.0,Better,0.0,0.12
27.0,No,Sales,1.4142135623730951,Bachelor,Marketing,High,Female,High,2.0,Manager,Low,Married,2.8284271247461903,No,4.795831523312719,Excellent,Low,0.09934846661410134,0.0,2.0,Better,3.8729833462074175,0.2857142857142857
27.0,No,Research & Development,2.8284271247461903,Below College,Life Sciences,High,Male,Medium,1.4142135623730951,Research Scientist,Medium,Married,1.0,No,4.795831523312719,Excellent,Very High,0.25229855060826273,1.0,3.0,Better,2.6457513110645907,0.4999999999999999
34.0,No,Research & Development,1.0,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,Low,Married,1.4142135623730951,No,4.0,Excellent,Medium,0.9203145726738672,1.0,2.0,Better,1.4142135623730951,0.7142857142857143
39.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Married,2.0,No,3.6055512754639887,Excellent,Medium,0.8920668441832676,1.0,3.0,Good,1.4142135623730951,0.4999999999999999
59.0,No,Sales,2.6457513110645907,Master,Medical,Medium,Female,High,2.23606797749979,Manager,Medium,Single,1.0,No,3.7416573867739413,Excellent,Medium,0.4745918601977458,0.0,2.0,Good,2.8284271247461903,0.2857142857142857
38.0,No,Sales,1.0,Bachelor,Marketing,Low,Male,High,1.7320508075688772,Sales Executive,Very High,Single,1.0,No,4.58257569495584,Excellent,Low,0.6165435745937977,0.0,3.0,Good,2.8284271247461903,0.5000000000000002
33.5,No,Research & Development,1.7320508075688772,Bachelor,Life Sciences,High,Male,High,1.0,Laboratory Technician,Very High,Married,2.0,No,3.8729833462074175,Excellent,High,0.2043743277160272,1.0,2.0,Bad,1.7320508075688772,0.6666666666666665
52.0,No,Research & Development,1.4142135623730951,College,Other,High,Female,High,2.0,Manager,Very High,Married,1.0,Yes,3.3166247903554,Outstanding,High,0.8091203204436924,1.0,3.0,Good,3.7416573867739413,0.3461538461538462
28.0,Yes,Research & Development,1.0,Master,Other,Very High,Female,High,1.0,Research Scientist,Very High,Single,1.0,Yes,3.6055512754639887,MISSING,High,0.8016132129825261,0.0,3.0,Good,3.0,0.7000000000000001
56.0,No,Research & Development,2.6457513110645907,Master,Life Sciences,Very High,Male,High,1.4142135623730951,Laboratory Technician,Very High,Divorced,1.7320508075688772,No,4.69041575982343,MISSING,Very High,0.7619647355163734,1.0,6.0,Good,2.6457513110645907,0.5999999999999999
45.5,No,Research & Development,1.7320508075688772,Master,Life Sciences,Very High,Female,High,1.0,Research Scientist,High,Married,1.0,Yes,3.3166247903554,Excellent,High,0.18843646098708894,0.0,2.0,Better,2.6457513110645907,0.25
45.5,No,Research & Development,3.7416573867739413,Bachelor,Life Sciences,Low,Male,High,1.0,Research Scientist,Low,Married,1.0,Yes,3.7416573867739413,Excellent,Very High,0.4578145649300963,1.4142135623730951,2.0,Good,2.6457513110645907,0.6666666666666665
42.0,No,Research & Development,1.4142135623730951,College,Medical,Medium,Male,High,1.4142135623730951,Manufacturing Director,Very High,Divorced,1.4142135623730951,No,3.7416573867739413,Excellent,High,0.2109074543818016,1.0,3.0,Better,2.6457513110645907,0.3999999999999997
41.0,No,Research & Development,4.58257569495584,Master,Life Sciences,Medium,Male,Very High,1.7320508075688772,Manufacturing Director,Low,Divorced,1.0,No,3.3166247903554,Excellent,High,0.673859735164296,1.0,3.0,Better,3.0,0.29999999999999993
19.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Medium,Female,High,1.7320508075688772,Manufacturing Director,Medium,Single,2.0,No,4.242640687119285,Outstanding,Very High,0.25409836065573765,0.0,5.0,Better,0.0,0.0
32.0,No,Sales,3.3166247903554,Master,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Very High,Single,1.7320508075688772,No,3.4641016151377544,Excellent,High,0.5674520815529238,0.0,2.0,Best,1.0,0.0
50.0,No,Research & Development,3.1622776601683795,Master,Life Sciences,High,Male,High,1.0,Laboratory Technician,Very High,Single,0.0,No,4.358898943540674,Excellent,Low,0.2229508196721305,0.0,5.0,Better,2.6457513110645907,0.1111111111111111
48.0,No,Research & Development,1.0,Bachelor,Other,High,Male,High,1.4142135623730951,Manufacturing Director,Medium,Married,0.0,No,3.8729833462074175,Excellent,Low,0.17867385813963502,1.0,2.0,Better,2.6457513110645907,0.2
23.0,No,Research & Development,3.3166247903554,College,Other,Low,Male,Very High,1.4142135623730951,Manufacturing Director,High,Divorced,0.0,No,4.242640687119285,Excellent,Very High,0.2820699708454809,1.0,3.0,Good,1.4142135623730951,0.0
57.5,No,Sales,3.0,Below College,Life Sciences,High,Female,High,1.7320508075688772,Sales Executive,High,Divorced,1.7320508075688772,Yes,3.6055512754639887,Excellent,High,0.1854595206642764,1.0,5.0,Better,2.6457513110645907,0.3333333333333334
20.0,No,Research & Development,3.4641016151377544,Master,Life Sciences,High,Male,High,1.4142135623730951,Manufacturing Director,High,Married,3.0,Yes,3.4641016151377544,MISSING,Medium,0.2441832380645682,1.4142135623730951,2.0,Better,1.4142135623730951,0.2857142857142857
27.5,No,Sales,2.0,Bachelor,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,1.0,No,3.8729833462074175,Excellent,Medium,0.2328782579262097,0.0,2.0,Best,2.0,0.4
35.0,No,Human Resources,3.3166247903554,Bachelor,Life Sciences,High,Male,Medium,1.4142135623730951,Human Resources,Medium,Married,2.0,No,3.3166247903554,Excellent,Very High,0.2334997480877569,1.4142135623730951,5.0,Best,3.0,0.7142857142857146
42.0,Yes,Sales,2.23606797749979,Bachelor,Marketing,High,Male,Medium,1.4142135623730951,Sales Executive,High,Single,1.0,Yes,3.3166247903554,Excellent,Very High,0.4951222226343698,0.0,3.0,Better,2.0,0.4166666666666668
23.0,No,Research & Development,4.123105625617661,Bachelor,Life Sciences,Very High,Female,Low,1.0,Research Scientist,High,Single,1.4142135623730951,No,3.6055512754639887,Excellent,Very High,0.7700397289086228,0.0,3.0,Better,0.0,0.5000000000000001
42.0,No,Research & Development,1.0,Bachelor,Life Sciences,Low,Male,Medium,1.0,Research Scientist,High,Divorced,1.0,No,3.7416573867739413,Excellent,Very High,0.3409417398244212,1.0,3.0,Bad,0.0,1.0
32.0,Yes,Research & Development,1.0,College,Medical,High,Male,High,1.0,Research Scientist,Medium,Divorced,1.0,Yes,3.4641016151377544,Excellent,High,0.8297872340425535,1.7320508075688772,1.0,Good,1.7320508075688772,0.6666666666666669
49.0,No,Research & Development,3.8729833462074175,College,Life Sciences,Very High,Male,High,2.23606797749979,Research Director,Medium,Married,2.23606797749979,No,3.3166247903554,Outstanding,Low,0.1902479491197343,1.0,2.0,Better,1.4142135623730951,0.20000000000000004
