,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
231,28.0,No,Research & Development,1.0,Bachelor,Medical,Very High,Female,High,1.0,Research Scientist,Medium,Married,8.104703468371108,96.79359482941008,0.0,Yes,4.58257569495584,Outstanding,Low,0.3532927740420533,1.0,3.0,Better,3.0,0.4166666666666668
232,39.0,No,Research & Development,2.23606797749979,Bachelor,Medical,High,Male,Medium,1.7320508075688772,Manager,Low,Single,8.029107054619736,74.93330367733695,1.4142135623730951,No,3.4641016151377544,Excellent,Very High,0.5465716829919858,0.0,3.0,Better,3.1622776601683795,0.7142857142857146
233,59.0,No,Sales,5.0990195135927845,College,Life Sciences,Medium,Female,Medium,1.4142135623730951,Sales Executive,Medium,Single,9.52704712346858,158.6379525838631,2.8284271247461903,No,3.8729833462074175,Excellent,High,0.5454184216800451,0.0,4.0,Better,1.4142135623730951,0.8333333333333336
234,34.0,No,Research & Development,3.4641016151377544,College,Other,Very High,Male,High,1.0,Laboratory Technician,Very High,Single,7.60489448081162,116.92732785794772,1.0,No,3.6055512754639887,MISSING,High,0.14686951433586895,0.0,2.0,Best,1.4142135623730951,0.2
235,35.0,No,Research & Development,1.0,Bachelor,Technical Degree,Very High,Male,High,1.7320508075688772,Research Director,Low,Married,9.035272443893538,127.64011908487079,1.0,No,3.6055512754639887,Excellent,Medium,0.5152221949423039,1.0,3.0,Better,3.4641016151377544,0.8666666666666658
236,37.0,No,Research & Development,2.0,Bachelor,Medical,Very High,Female,High,1.4142135623730951,Healthcare Representative,Medium,Single,8.146709052203319,72.09022125087424,3.0,No,3.4641016151377544,Outstanding,Very High,0.6642293630940929,0.0,3.0,Good,1.4142135623730951,0.4999999999999999
237,38.0,No,Sales,2.8284271247461903,Master,Life Sciences,Low,Female,High,1.4142135623730951,Sales Executive,Low,Married,8.336630087637149,102.90286682109492,1.4142135623730951,No,3.6055512754639887,MISSING,Very High,0.3941826423647193,1.0,3.0,Bad,1.4142135623730951,0.875
238,45.5,No,Sales,1.7320508075688772,Bachelor,Life Sciences,Low,Male,High,1.7320508075688772,Sales Executive,High,Divorced,8.517793011488205,98.2191427370449,0.0,No,3.4641016151377544,Outstanding,High,0.5186068207732974,1.4142135623730951,6.0,Good,3.1622776601683795,0.5882352941176472
239,31.0,No,Human Resources,1.4142135623730951,Bachelor,Human Resources,High,Female,High,1.0,Human Resources,Medium,Married,8.288534459413919,140.1962909637769,2.0,No,3.741657386773941,Excellent,High,0.20239124904604458,0.0,0.0,Better,0.0,0.3333333333333334
240,38.0,No,Research & Development,5.385164807134505,Bachelor,Medical,Medium,Female,High,1.4142135623730951,Laboratory Technician,High,Married,7.632401126601452,132.25354437594478,2.0,No,3.6055512754639887,Excellent,Low,0.11800354468012104,1.4142135623730951,4.0,Better,2.6457513110645907,0.5999999999999999
241,39.5,No,Research & Development,3.1622776601683795,College,Life Sciences,Low,Female,High,1.0,Research Scientist,Very High,Married,8.018954683155718,98.25985955617891,1.7320508075688772,No,4.58257569495584,Excellent,Very High,0.3146556188503363,1.4142135623730951,3.0,Good,1.4142135623730951,0.12499999999999994
242,40.0,No,Research & Development,1.0,Bachelor,Medical,Very High,Male,High,2.23606797749979,Manager,Low,Single,9.25674674479034,137.6154061142865,0.0,Yes,3.741657386773941,MISSING,High,0.5531207096842332,0.0,2.0,Better,3.1622776601683795,0.4864864864864866
245,36.0,Yes,Research & Development,3.3166247903554,College,Medical,Low,Male,Low,1.4142135623730951,Healthcare Representative,Medium,Married,8.450625947144124,119.9249765478401,2.23606797749979,No,3.8729833462074175,Excellent,Low,0.32526769573077435,0.0,3.0,Bad,0.0,0.3999999999999997
246,46.0,No,Research & Development,1.0,College,Medical,High,Female,Medium,1.0,Research Scientist,Low,Married,9.733410722158613,136.73697378543957,1.4142135623730951,No,3.741657386773941,Excellent,Low,0.9023907578755979,1.0,2.0,Good,1.0,0.411764705882353
247,48.0,No,Sales,4.69041575982343,College,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Medium,Married,8.770128527538184,124.41864811996632,0.0,No,3.6055512754639887,Excellent,Low,0.41595607235142124,1.0,2.0,Best,2.6457513110645907,1.0
248,34.0,No,Research & Development,1.4142135623730951,Below College,Medical,High,Male,Medium,2.0,Manager,Low,Single,9.163982247998034,131.61686821984483,2.6457513110645907,No,3.8729833462074175,Excellent,Medium,0.5511170120648851,0.0,2.0,Best,2.6457513110645907,0.3225806451612904
249,39.5,No,Research & Development,5.385164807134505,College,Life Sciences,Low,Male,High,1.4142135623730951,Research Scientist,High,Divorced,9.442562587223595,113.71895180663601,1.4142135623730951,No,3.3166247903554,MISSING,Medium,0.9754098360655719,1.0,3.0,Better,2.0,0.10526315789473684
250,35.0,No,Research & Development,2.6457513110645907,College,Medical,Medium,Male,High,1.4142135623730951,Manufacturing Director,Low,Married,7.576097340623112,64.4670458451448,1.0,No,3.4641016151377544,MISSING,Medium,0.4694417709335902,1.0,3.0,Bad,3.1622776601683795,0.07692307692307697
251,40.0,No,Sales,4.123105625617661,College,Marketing,High,Male,Medium,1.4142135623730951,Sales Executive,Medium,Married,7.609862200913553,129.69965304502554,1.4142135623730951,No,4.0,Excellent,High,0.11996195458328363,1.4142135623730951,3.0,Bad,1.4142135623730951,0.4166666666666668
252,33.5,No,Research & Development,3.1622776601683795,Bachelor,Life Sciences,Very High,Male,Medium,2.0,Manager,Low,Divorced,7.711996507047669,113.525327570547,2.0,No,3.6055512754639887,Excellent,Medium,0.17341713221601482,1.0,3.0,Good,2.449489742783178,0.3571428571428572
253,47.0,No,Research & Development,1.7320508075688772,College,Life Sciences,High,Male,High,1.7320508075688772,Research Director,Very High,Single,9.467769401256945,139.18692467326088,1.7320508075688772,No,3.8729833462074175,Excellent,Very High,0.6677334434522286,0.0,3.0,Better,2.6457513110645907,0.25
254,36.0,No,Research & Development,2.449489742783178,Bachelor,Medical,High,Female,Very High,1.4142135623730951,Research Scientist,Low,Divorced,8.867004635333569,130.38788287260442,2.0,Yes,3.6055512754639887,Excellent,Low,0.41726957237809575,1.4142135623730951,0.0,Better,2.6457513110645907,0.5384615384615387
255,29.0,No,Research & Development,3.1622776601683795,Below College,Medical,High,Male,High,1.0,Research Scientist,High,Married,7.938802248154483,110.12265888544464,0.0,No,4.123105625617661,Excellent,Medium,0.23121959264451272,1.0,3.0,Good,1.0,0.3333333333333334
256,24.0,No,Sales,2.23606797749979,Master,Life Sciences,Very High,Male,Medium,1.7320508075688772,Sales Executive,Low,Married,8.187855443695621,154.18171097766427,2.23606797749979,Yes,4.58257569495584,MISSING,High,0.15131246845027727,1.0,2.0,Better,3.6055512754639887,0.2
257,39.0,No,Human Resources,2.0,Bachelor,Human Resources,High,Male,Low,1.4142135623730951,Human Resources,Medium,Married,8.775240458738327,144.20124826089406,2.449489742783178,No,4.358898943540674,Excellent,Medium,0.31124362796960653,1.0,2.0,Better,1.4142135623730951,0.8999999999999999
258,24.0,No,Research & Development,3.3166247903554,College,Medical,High,Male,High,1.4142135623730951,Healthcare Representative,Low,Married,7.910223707097344,130.7249019888713,1.0,Yes,3.4641016151377544,Excellent,Very High,0.1594593013049328,0.0,3.0,Good,2.23606797749979,1.0
259,43.0,No,Research & Development,5.0,College,Life Sciences,Low,Male,Medium,1.7320508075688772,Research Director,Medium,Married,7.632401126601452,163.4227646321038,1.7320508075688772,No,4.123105625617661,Excellent,High,0.0772831092971879,1.0,3.0,Better,2.8284271247461903,0.3947368421052631
260,34.0,No,Sales,5.0990195135927845,Master,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Married,7.632401126601452,109.85900054160332,0.0,No,4.242640687119285,Excellent,Low,0.1710166542381305,0.0,3.0,Better,1.4142135623730951,0.5000000000000001
261,37.0,No,Research & Development,1.4142135623730951,College,Medical,High,Male,Medium,1.0,Laboratory Technician,Medium,Married,8.779865100863853,126.344766413176,2.0,No,3.741657386773941,Excellent,Medium,0.4073169203783759,1.0,3.0,Good,1.0,0.5555555555555556
262,38.0,Yes,Sales,5.0990195135927845,Master,Marketing,High,Male,Medium,1.4142135623730951,Sales Executive,Low,Single,7.632401126601452,151.5486720496092,2.23606797749979,No,3.8729833462074175,Excellent,High,0.08986807158096385,0.0,2.0,Good,1.7320508075688772,0.6666666666666665
263,31.0,Yes,Research & Development,1.7320508075688772,Bachelor,Life Sciences,Low,Male,High,1.0,Laboratory Technician,Low,Married,9.20391980417326,121.11564721372707,2.0,No,3.4641016151377544,Excellent,High,0.6773467857386329,0.0,2.0,Best,1.4142135623730951,0.8999999999999999
264,55.0,No,Research & Development,2.23606797749979,College,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Single,9.303466349965667,140.80482946262887,0.0,Yes,3.741657386773941,Excellent,High,0.5536164632301024,0.0,4.0,Good,2.0,0.5000000000000001
265,44.0,No,Sales,1.4142135623730951,College,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Divorced,7.8473718361597875,150.17656275198203,2.6457513110645907,No,3.4641016151377544,Excellent,High,0.11346605773067872,1.4142135623730951,0.0,Better,2.0,1.0
269,27.0,No,Research & Development,1.0,College,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Low,Married,8.438366410870268,127.251719045363,1.0,No,3.4641016151377544,MISSING,High,0.2853702217007352,1.0,4.0,Better,1.4142135623730951,0.7499999999999999
270,34.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Low,Female,Medium,2.23606797749979,Manager,High,Married,7.91644286012226,150.1299437154361,2.6457513110645907,No,3.6055512754639887,Excellent,Very High,0.12165579661919335,0.0,2.0,Better,3.4641016151377544,0.09523809523809527
271,31.0,No,Sales,1.4142135623730951,Master,Life Sciences,High,Male,High,2.23606797749979,Manager,High,Married,8.34212526333359,114.1139781096076,0.0,No,3.741657386773941,Excellent,Very High,0.32230072185532166,0.0,2.0,Better,3.8729833462074175,0.4761904761904762
273,30.0,No,Research & Development,2.0,College,Technical Degree,High,Male,High,2.23606797749979,Manager,Very High,Married,8.331345424845724,70.2353187506115,1.0,No,3.3166247903554,Excellent,Very High,0.8416784917899852,0.0,3.0,Better,4.123105625617661,0.4999999999999999
274,45.0,Yes,Research & Development,2.8284271247461903,Below College,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Single,8.518392471991719,143.4782213438681,1.0,Yes,3.3166247903554,Excellent,Low,0.2431749732828133,0.0,3.0,Better,2.0,1.0
275,21.5,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Female,High,2.0,Research Director,Low,Married,8.786456678344,149.7397742752406,2.0,Yes,3.3166247903554,Excellent,Medium,0.29190081170279203,0.0,1.0,Better,1.4142135623730951,0.12
276,28.0,No,Research & Development,4.795831523312719,Bachelor,Life Sciences,Low,Male,Low,1.0,Research Scientist,High,Divorced,7.905810312658932,149.36532395439042,1.0,No,5.0,MISSING,High,0.12160466158673248,1.7320508075688772,2.0,Good,2.6457513110645907,0.4999999999999999
277,56.0,No,Research & Development,5.291502622129181,Bachelor,Medical,Medium,Female,Very High,1.0,Research Scientist,High,Single,7.632401126601452,126.84636376341265,2.0,No,3.4641016151377544,Excellent,Very High,0.12827843380981951,0.0,2.0,Better,1.4142135623730951,0.2777777777777778
279,35.0,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Male,High,2.0,Research Director,Low,Married,8.336630087637149,148.57321427498292,1.7320508075688772,No,3.6055512754639887,Excellent,High,0.1890912385612038,1.0,5.0,Best,2.449489742783178,0.2083333333333334
280,39.5,No,Research & Development,3.0,Bachelor,Medical,High,Female,Very High,1.0,Research Scientist,High,Married,7.898411092811599,132.72528018429642,1.0,No,4.0,Excellent,Very High,0.1528723887375114,1.0,3.0,Better,1.7320508075688772,0.2
282,33.5,No,Sales,3.1622776601683795,Master,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Medium,Divorced,8.000684784514746,143.70803735351757,1.4142135623730951,No,3.4641016151377544,Excellent,Medium,0.1444412163470847,1.0,3.0,Good,0.0,0.2727272727272727
283,58.0,No,Research & Development,1.0,Master,Medical,Low,Female,Medium,1.7320508075688772,Healthcare Representative,Low,Single,9.26407069439715,160.61133210331082,1.7320508075688772,No,4.47213595499958,Excellent,High,0.4090556675453556,0.0,3.0,Good,3.4641016151377544,0.2608695652173913
284,40.0,No,Research & Development,3.3166247903554,Master,Medical,Medium,Female,High,2.0,Manager,Very High,Divorced,9.252920819511301,156.3841424185969,1.7320508075688772,No,4.47213595499958,Excellent,Low,0.4266846581615964,1.0,3.0,Better,3.0,0.6923076923076922
285,39.5,No,Research & Development,2.6457513110645907,Below College,Medical,Low,Female,Medium,1.0,Laboratory Technician,Very High,Divorced,8.336630087637149,77.80745465570763,2.449489742783178,No,3.741657386773941,Excellent,High,0.6894615130492255,1.7320508075688772,6.0,Better,1.7320508075688772,0.12499999999999994
286,60.0,No,Research & Development,1.4142135623730951,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Single,8.595079730073309,106.24499988234741,1.0,No,3.741657386773941,Excellent,Very High,0.47882707299787375,0.0,1.0,Better,1.4142135623730951,0.5000000000000001
287,34.0,No,Research & Development,1.4142135623730951,Below College,Other,Very High,Female,High,1.0,Laboratory Technician,High,Divorced,8.704336438489406,85.42833253669417,2.449489742783178,Yes,4.358898943540674,Excellent,High,0.826116744313511,1.0,3.0,Good,1.4142135623730951,0.2857142857142857
288,28.0,No,Human Resources,3.1622776601683795,Master,Human Resources,High,Male,High,1.4142135623730951,Human Resources,High,Married,8.498621805830801,121.71277665060477,1.7320508075688772,No,3.3166247903554,MISSING,High,0.33130822195220705,0.0,3.0,Better,1.7320508075688772,0.4
289,34.0,No,Sales,1.0,Master,Marketing,Medium,Male,Very High,1.4142135623730951,Sales Executive,Very High,Divorced,7.897668150726906,110.8061370141564,0.0,No,3.3166247903554,Excellent,Very High,0.21917250366509203,1.0,4.0,Good,1.0,0.6250000000000001
290,41.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Male,High,1.4142135623730951,Research Scientist,Very High,Married,7.735870319952568,114.05261943506599,3.0,No,4.123105625617661,Outstanding,Medium,0.17596863468634716,1.0,2.0,Good,1.4142135623730951,0.5555555555555556
291,36.0,No,Sales,4.242640687119285,Below College,Life Sciences,Low,Male,Very High,1.4142135623730951,Sales Executive,High,Married,7.758760544157663,111.70049238924598,1.4142135623730951,No,3.3166247903554,Outstanding,Medium,0.1877053778953274,0.0,3.0,Good,1.4142135623730951,0.8333333333333336
292,37.0,Yes,Research & Development,1.4142135623730951,Master,Life Sciences,Very High,Male,High,2.23606797749979,Research Director,Medium,Single,8.34212526333359,160.50233643159217,2.6457513110645907,Yes,3.4641016151377544,MISSING,Very High,0.16292069407243503,0.0,2.0,Better,3.8729833462074175,0.025
293,25.0,No,Sales,3.0,Master,Medical,Low,Male,High,1.7320508075688772,Sales Executive,Medium,Divorced,8.294049640102028,157.05413079572278,1.0,No,3.6055512754639887,Excellent,Very High,0.16216654504175787,1.0,2.0,Better,2.23606797749979,0.6666666666666665
294,35.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,Medium,Single,8.488587934405903,103.42630226397922,2.8284271247461903,No,3.8729833462074175,MISSING,Very High,0.45423950640366473,0.0,3.0,Good,2.6457513110645907,0.3846153846153848
295,21.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Married,7.116394144093465,54.86346689738081,2.0,Yes,3.3166247903554,Excellent,High,0.4093023255813953,1.0,6.0,Good,0.0,0.0
296,30.0,Yes,Sales,2.0,Master,Medical,Very High,Male,Low,1.7320508075688772,Sales Executive,Very High,Married,9.132378830506472,160.6611340679506,1.0,No,3.3166247903554,Excellent,High,0.35836045250271226,0.0,3.0,Good,2.8284271247461903,0.2857142857142857
297,34.0,No,Sales,2.8284271247461903,Bachelor,Medical,High,Female,Very High,1.4142135623730951,Sales Executive,Very High,Married,7.710205194432532,108.13417591122614,1.0,No,3.8729833462074175,Excellent,High,0.19079791328145032,1.4142135623730951,3.0,Best,2.6457513110645907,0.4
298,33.0,No,Sales,3.0,College,Medical,Low,Female,High,1.4142135623730951,Sales Executive,Low,Married,8.579980179515003,139.08630414242805,0.0,No,3.4641016151377544,Excellent,Very High,0.27521323339364195,0.0,6.0,Best,2.0,0.3333333333333333
299,32.0,No,Sales,5.196152422706632,Doctor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,9.320001626185704,158.98113095584645,2.6457513110645907,No,4.795831523312719,Excellent,Very High,0.4415034619188933,1.0,6.0,Good,2.6457513110645907,0.7000000000000001
301,33.5,No,Human Resources,2.8284271247461903,College,Other,High,Male,High,1.4142135623730951,Human Resources,Medium,Divorced,8.507142855562735,113.27841806805037,1.4142135623730951,No,3.6055512754639887,Excellent,High,0.38575436408977526,0.0,4.0,Good,0.0,0.21052631578947364
303,46.0,No,Research & Development,3.6055512754639887,Master,Medical,High,Male,Medium,2.0,Manager,Medium,Divorced,9.275472466913962,131.65864954495015,2.449489742783178,Yes,3.6055512754639887,Excellent,Very High,0.6157263182185283,1.4142135623730951,5.0,Better,3.0,0.3571428571428572
304,30.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Medium,Female,High,1.4142135623730951,Manufacturing Director,Low,Married,8.296795865770052,71.0,1.4142135623730951,Yes,4.0,Outstanding,Medium,0.7956754612180119,1.0,2.0,Better,0.0,0.6666666666666666
305,53.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Very High,Single,7.8038433035387715,57.445626465380286,2.6457513110645907,No,3.8729833462074175,Excellent,Medium,0.7424242424242415,0.0,4.0,Good,1.4142135623730951,0.3333333333333334
306,47.0,No,Research & Development,1.0,College,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Very High,Single,8.606485298894999,123.0690862889621,1.0,Yes,3.4641016151377544,Excellent,High,0.3609533870328798,0.0,4.0,Better,3.741657386773941,0.5333333333333332
307,45.5,No,Research & Development,3.1622776601683795,Master,Technical Degree,Very High,Female,High,1.7320508075688772,Healthcare Representative,High,Married,8.336630087637149,75.80897044545586,1.7320508075688772,No,3.4641016151377544,Outstanding,Low,0.7262919784235273,0.0,3.0,Better,2.6457513110645907,0.2
309,28.0,No,Research & Development,1.7320508075688772,Master,Medical,High,Male,High,2.0,Research Director,High,Married,7.6148053647110725,144.96896219536097,1.7320508075688772,Yes,4.0,Excellent,Very High,0.09649790635706117,1.7320508075688772,2.0,Good,1.7320508075688772,0.1904761904761905
310,30.0,No,Sales,1.7320508075688772,College,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,7.632401126601452,59.0508255657785,1.0,No,3.741657386773941,MISSING,Low,0.5919128190421556,1.0,2.0,Good,0.0,0.1666666666666667
311,32.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Low,Male,Medium,1.4142135623730951,Healthcare Representative,High,Single,7.632401126601452,114.53820323368096,1.4142135623730951,No,3.6055512754639887,Outstanding,Very High,0.15732906471529814,0.0,2.0,Better,1.4142135623730951,0.05263157894736841
312,43.0,No,Research & Development,4.242640687119285,Doctor,Life Sciences,Medium,Male,Very High,1.4142135623730951,Research Scientist,Low,Married,9.75027809628562,162.2097407679329,1.0,No,3.3166247903554,Outstanding,Very High,0.6521359075706892,0.0,5.0,Better,3.8729833462074175,0.25
313,59.0,No,Research & Development,4.69041575982343,Bachelor,Life Sciences,Medium,Male,Very High,1.7320508075688772,Manager,Medium,Divorced,9.384629757072872,138.20274961085252,2.6457513110645907,No,4.242640687119285,Excellent,Medium,0.623246073298429,1.0,1.0,Good,2.6457513110645907,0.5999999999999999
314,45.0,Yes,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,8.477412321404392,147.75317255477125,1.7320508075688772,No,3.741657386773941,Excellent,Medium,0.22009985800009133,0.0,3.0,Bad,2.0,0.5333333333333332
316,51.0,No,Research & Development,5.385164807134505,Doctor,Life Sciences,Very High,Female,High,1.4142135623730951,Laboratory Technician,Very High,Single,7.950854857719988,73.86474125047754,1.0,No,3.3166247903554,Excellent,Very High,0.520161290322581,0.0,6.0,Better,1.7320508075688772,0.7000000000000001
317,34.0,Yes,Research & Development,3.8729833462074175,Below College,Medical,Medium,Female,High,1.7320508075688772,Manager,High,Married,8.336630087637149,156.90442951045068,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.16954384824728921,0.0,2.0,Best,2.449489742783178,0.2666666666666666
318,42.0,No,Research & Development,2.6457513110645907,College,Life Sciences,High,Female,Medium,1.7320508075688772,Manufacturing Director,High,Married,7.632401126601452,118.46518475906751,1.0,No,4.898979485566356,Excellent,Low,0.14707139803334734,1.0,5.0,Better,3.0,0.4999999999999999
319,28.0,No,Sales,1.0,Doctor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,8.156223323194624,63.31666447310692,2.23606797749979,Yes,4.58257569495584,Excellent,High,0.8692940883013216,1.0,3.0,Good,1.7320508075688772,0.0
321,29.0,No,Sales,5.385164807134505,Master,Life Sciences,Low,Female,High,1.0,Sales Representative,Very High,Divorced,7.9976631270200995,140.6698261888455,1.4142135623730951,No,3.8729833462074175,Excellent,Medium,0.1502931069334949,1.4142135623730951,2.0,Good,2.8284271247461903,0.3125000000000001
322,40.0,No,Research & Development,1.0,College,Medical,Medium,Male,Medium,1.0,Laboratory Technician,High,Divorced,9.180396495603107,142.96503068932626,1.0,No,3.4641016151377544,Excellent,High,0.47482753559371627,1.7320508075688772,2.0,Good,1.0,1.0
323,27.5,No,Research & Development,4.358898943540674,College,Life Sciences,High,Male,High,1.4142135623730951,Research Scientist,Low,Divorced,8.262300941787446,140.98581488930012,1.4142135623730951,No,4.0,Excellent,Low,0.19494893595612992,1.4142135623730951,2.0,Good,0.0,0.11764705882352942
324,29.0,No,Research & Development,3.0,Bachelor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,High,Married,9.259511415982633,153.15678241592832,1.0,Yes,4.47213595499958,Excellent,Medium,0.4477980986485912,1.0,0.0,Better,3.741657386773941,0.3529411764705882
325,41.0,No,Research & Development,5.0,Master,Medical,High,Male,High,1.7320508075688772,Healthcare Representative,High,Divorced,8.737131611781496,83.51646544245034,1.0,Yes,3.3166247903554,MISSING,High,0.8931899641577037,1.0,3.0,Good,3.1622776601683795,0.8749999999999998
327,19.0,No,Research & Development,3.0,Bachelor,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,7.301822342137933,149.58609561052126,2.449489742783178,No,4.242640687119285,Excellent,Low,0.06627636753664642,1.4142135623730951,3.0,Good,0.0,0.2
328,30.0,No,Human Resources,2.449489742783178,College,Medical,Medium,Female,High,1.0,Human Resources,High,Married,9.035272443893538,160.17802595861892,2.8284271247461903,No,4.123105625617661,Excellent,Very High,0.3271621779631296,0.0,5.0,Good,1.4142135623730951,0.5714285714285713
329,53.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Very High,Female,High,2.0,Manager,High,Divorced,8.400659375160286,140.46351839534705,1.4142135623730951,Yes,3.741657386773941,Excellent,High,0.225544855549924,1.7320508075688772,3.0,Better,0.0,0.1904761904761905
330,45.0,No,Research & Development,2.6457513110645907,Bachelor,Medical,Very High,Male,Medium,1.4142135623730951,Healthcare Representative,Low,Single,9.182352335436015,152.9640480635891,2.8284271247461903,No,4.358898943540674,MISSING,Low,0.41559107616035595,0.0,2.0,Bad,2.449489742783178,0.1111111111111111
331,21.5,No,Sales,4.58257569495584,Master,Life Sciences,Very High,Male,Very High,1.4142135623730951,Sales Executive,Very High,Single,8.745761999375512,141.14177269681716,1.0,No,3.4641016151377544,Outstanding,Very High,0.31544601174639836,0.0,3.0,Better,2.6457513110645907,0.2
332,39.5,Yes,Sales,3.0,College,Medical,High,Male,Medium,1.7320508075688772,Sales Executive,Very High,Single,7.8244459308776175,116.60188677718729,1.0,No,4.0,Excellent,Very High,0.1839511621065016,0.0,4.0,Better,2.8284271247461903,0.2777777777777778
334,27.0,No,Sales,2.0,Master,Life Sciences,Very High,Female,Medium,1.4142135623730951,Sales Executive,High,Married,7.774435510302958,120.78907235342108,2.0,No,3.741657386773941,Excellent,High,0.16305688827964368,1.0,3.0,Best,3.3166247903554,0.2941176470588235
335,57.5,No,Research & Development,4.47213595499958,Bachelor,Medical,Medium,Male,Low,1.7320508075688772,Healthcare Representative,Low,Divorced,8.080237416216702,140.9361557585561,1.4142135623730951,Yes,4.242640687119285,Excellent,Medium,0.16261390525096925,1.0,4.0,Better,2.6457513110645907,0.1041666666666667
338,33.0,No,Sales,5.291502622129181,College,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.7306140660637395,86.18584570566097,1.0,No,4.47213595499958,MISSING,Very High,0.3065428109854604,1.4142135623730951,4.0,Best,1.7320508075688772,0.6666666666666669
339,33.0,No,Sales,1.0,Bachelor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,9.518560095645512,136.59795020423988,3.0,No,3.3166247903554,Excellent,High,0.7294067206173966,0.0,2.0,Better,3.0,0.4666666666666666
340,28.0,No,Research & Development,4.358898943540674,Master,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Low,Divorced,9.597234094498912,150.56560032092324,3.0,Yes,3.3166247903554,Outstanding,Medium,0.6494927216585799,1.4142135623730951,5.0,Better,1.7320508075688772,0.5555555555555556
341,40.0,No,Research & Development,4.69041575982343,Master,Other,High,Male,Medium,1.4142135623730951,Research Scientist,Very High,Married,9.299449547047956,162.77591959500646,1.0,Yes,3.8729833462074175,Excellent,Medium,0.41259057971014385,0.0,2.0,Better,3.1622776601683795,0.0625
342,33.0,No,Research & Development,2.0,Bachelor,Life Sciences,High,Male,Medium,1.4142135623730951,Manufacturing Director,High,Married,8.38320455141292,138.28955130450024,1.0,No,3.4641016151377544,Excellent,High,0.2286655511399287,1.0,2.0,Better,3.6055512754639887,0.2857142857142857
343,34.0,No,Sales,2.6457513110645907,College,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Very High,Married,7.983440063006543,143.92706486272832,2.6457513110645907,Yes,4.242640687119285,Excellent,Very High,0.1415399468983829,1.0,3.0,Better,1.4142135623730951,0.14285714285714282
345,45.0,Yes,Sales,3.6055512754639887,Master,Marketing,Low,Male,Very High,2.0,Sales Executive,High,Single,7.632401126601452,96.317184344228,2.449489742783178,Yes,4.123105625617661,Excellent,High,0.22248571736552736,0.0,3.0,Good,2.6457513110645907,0.1666666666666667
346,43.0,No,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Very High,Married,7.798523053625206,136.83932183404008,1.7320508075688772,No,4.795831523312719,Excellent,Medium,0.13014686248331106,1.4142135623730951,4.0,Better,1.4142135623730951,0.1
347,34.0,No,Research & Development,2.449489742783178,College,Technical Degree,Very High,Female,High,1.4142135623730951,Research Scientist,Low,Divorced,8.385032287813898,148.6169573097229,1.7320508075688772,Yes,3.4641016151377544,Excellent,Medium,0.19835197174808702,1.4142135623730951,3.0,Better,3.0,0.3333333333333333
348,23.0,No,Sales,4.242640687119285,Doctor,Life Sciences,Low,Male,High,2.0,Manager,Medium,Single,7.109062135687172,99.36297097007515,1.7320508075688772,No,4.795831523312719,Outstanding,Very High,0.12387318950673556,0.0,2.0,Better,3.0,0.02702702702702704
