Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
No,Research & Development,1.0,Master,Medical,0,0.0,0,3.0,Healthcare Representative,Low,0,3.0,0.0,20.000000000000004,Excellent,High,0.4090556675453556,0.0,3.0,0,11.999999999999998,0.2608695652173913
No,Research & Development,11.0,Master,Medical,0,0.0,1,4.0,Manager,Very High,0,3.0,0.0,20.000000000000004,Excellent,Low,0.4266846581615964,1.0,3.0,1,9.0,0.6923076923076922
No,Research & Development,7.000000000000001,Below College,Medical,0,0.0,0,1.0,Laboratory Technician,Very High,0,5.999999999999999,0.0,13.999999999999995,Excellent,High,0.6894615130492255,3.0,6.0,1,3.0,0.12499999999999994
No,Research & Development,2.0000000000000004,Bachelor,Technical Degree,1,1.0,1,1.0,Research Scientist,Low,0,1.0,0.0,13.999999999999995,Excellent,Very High,0.4788270729978738,0.0,1.0,1,2.0000000000000004,0.5000000000000001
No,Research & Development,2.0000000000000004,Below College,Other,1,0.0,1,1.0,Laboratory Technician,High,0,5.999999999999999,1.0,19.000000000000004,Excellent,High,0.826116744313511,1.0,3.0,0,2.0000000000000004,0.2857142857142857
No,Human Resources,10.000000000000002,Master,Human Resources,1,1.0,1,2.0000000000000004,Human Resources,High,1,3.0,0.0,11.0,MISSING,High,0.33130822195220705,0.0,3.0,1,3.0,0.4
No,Sales,1.0,Master,Marketing,0,1.0,1,2.0000000000000004,Sales Executive,Very High,0,0.0,0.0,11.0,Excellent,Very High,0.21917250366509208,1.0,4.0,0,1.0,0.6250000000000001
No,Research & Development,1.0,Master,Life Sciences,0,1.0,1,2.0000000000000004,Research Scientist,Very High,1,9.0,0.0,17.0,Outstanding,Medium,0.17596863468634716,1.0,2.0,0,2.0000000000000004,0.5555555555555556
No,Sales,17.999999999999996,Below College,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,High,1,2.0000000000000004,0.0,11.0,Outstanding,Medium,0.1877053778953274,0.0,3.0,0,2.0000000000000004,0.8333333333333336
Yes,Research & Development,2.0000000000000004,Master,Life Sciences,1,1.0,1,5.000000000000001,Research Director,Medium,0,7.000000000000001,1.0,11.999999999999998,MISSING,Very High,0.16292069407243506,0.0,2.0,1,15.000000000000005,0.025
No,Sales,9.0,Master,Medical,0,1.0,1,3.0,Sales Executive,Medium,0,1.0,0.0,12.999999999999995,Excellent,Very High,0.16216654504175787,1.0,2.0,1,5.000000000000001,0.6666666666666665
No,Sales,2.0000000000000004,Bachelor,Marketing,1,0.0,1,2.0000000000000004,Sales Executive,Medium,0,8.000000000000002,0.0,15.000000000000005,MISSING,Very High,0.4542395064036647,0.0,3.0,0,7.000000000000001,0.3846153846153848
No,Sales,2.0000000000000004,Bachelor,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,High,1,4.0,1.0,11.0,Excellent,High,0.4093023255813953,1.0,6.0,0,0.0,0.0
Yes,Sales,4.0,Master,Medical,1,1.0,0,3.0,Sales Executive,Very High,1,1.0,0.0,11.0,Excellent,High,0.35836045250271226,0.0,3.0,0,8.000000000000002,0.2857142857142857
No,Sales,8.000000000000002,Bachelor,Medical,1,0.0,1,2.0000000000000004,Sales Executive,Very High,1,1.0,0.0,15.000000000000005,Excellent,High,0.19079791328145032,2.0000000000000004,3.0,1,7.000000000000001,0.4
No,Sales,9.0,College,Medical,0,0.0,1,2.0000000000000004,Sales Executive,Low,1,0.0,0.0,11.999999999999998,Excellent,Very High,0.27521323339364195,0.0,6.0,1,4.0,0.3333333333333333
No,Sales,27.0,Doctor,Marketing,1,0.0,1,2.0000000000000004,Sales Executive,Very High,0,7.000000000000001,0.0,23.0,Excellent,Very High,0.4415034619188933,1.0,6.0,0,7.000000000000001,0.7000000000000001
No,Human Resources,8.000000000000002,College,Other,1,1.0,1,2.0000000000000004,Human Resources,Medium,0,2.0000000000000004,0.0,12.999999999999995,Excellent,High,0.3857543640897753,0.0,4.0,0,0.0,0.21052631578947364
No,Research & Development,12.999999999999995,Master,Medical,1,1.0,0,4.0,Manager,Medium,0,5.999999999999999,1.0,12.999999999999995,Excellent,Very High,0.6157263182185283,2.0000000000000004,5.0,1,9.0,0.3571428571428572
No,Research & Development,8.000000000000002,College,Life Sciences,0,0.0,1,2.0000000000000004,Manufacturing Director,Low,1,2.0000000000000004,1.0,16.0,Outstanding,Medium,0.7956754612180119,1.0,2.0,1,0.0,0.6666666666666666
No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,1,1.0,0,1.0,Laboratory Technician,Very High,0,7.000000000000001,0.0,15.000000000000005,Excellent,Medium,0.7424242424242415,0.0,4.0,0,2.0000000000000004,0.3333333333333334
No,Research & Development,1.0,College,Life Sciences,0,1.0,1,3.0,Research Director,Very High,0,1.0,1.0,11.999999999999998,Excellent,High,0.3609533870328798,0.0,4.0,1,13.999999999999995,0.5333333333333332
No,Research & Development,10.000000000000002,Master,Technical Degree,1,0.0,1,3.0,Healthcare Representative,High,1,3.0,0.0,11.999999999999998,Outstanding,Low,0.7262919784235273,0.0,3.0,1,7.000000000000001,0.2
No,Research & Development,3.0,Master,Medical,1,1.0,1,4.0,Research Director,High,1,3.0,1.0,16.0,Excellent,Very High,0.09649790635706117,3.0,2.0,0,3.0,0.1904761904761905
No,Sales,3.0,College,Medical,0,1.0,1,2.0000000000000004,Sales Executive,High,1,1.0,0.0,13.999999999999995,MISSING,Low,0.5919128190421556,1.0,2.0,0,0.0,0.1666666666666667
No,Research & Development,5.999999999999999,Bachelor,Life Sciences,0,1.0,0,2.0000000000000004,Healthcare Representative,High,0,2.0000000000000004,0.0,12.999999999999995,Outstanding,Very High,0.15732906471529814,0.0,2.0,1,2.0000000000000004,0.05263157894736841
No,Research & Development,17.999999999999996,Doctor,Life Sciences,0,1.0,1,2.0000000000000004,Research Scientist,Low,1,1.0,0.0,11.0,Outstanding,Very High,0.6521359075706892,0.0,5.0,1,15.000000000000005,0.25
No,Research & Development,22.0,Bachelor,Life Sciences,0,1.0,1,3.0,Manager,Medium,0,7.000000000000001,0.0,17.999999999999996,Excellent,Medium,0.623246073298429,1.0,1.0,0,7.000000000000001,0.5999999999999999
Yes,Research & Development,9.0,Master,Life Sciences,1,1.0,1,1.0,Laboratory Technician,Low,0,3.0,0.0,13.999999999999995,Excellent,Medium,0.22009985800009133,0.0,3.0,0,4.0,0.5333333333333332
No,Research & Development,29.00000000000001,Doctor,Life Sciences,1,0.0,1,2.0000000000000004,Laboratory Technician,Very High,0,1.0,0.0,11.0,Excellent,Very High,0.520161290322581,0.0,6.0,1,3.0,0.7000000000000001
Yes,Research & Development,15.000000000000005,Below College,Medical,0,0.0,1,3.0,Manager,High,1,7.000000000000001,1.0,11.999999999999998,Excellent,Very High,0.1695438482472892,0.0,2.0,1,5.999999999999999,0.2666666666666666
No,Research & Development,7.000000000000001,College,Life Sciences,1,0.0,0,3.0,Manufacturing Director,High,1,1.0,0.0,24.0,Excellent,Low,0.14707139803334734,1.0,5.0,1,9.0,0.4999999999999999
No,Sales,1.0,Doctor,Marketing,0,1.0,1,2.0000000000000004,Sales Executive,Low,0,5.000000000000001,1.0,21.0,Excellent,High,0.8692940883013216,1.0,3.0,0,3.0,0.0
No,Sales,29.00000000000001,Master,Life Sciences,0,0.0,1,1.0,Sales Representative,Very High,0,2.0000000000000004,0.0,15.000000000000005,Excellent,Medium,0.1502931069334949,2.0000000000000004,2.0,0,8.000000000000002,0.3125000000000001
No,Research & Development,1.0,College,Medical,0,1.0,0,1.0,Laboratory Technician,High,0,1.0,0.0,11.999999999999998,Excellent,High,0.4748275355937162,3.0,2.0,0,1.0,1.0
No,Research & Development,19.000000000000004,College,Life Sciences,1,1.0,1,2.0000000000000004,Research Scientist,Low,0,2.0000000000000004,0.0,16.0,Excellent,Low,0.19494893595612992,2.0000000000000004,2.0,0,0.0,0.11764705882352942
No,Research & Development,9.0,Bachelor,Life Sciences,1,1.0,0,3.0,Manufacturing Director,High,1,1.0,1.0,20.000000000000004,Excellent,Medium,0.4477980986485912,1.0,0.0,1,13.999999999999995,0.3529411764705882
No,Research & Development,25.0,Master,Medical,1,1.0,1,3.0,Healthcare Representative,High,0,1.0,1.0,11.0,MISSING,High,0.8931899641577037,1.0,3.0,0,10.000000000000002,0.8749999999999998
No,Research & Development,9.0,Bachelor,Life Sciences,1,0.0,1,1.0,Research Scientist,High,1,5.999999999999999,0.0,17.999999999999996,Excellent,Low,0.06627636753664642,2.0000000000000004,3.0,0,0.0,0.2
No,Human Resources,5.999999999999999,College,Medical,0,0.0,1,1.0,Human Resources,High,1,8.000000000000002,0.0,17.0,Excellent,Very High,0.3271621779631296,0.0,5.0,0,2.0000000000000004,0.5714285714285713
No,Research & Development,8.000000000000002,Bachelor,Medical,1,0.0,1,4.0,Manager,High,0,2.0000000000000004,1.0,13.999999999999995,Excellent,High,0.22554485554992396,3.0,3.0,1,0.0,0.1904761904761905
No,Research & Development,7.000000000000001,Bachelor,Medical,1,1.0,0,2.0000000000000004,Healthcare Representative,Low,0,8.000000000000002,0.0,19.000000000000004,MISSING,Low,0.415591076160356,0.0,2.0,0,5.999999999999999,0.1111111111111111
No,Sales,21.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,0.0,11.999999999999998,Outstanding,Very High,0.3154460117463984,0.0,3.0,1,7.000000000000001,0.2
Yes,Sales,9.0,College,Medical,1,1.0,0,3.0,Sales Executive,Very High,0,1.0,0.0,16.0,Excellent,Very High,0.1839511621065016,0.0,4.0,1,8.000000000000002,0.2777777777777778
No,Sales,4.0,Master,Life Sciences,1,0.0,0,2.0000000000000004,Sales Executive,High,1,4.0,0.0,13.999999999999995,Excellent,High,0.16305688827964368,1.0,3.0,1,11.0,0.2941176470588235
No,Research & Development,20.000000000000004,Bachelor,Medical,0,1.0,0,3.0,Healthcare Representative,Low,0,2.0000000000000004,1.0,17.999999999999996,Excellent,Medium,0.16261390525096925,1.0,4.0,1,7.000000000000001,0.1041666666666667
No,Sales,28.000000000000004,College,Marketing,0,1.0,1,2.0000000000000004,Sales Executive,Medium,1,1.0,0.0,20.000000000000004,MISSING,Very High,0.3065428109854604,2.0000000000000004,4.0,1,3.0,0.6666666666666669
No,Sales,1.0,Bachelor,Marketing,0,1.0,1,2.0000000000000004,Sales Executive,High,1,9.0,0.0,11.0,Excellent,High,0.7294067206173966,0.0,2.0,1,9.0,0.4666666666666666
No,Research & Development,19.000000000000004,Master,Medical,1,0.0,1,2.0000000000000004,Manufacturing Director,Low,0,9.0,1.0,11.0,Outstanding,Medium,0.6494927216585799,2.0000000000000004,5.0,1,3.0,0.5555555555555556
No,Research & Development,22.0,Master,Other,1,1.0,0,2.0000000000000004,Research Scientist,Very High,1,1.0,1.0,15.000000000000005,Excellent,Medium,0.4125905797101439,0.0,2.0,1,10.000000000000002,0.0625
No,Research & Development,4.0,Bachelor,Life Sciences,1,1.0,0,2.0000000000000004,Manufacturing Director,High,1,1.0,0.0,11.999999999999998,Excellent,High,0.2286655511399287,1.0,2.0,1,12.999999999999995,0.2857142857142857
No,Sales,7.000000000000001,College,Marketing,0,1.0,0,3.0,Sales Executive,Very High,1,7.000000000000001,1.0,17.999999999999996,Excellent,Very High,0.1415399468983829,1.0,3.0,1,2.0000000000000004,0.14285714285714282
Yes,Sales,12.999999999999995,Master,Marketing,0,1.0,1,4.0,Sales Executive,High,0,5.999999999999999,1.0,17.0,Excellent,High,0.22248571736552736,0.0,3.0,0,7.000000000000001,0.1666666666666667
No,Research & Development,9.0,Master,Life Sciences,1,1.0,1,1.0,Laboratory Technician,Very High,1,3.0,0.0,23.0,Excellent,Medium,0.13014686248331106,2.0000000000000004,4.0,1,2.0000000000000004,0.1
No,Research & Development,5.999999999999999,College,Technical Degree,1,0.0,1,2.0000000000000004,Research Scientist,Low,0,3.0,1.0,11.999999999999998,Excellent,Medium,0.19835197174808705,2.0000000000000004,3.0,1,9.0,0.3333333333333333
No,Sales,17.999999999999996,Doctor,Life Sciences,0,1.0,1,4.0,Manager,Medium,0,3.0,0.0,23.0,Outstanding,Very High,0.12387318950673555,0.0,2.0,1,9.0,0.02702702702702704
No,Research & Development,5.000000000000001,College,Life Sciences,0,1.0,1,2.0000000000000004,Healthcare Representative,Low,0,1.0,0.0,11.999999999999998,MISSING,Very High,0.11227154046997367,2.0000000000000004,4.0,1,3.0,0.5000000000000001
No,Research & Development,23.0,College,Life Sciences,1,0.0,1,1.0,Research Scientist,High,1,1.0,0.0,24.0,Excellent,High,0.2262500525673915,1.0,3.0,1,7.000000000000001,0.0
No,Research & Development,29.00000000000001,Master,Life Sciences,0,0.0,0,4.0,Manager,High,1,0.0,0.0,15.000000000000005,Excellent,Medium,0.4776680266265832,1.0,2.0,1,10.000000000000002,0.4642857142857141
No,Research & Development,3.0,Bachelor,Life Sciences,1,0.0,0,1.0,Research Scientist,Very High,1,3.0,0.0,17.0,Excellent,Low,0.2800378429517501,1.0,3.0,1,0.0,0.7142857142857143
No,Research & Development,19.000000000000004,College,Medical,1,1.0,1,2.0000000000000004,Laboratory Technician,Very High,1,8.000000000000002,1.0,15.000000000000005,Excellent,High,0.25261756339647823,1.0,2.0,1,2.0000000000000004,0.8666666666666658
No,Sales,5.000000000000001,College,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,Medium,1,1.0,0.0,13.999999999999995,Excellent,Very High,0.43909571476774256,1.0,2.0,1,8.000000000000002,0.4999999999999999
No,Research & Development,1.0,Master,Life Sciences,1,0.0,0,5.000000000000001,Manager,High,1,0.0,0.0,13.999999999999995,Outstanding,Low,0.9225079253258188,1.0,3.0,1,17.999999999999996,0.14705882352941174
No,Sales,5.999999999999999,College,Marketing,0,1.0,1,2.0000000000000004,Sales Representative,High,1,2.0000000000000004,1.0,20.000000000000004,Excellent,Very High,0.2601109241602798,1.0,2.0,0,7.000000000000001,0.07692307692307697
No,Research & Development,1.0,Bachelor,Other,1,1.0,1,5.000000000000001,Manager,Very High,1,0.0,0.0,11.0,Excellent,High,0.2494051346274257,1.0,5.0,1,0.0,0.12
No,Sales,2.0000000000000004,Bachelor,Marketing,1,0.0,1,4.0,Manager,Low,1,8.000000000000002,0.0,23.0,Excellent,Low,0.09934846661410134,0.0,2.0,1,15.000000000000005,0.2857142857142857
No,Research & Development,8.000000000000002,Below College,Life Sciences,1,1.0,0,2.0000000000000004,Research Scientist,Medium,1,1.0,0.0,23.0,Excellent,Very High,0.25229855060826273,1.0,3.0,1,7.000000000000001,0.4999999999999999
No,Research & Development,1.0,Bachelor,Technical Degree,1,1.0,1,1.0,Research Scientist,Low,1,2.0000000000000004,0.0,16.0,Excellent,Medium,0.9203145726738672,1.0,2.0,1,2.0000000000000004,0.7142857142857143
No,Research & Development,1.0,Bachelor,Life Sciences,1,1.0,1,2.0000000000000004,Healthcare Representative,Very High,1,4.0,0.0,12.999999999999995,Excellent,Medium,0.8920668441832676,1.0,3.0,0,2.0000000000000004,0.4999999999999999
No,Sales,7.000000000000001,Master,Medical,0,0.0,1,5.000000000000001,Manager,Medium,0,1.0,0.0,13.999999999999995,Excellent,Medium,0.4745918601977458,0.0,2.0,0,8.000000000000002,0.2857142857142857
No,Sales,1.0,Bachelor,Marketing,0,1.0,1,3.0,Sales Executive,Very High,0,1.0,0.0,21.0,Excellent,Low,0.6165435745937977,0.0,3.0,0,8.000000000000002,0.5000000000000002
No,Research & Development,3.0,Bachelor,Life Sciences,1,1.0,1,1.0,Laboratory Technician,Very High,1,4.0,0.0,15.000000000000005,Excellent,High,0.2043743277160272,1.0,2.0,0,3.0,0.6666666666666665
No,Research & Development,2.0000000000000004,College,Other,1,0.0,1,4.0,Manager,Very High,1,1.0,1.0,11.0,Outstanding,High,0.8091203204436924,1.0,3.0,0,13.999999999999995,0.3461538461538462
Yes,Research & Development,1.0,Master,Other,1,0.0,1,1.0,Research Scientist,Very High,0,1.0,1.0,12.999999999999995,MISSING,High,0.8016132129825261,0.0,3.0,0,9.0,0.7000000000000001
No,Research & Development,7.000000000000001,Master,Life Sciences,1,1.0,1,2.0000000000000004,Laboratory Technician,Very High,0,3.0,0.0,22.0,MISSING,Very High,0.7619647355163734,1.0,6.0,0,7.000000000000001,0.5999999999999999
No,Research & Development,3.0,Master,Life Sciences,1,0.0,1,1.0,Research Scientist,High,1,1.0,1.0,11.0,Excellent,High,0.18843646098708894,0.0,2.0,1,7.000000000000001,0.25
No,Research & Development,13.999999999999995,Bachelor,Life Sciences,0,1.0,1,1.0,Research Scientist,Low,1,1.0,1.0,13.999999999999995,Excellent,Very High,0.4578145649300963,2.0000000000000004,2.0,0,7.000000000000001,0.6666666666666665
No,Research & Development,2.0000000000000004,College,Medical,0,1.0,1,2.0000000000000004,Manufacturing Director,Very High,0,2.0000000000000004,0.0,13.999999999999995,Excellent,High,0.2109074543818016,1.0,3.0,1,7.000000000000001,0.3999999999999997
No,Research & Development,21.0,Master,Life Sciences,0,1.0,1,3.0,Manufacturing Director,Low,0,1.0,0.0,11.0,Excellent,High,0.673859735164296,1.0,3.0,1,9.0,0.29999999999999993
No,Research & Development,5.999999999999999,Bachelor,Life Sciences,0,0.0,1,3.0,Manufacturing Director,Medium,0,4.0,0.0,17.999999999999996,Outstanding,Very High,0.25409836065573765,0.0,5.0,1,0.0,0.0
No,Sales,11.0,Master,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,3.0,0.0,11.999999999999998,Excellent,High,0.5674520815529238,0.0,2.0,1,1.0,0.0
No,Research & Development,10.000000000000002,Master,Life Sciences,1,1.0,1,1.0,Laboratory Technician,Very High,0,0.0,0.0,19.000000000000004,Excellent,Low,0.2229508196721305,0.0,5.0,1,7.000000000000001,0.1111111111111111
No,Research & Development,1.0,Bachelor,Other,1,1.0,1,2.0000000000000004,Manufacturing Director,Medium,1,0.0,0.0,15.000000000000005,Excellent,Low,0.17867385813963502,1.0,2.0,1,7.000000000000001,0.2
No,Research & Development,11.0,College,Other,0,1.0,1,2.0000000000000004,Manufacturing Director,High,0,0.0,0.0,17.999999999999996,Excellent,Very High,0.2820699708454809,1.0,3.0,0,2.0000000000000004,0.0
No,Sales,9.0,Below College,Life Sciences,1,0.0,1,3.0,Sales Executive,High,0,3.0,1.0,12.999999999999995,Excellent,High,0.1854595206642764,1.0,5.0,1,7.000000000000001,0.3333333333333334
No,Research & Development,11.999999999999998,Master,Life Sciences,1,1.0,1,2.0000000000000004,Manufacturing Director,High,1,9.0,1.0,11.999999999999998,MISSING,Medium,0.2441832380645682,2.0000000000000004,2.0,1,2.0000000000000004,0.2857142857142857
No,Sales,4.0,Bachelor,Medical,0,1.0,1,2.0000000000000004,Sales Executive,High,1,1.0,0.0,15.000000000000005,Excellent,Medium,0.2328782579262097,0.0,2.0,1,4.0,0.4
No,Human Resources,11.0,Bachelor,Life Sciences,1,1.0,0,2.0000000000000004,Human Resources,Medium,1,4.0,0.0,11.0,Excellent,Very High,0.2334997480877569,2.0000000000000004,5.0,1,9.0,0.7142857142857146
Yes,Sales,5.000000000000001,Bachelor,Marketing,1,1.0,0,2.0000000000000004,Sales Executive,High,0,1.0,1.0,11.0,Excellent,Very High,0.4951222226343698,0.0,3.0,1,4.0,0.4166666666666668
No,Research & Development,17.0,Bachelor,Life Sciences,1,0.0,0,1.0,Research Scientist,High,0,2.0000000000000004,0.0,12.999999999999995,Excellent,Very High,0.7700397289086228,0.0,3.0,1,0.0,0.5000000000000001
No,Research & Development,1.0,Bachelor,Life Sciences,0,1.0,0,1.0,Research Scientist,High,0,1.0,0.0,13.999999999999995,Excellent,Very High,0.3409417398244212,1.0,3.0,0,0.0,1.0
Yes,Research & Development,1.0,College,Medical,1,1.0,1,1.0,Research Scientist,Medium,0,1.0,1.0,11.999999999999998,Excellent,High,0.8297872340425535,3.0,1.0,0,3.0,0.6666666666666669
No,Research & Development,15.000000000000005,College,Life Sciences,1,1.0,1,5.000000000000001,Research Director,Medium,1,5.000000000000001,0.0,11.0,Outstanding,Low,0.1902479491197343,1.0,2.0,1,2.0000000000000004,0.20000000000000004
No,Sales,1.0,Bachelor,Marketing,0,0.0,1,3.0,Sales Executive,Low,1,1.0,0.0,16.0,Excellent,High,0.213329244607994,1.0,3.0,1,7.000000000000001,0.1
No,Research & Development,1.0,Master,Life Sciences,0,1.0,1,1.0,Laboratory Technician,Low,0,3.0,0.0,16.0,Excellent,Medium,0.20370912640312408,1.0,2.0,1,2.0000000000000004,0.3125000000000001
No,Sales,19.000000000000004,College,Medical,0,1.0,1,3.0,Sales Executive,Medium,0,1.0,1.0,12.999999999999995,Excellent,Very High,0.6022019110926461,0.0,3.0,1,0.0,0.2
No,Research & Development,5.999999999999999,Bachelor,Medical,0,0.0,0,2.0000000000000004,Research Scientist,High,0,1.0,1.0,13.999999999999995,MISSING,Low,0.3089536569514575,0.0,3.0,0,7.000000000000001,0.29999999999999993
Yes,Research & Development,9.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Laboratory Technician,Low,1,4.0,0.0,17.0,Excellent,High,0.9163981958762892,1.0,2.0,0,1.0,0.9090909090909092
No,Research & Development,1.0,Bachelor,Medical,1,0.0,1,3.0,Healthcare Representative,Very High,0,0.0,0.0,17.0,Excellent,Low,0.959970754889418,3.0,4.0,0,10.000000000000002,0.26315789473684204
No,Sales,2.0000000000000004,College,Marketing,0,0.0,1,2.0000000000000004,Sales Executive,Medium,1,3.0,0.0,13.999999999999995,Excellent,High,0.9802724283701288,1.0,5.0,1,8.000000000000002,0.6666666666666665
Yes,Sales,24.0,Master,Medical,0,1.0,0,2.0000000000000004,Sales Executive,Medium,0,0.0,1.0,23.0,Excellent,High,0.874344209852847,0.0,4.0,1,9.0,0.375
No,Sales,8.000000000000002,College,Marketing,1,1.0,0,3.0,Sales Executive,Very High,1,4.0,1.0,11.0,Excellent,Medium,0.4175936023264265,1.0,1.0,0,2.0000000000000004,0.375
No,Research & Development,2.0000000000000004,College,Medical,1,0.0,0,3.0,Manufacturing Director,High,1,3.0,1.0,19.000000000000004,Excellent,Very High,0.4397492781181776,1.0,6.0,1,4.0,0.4999999999999999
No,Research & Development,24.0,College,Technical Degree,0,1.0,1,2.0000000000000004,Research Scientist,Very High,0,1.0,0.0,17.0,Excellent,Low,0.2570458542970508,2.0000000000000004,3.0,1,8.000000000000002,0.3333333333333333
No,Research & Development,2.0000000000000004,College,Other,1,0.0,0,2.0000000000000004,Manufacturing Director,Very High,0,1.0,0.0,19.000000000000004,MISSING,Low,0.29899777282850776,2.0000000000000004,5.0,1,7.000000000000001,0.0
No,Sales,4.0,Below College,Marketing,1,0.0,1,3.0,Sales Executive,High,0,0.0,1.0,12.999999999999995,Excellent,Very High,0.07956005744954266,1.0,2.0,1,13.999999999999995,0.08695652173913047
No,Research & Development,2.0000000000000004,Bachelor,Medical,1,0.0,0,5.000000000000001,Research Director,Low,1,8.000000000000002,0.0,11.999999999999998,Excellent,Medium,0.6699823276950267,3.0,3.0,1,0.0,0.4117647058823529
No,Sales,5.999999999999999,Bachelor,Life Sciences,1,0.0,1,4.0,Sales Executive,Low,1,9.0,0.0,11.0,MISSING,Very High,0.2296779141104297,3.0,3.0,0,7.000000000000001,0.25
Yes,Sales,16.0,Bachelor,Life Sciences,0,0.0,1,3.0,Sales Executive,Low,0,2.0000000000000004,1.0,20.000000000000004,Excellent,High,0.2752675386444709,0.0,1.0,0,0.0,0.6363636363636365
No,Sales,5.000000000000001,College,Marketing,1,1.0,1,5.000000000000001,Manager,High,1,5.999999999999999,0.0,12.999999999999995,Excellent,Medium,0.30180180180180183,0.0,5.0,1,0.0,0.14285714285714282
No,Research & Development,20.000000000000004,Bachelor,Life Sciences,0,1.0,1,2.0000000000000004,Laboratory Technician,High,0,1.0,0.0,11.0,Excellent,Low,0.4507087628865988,1.0,2.0,1,8.000000000000002,0.29999999999999993
No,Sales,1.0,Below College,Life Sciences,0,1.0,0,2.0000000000000004,Sales Executive,High,0,7.000000000000001,0.0,11.0,Excellent,Very High,0.08942759850818872,0.0,5.0,0,3.0,0.5000000000000001
No,Research & Development,9.0,College,Life Sciences,0,0.0,1,1.0,Research Scientist,Low,1,1.0,1.0,12.999999999999995,Excellent,Very High,0.6044219499200857,0.0,3.0,1,7.000000000000001,0.375
No,Research & Development,20.000000000000004,Master,Life Sciences,1,1.0,1,2.0000000000000004,Research Scientist,High,0,3.0,0.0,11.999999999999998,Excellent,Very High,0.14427006218537153,0.0,2.0,0,3.0,0.2
No,Research & Development,23.0,Bachelor,Life Sciences,1,1.0,0,3.0,Manufacturing Director,High,0,0.0,0.0,21.0,Excellent,Medium,0.27745533174007075,0.0,2.0,1,7.000000000000001,0.29999999999999993
No,Sales,20.000000000000004,Bachelor,Life Sciences,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,2.0000000000000004,0.0,17.999999999999996,Excellent,Very High,0.12403585574317245,1.0,3.0,1,1.0,0.3571428571428571
No,Sales,11.999999999999998,Bachelor,Marketing,1,1.0,1,3.0,Sales Executive,Very High,0,4.0,0.0,11.0,MISSING,Very High,0.7966892400300981,0.0,3.0,1,2.0000000000000004,0.4375000000000001
No,Research & Development,11.0,Bachelor,Life Sciences,0,0.0,1,3.0,Healthcare Representative,High,1,1.0,0.0,17.0,MISSING,Medium,0.1962899306584486,1.0,3.0,1,9.0,0.29999999999999993
No,Research & Development,1.0,Master,Medical,1,0.0,1,3.0,Healthcare Representative,Low,0,7.000000000000001,0.0,16.0,Excellent,High,0.3593143596377741,1.0,2.0,1,2.0000000000000004,0.6470588235294118
No,Research & Development,9.0,Master,Life Sciences,1,1.0,0,2.0000000000000004,Healthcare Representative,Medium,0,9.0,0.0,19.000000000000004,Outstanding,High,0.5270186655666703,0.0,3.0,1,1.0,0.7999999999999999
No,Sales,2.0000000000000004,Bachelor,Life Sciences,1,0.0,1,3.0,Sales Executive,Very High,0,4.0,1.0,11.999999999999998,MISSING,Medium,0.9101143674052914,1.0,2.0,0,5.999999999999999,0.07692307692307697
No,Research & Development,9.0,Master,Medical,1,0.0,1,1.0,Laboratory Technician,High,1,9.0,0.0,17.0,MISSING,High,0.5199118526680311,1.0,2.0,1,3.0,0.7777777777777778
No,Sales,29.00000000000001,Below College,Medical,0,0.0,1,3.0,Manager,High,1,3.0,0.0,21.0,Excellent,Medium,0.5260655600967543,1.0,2.0,0,0.0,0.3333333333333333
No,Research & Development,2.0000000000000004,Below College,Life Sciences,1,1.0,1,3.0,Manufacturing Director,Medium,1,3.0,0.0,17.999999999999996,Excellent,Medium,0.6637576677417291,1.0,3.0,1,2.0000000000000004,0.1739130434782609
Yes,Research & Development,29.00000000000001,Master,Medical,0,0.0,0,2.0000000000000004,Research Scientist,High,0,1.0,0.0,22.0,Excellent,Medium,0.4838606583573027,0.0,4.0,1,7.000000000000001,0.0
No,Research & Development,3.0,Master,Medical,0,1.0,1,3.0,Research Director,High,0,9.0,0.0,11.999999999999998,Excellent,Low,0.20860755749463866,1.0,2.0,1,2.0000000000000004,0.22222222222222227
No,Sales,16.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Sales Executive,High,0,8.000000000000002,0.0,13.999999999999995,Outstanding,High,0.4485503541955745,1.0,0.0,1,7.000000000000001,0.3333333333333333
No,Sales,10.000000000000002,Bachelor,Medical,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,0.0,12.999999999999995,Excellent,Low,0.11057534246575336,0.0,5.0,1,3.0,0.2
