Unnamed: 0,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
369,30.0,No,Research & Development,2.0,College,Technical Degree,High,Male,High,2.23606797749979,Manager,Very High,Married,8.331345424845724,70.2353187506115,1.0,No,3.3166247903554,Excellent,Very High,0.0,4.69041575982343,3.0,Better,3.3166247903554,4.123105625617661,3.3166247903554,3.8729833462074175
370,45.0,Yes,Research & Development,2.8284271247461903,Below College,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Single,8.518392471991719,143.4782213438681,1.0,Yes,3.3166247903554,Excellent,Low,0.0,2.23606797749979,3.0,Better,2.23606797749979,2.0,1.0,1.4142135623730951
371,21.5,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Female,High,2.0,Research Director,Low,Married,8.786456678344,149.7397742752406,2.0,Yes,3.3166247903554,Excellent,Medium,0.0,5.0,1.0,Better,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951
372,28.0,No,Research & Development,4.795831523312719,Bachelor,Life Sciences,Low,Male,Low,1.0,Research Scientist,High,Divorced,7.905810312658932,149.36532395439042,1.0,No,5.0,MISSING,High,1.7320508075688772,3.1622776601683795,2.0,Good,2.23606797749979,2.6457513110645907,0.0,3.0
373,56.0,No,Research & Development,5.291502622129181,Bachelor,Medical,Medium,Female,Very High,1.0,Research Scientist,High,Single,7.632401126601452,126.84636376341265,2.0,No,3.4641016151377544,Excellent,Very High,0.0,4.242640687119285,2.0,Better,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
374,35.0,No,Research & Development,2.6457513110645907,Master,Medical,Medium,Female,Very High,1.4142135623730951,Research Scientist,Medium,Married,8.745761999375512,75.0199973340442,2.449489742783178,Yes,4.0,Excellent,Very High,0.0,4.242640687119285,2.0,Better,3.0,0.0,0.0,0.0
375,35.0,No,Research & Development,5.291502622129181,Bachelor,Life Sciences,Very High,Male,High,2.0,Research Director,Low,Married,8.336630087637149,148.57321427498292,1.7320508075688772,No,3.6055512754639887,Excellent,High,1.0,4.898979485566356,5.0,Best,2.23606797749979,2.449489742783178,3.7416573867739413,4.123105625617661
376,39.5,No,Research & Development,3.0,Bachelor,Medical,High,Female,Very High,1.0,Research Scientist,High,Married,7.898411092811599,132.72528018429642,1.0,No,4.0,Excellent,Very High,1.0,2.23606797749979,3.0,Better,1.0,1.7320508075688772,0.0,2.0
377,49.0,Yes,Sales,1.7320508075688772,College,Marketing,Low,Male,Medium,1.0,Sales Representative,High,Married,8.336630087637149,61.725197448043865,1.0,Yes,3.7416573867739413,Excellent,High,0.0,1.7320508075688772,2.0,Better,2.7386127875258306,1.4142135623730951,0.0,1.4142135623730951
378,29.0,No,Sales,5.385164807134505,College,Medical,Low,Male,High,1.4142135623730951,Sales Executive,High,Divorced,8.801469470733187,65.32227797620043,2.23606797749979,No,3.4641016151377544,Excellent,Low,1.4142135623730951,2.8284271247461903,2.0,Better,0.0,0.0,0.0,0.0
379,33.5,No,Sales,3.1622776601683795,Master,Marketing,Low,Male,Medium,1.7320508075688772,Sales Executive,Medium,Divorced,8.000684784514746,143.70803735351757,1.4142135623730951,No,3.4641016151377544,Excellent,Medium,1.0,3.3166247903554,3.0,Good,1.7320508075688772,0.0,0.0,0.0
380,34.0,Yes,Research & Development,2.8284271247461903,Below College,Medical,High,Male,High,1.0,Laboratory Technician,Low,Married,7.92588031673756,126.48715349789481,1.0,Yes,4.123105625617661,Excellent,High,0.0,1.0,3.0,Better,2.6457513110645907,0.0,0.0,0.0
381,41.0,No,Sales,3.0,College,Medical,Low,Male,High,1.0,Sales Representative,Very High,Single,9.862092477169742,53.39475629684998,1.0,No,4.898979485566356,Excellent,High,0.0,1.7320508075688772,3.0,Good,4.69041575982343,1.4142135623730951,1.4142135623730951,1.4142135623730951
382,58.0,No,Research & Development,1.0,Master,Medical,Low,Female,Medium,1.7320508075688772,Healthcare Representative,Low,Single,9.26407069439715,160.61133210331082,1.7320508075688772,No,4.47213595499958,Excellent,High,0.0,4.795831523312719,3.0,Good,2.449489742783178,3.4641016151377544,3.4641016151377544,2.8284271247461903
383,40.0,No,Research & Development,3.3166247903554,Master,Medical,Medium,Female,High,2.0,Manager,Very High,Divorced,9.252920819511301,156.3841424185969,1.7320508075688772,No,4.47213595499958,Excellent,Low,1.0,5.0990195135927845,3.0,Better,4.242640687119285,3.0,1.0,3.4641016151377544
384,38.0,No,Research & Development,2.8284271247461903,Below College,Life Sciences,Very High,Male,Very High,1.0,Laboratory Technician,Very High,Married,8.579416534596369,69.94283380018285,1.0,No,4.358898943540674,Excellent,Very High,0.0,1.0,1.0,Better,2.8284271247461903,0.0,0.0,1.0
385,39.5,No,Research & Development,2.6457513110645907,Below College,Medical,Low,Female,Medium,1.0,Laboratory Technician,Very High,Divorced,8.336630087637149,77.80745465570763,2.449489742783178,No,3.7416573867739413,Excellent,High,1.7320508075688772,2.8284271247461903,6.0,Better,1.0,1.7320508075688772,0.0,1.7320508075688772
386,60.0,No,Research & Development,1.4142135623730951,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Single,8.595079730073309,106.24499988234741,1.0,No,3.7416573867739413,Excellent,Very High,0.0,2.0,1.0,Better,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951
387,45.0,Yes,Human Resources,4.47213595499958,College,Medical,Very High,Male,High,1.0,Human Resources,Medium,Married,9.292012520620206,83.0,0.0,Yes,3.3166247903554,Excellent,High,0.0,2.449489742783178,2.0,Better,2.6457513110645907,1.0,1.0,2.0
388,34.0,No,Research & Development,1.4142135623730951,Below College,Other,Very High,Female,High,1.0,Laboratory Technician,High,Divorced,8.704336438489406,85.42833253669417,2.449489742783178,Yes,4.358898943540674,Excellent,High,1.0,2.6457513110645907,3.0,Good,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
389,28.0,No,Human Resources,3.1622776601683795,Master,Human Resources,High,Male,High,1.4142135623730951,Human Resources,High,Married,8.498621805830801,121.71277665060477,1.7320508075688772,No,3.3166247903554,MISSING,High,0.0,3.1622776601683795,3.0,Better,2.0,1.7320508075688772,1.0,1.4142135623730951
390,34.0,No,Sales,1.0,Master,Marketing,Medium,Male,Very High,1.4142135623730951,Sales Executive,Very High,Divorced,7.897668150726906,110.8061370141564,0.0,No,3.3166247903554,Excellent,Very High,1.0,4.0,4.0,Good,3.1622776601683795,1.0,0.0,3.0
391,41.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Male,High,1.4142135623730951,Research Scientist,Very High,Married,7.735870319952568,114.05261943506599,3.0,No,4.123105625617661,Outstanding,Medium,1.0,3.0,2.0,Good,2.23606797749979,1.4142135623730951,1.4142135623730951,1.0
392,39.0,No,Research & Development,1.0,Master,Medical,Medium,Male,High,1.4142135623730951,Healthcare Representative,High,Single,9.4066470133368,120.46161214262408,2.0,No,3.4641016151377544,Excellent,High,0.0,3.4641016151377544,3.0,Better,4.242640687119285,1.4142135623730951,0.0,1.7320508075688772
393,38.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Very High,Male,High,1.0,Research Scientist,Very High,Single,8.462737005620179,66.9925368977769,1.0,No,4.58257569495584,Excellent,Very High,0.0,2.23606797749979,3.0,Better,3.6055512754639887,1.7320508075688772,0.0,1.4142135623730951
394,36.0,No,Sales,4.242640687119285,Below College,Life Sciences,Low,Male,Very High,1.4142135623730951,Sales Executive,High,Married,7.758760544157663,111.70049238924598,1.4142135623730951,No,3.3166247903554,Outstanding,Medium,0.0,2.449489742783178,3.0,Good,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
395,37.0,Yes,Research & Development,1.4142135623730951,Master,Life Sciences,Very High,Male,High,2.23606797749979,Research Director,Medium,Single,8.34212526333359,160.50233643159217,2.6457513110645907,Yes,3.4641016151377544,MISSING,Very High,0.0,6.324555320336759,2.0,Better,1.0,3.8729833462074175,3.6055512754639887,2.8284271247461903
396,25.0,No,Sales,3.0,Master,Medical,Low,Male,High,1.7320508075688772,Sales Executive,Medium,Divorced,8.294049640102028,157.05413079572278,1.0,No,3.6055512754639887,Excellent,Very High,1.0,3.0,2.0,Better,2.449489742783178,2.23606797749979,2.6457513110645907,2.6457513110645907
397,30.0,No,Sales,2.23606797749979,Bachelor,Marketing,Very High,Female,High,1.0,Sales Representative,Medium,Divorced,8.510772623613315,62.52199612936234,1.0,No,3.3166247903554,MISSING,High,1.0,1.4142135623730951,2.0,Good,3.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
398,35.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,Medium,Single,8.488587934405903,103.42630226397922,2.8284271247461903,No,3.8729833462074175,MISSING,Very High,0.0,3.6055512754639887,3.0,Good,2.23606797749979,2.6457513110645907,1.0,2.6457513110645907
399,47.0,Yes,Research & Development,3.0,Bachelor,Medical,Medium,Male,High,1.0,Laboratory Technician,Low,Single,7.632401126601452,130.37637822857332,1.4142135623730951,Yes,3.3166247903554,Outstanding,High,0.0,2.0,3.0,Good,4.123105625617661,0.0,0.0,0.0
400,21.0,No,Sales,1.4142135623730951,Bachelor,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Married,7.116394144093465,54.86346689738081,2.0,Yes,3.3166247903554,Excellent,High,1.0,4.123105625617661,6.0,Good,0.0,0.0,1.0,0.0
401,30.0,Yes,Sales,2.0,Master,Medical,Very High,Male,Low,1.7320508075688772,Sales Executive,Very High,Married,9.132378830506472,160.6611340679506,1.0,No,3.3166247903554,Excellent,High,0.0,3.7416573867739413,3.0,Good,2.0,2.8284271247461903,3.0,2.8284271247461903
402,32.0,No,Sales,1.4142135623730951,Master,Life Sciences,Very High,Male,Medium,1.0,Sales Representative,Very High,Single,8.315566483564277,114.61675270221191,1.0,Yes,4.242640687119285,MISSING,Low,0.0,1.7320508075688772,3.0,Good,2.449489742783178,1.4142135623730951,1.0,1.4142135623730951
403,45.0,Yes,Sales,3.0,Master,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,135.5912976558599,0.0,Yes,4.123105625617661,Excellent,Low,0.0,2.449489742783178,3.0,Better,3.1622776601683795,1.4142135623730951,0.0,1.7320508075688772
404,34.0,No,Sales,2.8284271247461903,Bachelor,Medical,High,Female,Very High,1.4142135623730951,Sales Executive,Very High,Married,7.7102051944325325,108.13417591122614,1.0,No,3.8729833462074175,Excellent,High,1.4142135623730951,3.1622776601683795,3.0,Best,2.0,2.6457513110645907,0.0,2.8284271247461903
405,33.0,No,Sales,3.0,College,Medical,Low,Female,High,1.4142135623730951,Sales Executive,Low,Married,8.579980179515003,139.08630414242805,0.0,No,3.4641016151377544,Excellent,Very High,0.0,3.0,6.0,Best,1.7320508075688772,2.0,2.6457513110645907,1.0
406,32.0,No,Sales,5.196152422706632,Doctor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,9.320001626185704,158.98113095584645,2.6457513110645907,No,4.795831523312719,Excellent,Very High,1.0,3.1622776601683795,6.0,Good,2.6457513110645907,2.6457513110645907,2.6457513110645907,2.6457513110645907
407,54.0,No,Research & Development,3.0,Bachelor,Medical,Low,Female,High,2.23606797749979,Research Director,High,Divorced,9.765718622791232,61.11464636239009,1.4142135623730951,No,4.123105625617661,Outstanding,Medium,1.0,4.58257569495584,6.0,Best,3.1622776601683795,4.0,0.0,3.3166247903554
408,33.5,No,Human Resources,2.8284271247461903,College,Other,High,Male,High,1.4142135623730951,Human Resources,Medium,Divorced,8.507142855562735,113.27841806805037,1.4142135623730951,No,3.6055512754639887,Excellent,High,0.0,4.358898943540674,4.0,Good,2.0,0.0,2.0,2.6457513110645907
409,39.0,No,Research & Development,2.8284271247461903,Doctor,Life Sciences,Low,Male,High,2.0,Research Director,Medium,Single,9.298351249298896,94.05849243954529,1.7320508075688772,No,3.3166247903554,Outstanding,High,0.0,3.0,2.0,Best,2.449489742783178,1.4142135623730951,1.0,0.0
410,30.0,Yes,Sales,2.0,Master,Marketing,Very High,Male,Medium,1.4142135623730951,Sales Executive,Very High,Single,9.044757931186505,91.9238815542512,1.0,Yes,3.4641016151377544,Outstanding,Medium,0.0,2.8284271247461903,2.0,Better,3.3166247903554,2.6457513110645907,2.6457513110645907,2.0
411,39.5,No,Sales,2.6457513110645907,Master,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,Low,Divorced,9.73115592977152,112.96459622377267,2.6457513110645907,No,3.7416573867739413,Excellent,Medium,1.4142135623730951,2.8284271247461903,4.0,Better,4.358898943540674,1.4142135623730951,0.0,1.4142135623730951
412,46.0,No,Research & Development,3.6055512754639887,Master,Medical,High,Male,Medium,2.0,Manager,Medium,Divorced,9.275472466913962,131.65864954495015,2.449489742783178,Yes,3.6055512754639887,Excellent,Very High,1.4142135623730951,4.58257569495584,5.0,Better,2.7386127875258306,3.0,3.8729833462074175,1.4142135623730951
413,30.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Medium,Female,High,1.4142135623730951,Manufacturing Director,Low,Married,8.296795865770052,71.0,1.4142135623730951,Yes,4.0,Outstanding,Medium,1.0,4.242640687119285,2.0,Better,3.4641016151377544,0.0,0.0,0.0
414,53.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Very High,Single,7.8038433035387715,57.445626465380286,2.6457513110645907,No,3.8729833462074175,Excellent,Medium,0.0,2.449489742783178,4.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
415,45.0,No,Research & Development,2.449489742783178,College,Other,Very High,Male,Medium,1.0,Laboratory Technician,High,Married,7.761319180947987,127.96874618437113,1.0,No,3.3166247903554,Excellent,Medium,1.0,2.23606797749979,2.0,Better,4.123105625617661,2.0,0.0,2.0
416,31.0,Yes,Research & Development,1.0,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,High,Single,8.627302414096267,140.559595901525,0.0,No,3.7416573867739413,Outstanding,Very High,0.0,2.6457513110645907,2.0,Good,3.0,1.4142135623730951,1.0,2.23606797749979
417,47.0,No,Research & Development,1.0,College,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Very High,Single,8.606485298894999,123.0690862889621,1.0,Yes,3.4641016151377544,Excellent,High,0.0,3.8729833462074175,4.0,Better,2.8284271247461903,3.7416573867739413,2.8284271247461903,3.4641016151377544
418,45.5,No,Research & Development,3.1622776601683795,Master,Technical Degree,Very High,Female,High,1.7320508075688772,Healthcare Representative,High,Married,8.336630087637149,75.80897044545586,1.7320508075688772,No,3.4641016151377544,Outstanding,Low,0.0,3.1622776601683795,3.0,Better,1.4142135623730951,2.6457513110645907,1.0,2.6457513110645907
419,39.5,Yes,Sales,2.0,Bachelor,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Medium,Single,7.632401126601452,97.76502442080195,1.0,No,4.242640687119285,Excellent,High,0.0,2.8284271247461903,2.0,Better,3.1622776601683795,2.6457513110645907,2.6457513110645907,2.6457513110645907
420,49.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Medium,2.0,Research Director,Very High,Divorced,9.544237868224927,58.5064099052403,1.7320508075688772,No,3.7416573867739413,MISSING,Medium,1.4142135623730951,3.0,2.0,Good,2.6457513110645907,2.6457513110645907,1.0,2.6457513110645907
421,38.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Very High,Married,7.867105500316738,119.2560271013587,1.0,Yes,3.4641016151377544,Excellent,Medium,1.0,1.4142135623730951,2.0,Better,2.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
422,28.0,No,Research & Development,1.7320508075688772,Master,Medical,High,Male,High,2.0,Research Director,High,Married,7.614805364711072,144.96896219536097,1.7320508075688772,Yes,4.0,Excellent,Very High,1.7320508075688772,4.58257569495584,2.0,Good,2.0,1.7320508075688772,1.0,1.7320508075688772
423,30.0,No,Sales,1.7320508075688772,College,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,7.632401126601452,59.0508255657785,1.0,No,3.7416573867739413,MISSING,Low,1.0,2.449489742783178,2.0,Good,1.0,0.0,1.0,1.4142135623730951
424,36.0,No,Research & Development,2.6457513110645907,Below College,Medical,Very High,Male,Medium,1.0,Research Scientist,Very High,Married,8.265135629937385,164.00304875214977,1.0,No,3.3166247903554,Outstanding,High,1.4142135623730951,1.4142135623730951,2.0,Better,3.1622776601683795,1.4142135623730951,1.4142135623730951,1.0
425,42.0,No,Research & Development,1.7320508075688772,Bachelor,Technical Degree,High,Male,High,1.0,Research Scientist,Medium,Married,9.790374843904484,96.20810776644556,1.0,No,3.4641016151377544,Excellent,High,0.0,3.4641016151377544,3.0,Good,4.47213595499958,3.1622776601683795,0.0,2.6457513110645907
426,32.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Low,Male,Medium,1.4142135623730951,Healthcare Representative,High,Single,7.632401126601452,114.53820323368096,1.4142135623730951,No,3.6055512754639887,Outstanding,Very High,0.0,4.358898943540674,2.0,Better,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
427,43.0,No,Research & Development,4.242640687119285,Doctor,Life Sciences,Medium,Male,Very High,1.4142135623730951,Research Scientist,Low,Married,9.75027809628562,162.2097407679329,1.0,No,3.3166247903554,Outstanding,Very High,0.0,4.0,5.0,Better,2.0,3.8729833462074175,1.0,3.1622776601683795
428,59.0,No,Research & Development,4.69041575982343,Bachelor,Life Sciences,Medium,Male,Very High,1.7320508075688772,Manager,Medium,Divorced,9.384629757072872,138.20274961085252,2.6457513110645907,No,4.242640687119285,Excellent,Medium,1.0,3.1622776601683795,1.0,Good,2.449489742783178,2.6457513110645907,2.449489742783178,1.4142135623730951
429,45.0,Yes,Research & Development,3.0,Master,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,8.477412321404392,147.75317255477125,1.7320508075688772,No,3.7416573867739413,Excellent,Medium,0.0,3.8729833462074175,3.0,Bad,2.8284271247461903,2.0,1.0,0.0
430,36.0,Yes,Sales,3.3166247903554,Bachelor,Marketing,High,Male,High,1.7320508075688772,Sales Executive,Very High,Married,9.087833697483386,76.55063683601854,1.0,No,4.242640687119285,MISSING,Low,1.4142135623730951,3.0,2.0,Best,1.7320508075688772,2.8284271247461903,2.6457513110645907,2.6457513110645907
431,51.0,No,Research & Development,5.385164807134505,Doctor,Life Sciences,Very High,Female,High,1.4142135623730951,Laboratory Technician,Very High,Single,7.950854857719988,73.86474125047754,1.0,No,3.3166247903554,Excellent,Very High,0.0,3.1622776601683795,6.0,Better,2.6457513110645907,1.7320508075688772,3.0,3.0
432,34.0,Yes,Research & Development,3.8729833462074175,Below College,Medical,Medium,Female,High,1.7320508075688772,Manager,High,Married,8.336630087637149,156.90442951045068,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.0,3.8729833462074175,2.0,Best,2.0,2.449489742783178,2.6457513110645907,2.6457513110645907
433,42.0,No,Research & Development,2.6457513110645907,College,Life Sciences,High,Female,Medium,1.7320508075688772,Manufacturing Director,High,Married,7.632401126601452,118.46518475906751,1.0,No,4.898979485566356,Excellent,Low,1.0,3.1622776601683795,5.0,Better,2.23606797749979,3.0,2.8284271247461903,3.0
434,28.0,No,Sales,1.0,Doctor,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,8.156223323194624,63.31666447310692,2.23606797749979,Yes,4.58257569495584,Excellent,High,1.0,3.0,3.0,Good,0.0,1.7320508075688772,1.0,1.7320508075688772
435,46.0,No,Research & Development,1.4142135623730951,Master,Technical Degree,Medium,Male,High,1.0,Research Scientist,Medium,Married,9.148039345778805,77.92945527847607,1.0,No,3.3166247903554,Excellent,High,1.0,2.449489742783178,3.0,Good,2.0,1.7320508075688772,1.0,1.4142135623730951
436,29.0,No,Sales,5.385164807134505,Master,Life Sciences,Low,Female,High,1.0,Sales Representative,Very High,Divorced,7.9976631270200995,140.6698261888455,1.4142135623730951,No,3.8729833462074175,Excellent,Medium,1.4142135623730951,4.0,2.0,Good,2.23606797749979,2.8284271247461903,0.0,0.0
437,40.0,No,Research & Development,1.0,College,Medical,Medium,Male,Medium,1.0,Laboratory Technician,High,Divorced,9.180396495603107,142.96503068932626,1.0,No,3.4641016151377544,Excellent,High,1.7320508075688772,1.0,2.0,Good,1.0,1.0,0.0,0.0
438,27.5,No,Research & Development,4.358898943540674,College,Life Sciences,High,Male,High,1.4142135623730951,Research Scientist,Low,Divorced,8.262300941787446,140.98581488930012,1.4142135623730951,No,4.0,Excellent,Low,1.4142135623730951,4.123105625617661,2.0,Good,1.4142135623730951,0.0,0.0,0.0
439,51.5,No,Research & Development,1.4142135623730951,Below College,Medical,Low,Female,Very High,1.0,Research Scientist,Low,Single,9.02014792080166,147.07821048680188,2.6457513110645907,No,3.6055512754639887,Excellent,High,0.0,2.449489742783178,2.0,Good,2.6457513110645907,1.7320508075688772,0.0,1.0
440,29.0,No,Research & Development,3.0,Bachelor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,High,Married,9.259511415982633,153.15678241592832,1.0,Yes,4.47213595499958,Excellent,Medium,1.0,4.123105625617661,0.0,Better,2.449489742783178,3.7416573867739413,2.23606797749979,3.8729833462074175
441,47.0,Yes,Sales,5.0,Master,Marketing,Very High,Male,Medium,1.7320508075688772,Sales Executive,Medium,Single,9.379998754816741,131.2821389222464,1.4142135623730951,Yes,3.4641016151377544,Excellent,High,0.0,3.0,2.0,Better,3.1622776601683795,2.0,1.0,0.0
442,41.0,No,Research & Development,5.0,Master,Medical,High,Male,High,1.7320508075688772,Healthcare Representative,High,Divorced,8.737131611781496,83.51646544245034,1.0,Yes,3.3166247903554,MISSING,High,1.0,4.0,3.0,Good,3.7416573867739413,3.1622776601683795,3.1622776601683795,1.0
443,46.0,Yes,Sales,3.6055512754639887,Doctor,Marketing,Medium,Female,Medium,1.4142135623730951,Sales Executive,Low,Divorced,9.84940088663236,93.04837451562494,2.23606797749979,Yes,3.6055512754639887,Excellent,Medium,1.7320508075688772,4.0,2.0,Better,2.7386127875258306,1.4142135623730951,1.4142135623730951,1.4142135623730951
444,19.0,No,Research & Development,3.0,Bachelor,Life Sciences,High,Female,Very High,1.0,Research Scientist,High,Married,7.301822342137933,149.58609561052126,2.449489742783178,No,4.242640687119285,Excellent,Low,1.4142135623730951,2.23606797749979,3.0,Good,1.0,0.0,0.0,0.0
445,34.0,No,Research & Development,2.8284271247461903,Doctor,Life Sciences,Low,Male,Low,1.0,Laboratory Technician,High,Married,9.18245516848665,76.60939890117922,1.0,No,4.358898943540674,Excellent,Very High,1.7320508075688772,1.7320508075688772,2.0,Better,3.8729833462074175,1.4142135623730951,1.0,1.4142135623730951
446,30.0,No,Human Resources,2.449489742783178,College,Medical,Medium,Female,High,1.0,Human Resources,High,Married,9.035272443893538,160.17802595861892,2.8284271247461903,No,4.123105625617661,Excellent,Very High,0.0,2.6457513110645907,5.0,Good,2.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
447,35.0,Yes,Research & Development,1.4142135623730951,Bachelor,Medical,High,Female,High,1.4142135623730951,Manufacturing Director,Medium,Married,9.081256218564645,87.48142660016468,2.0,No,3.3166247903554,Excellent,Low,1.4142135623730951,2.6457513110645907,3.0,Better,3.1622776601683795,1.4142135623730951,1.0,2.0
448,40.0,No,Sales,5.385164807134505,Master,Technical Degree,High,Female,High,1.7320508075688772,Sales Executive,Medium,Married,9.853929593687784,133.4128929301812,1.7320508075688772,No,3.4641016151377544,Excellent,Medium,1.0,3.0,2.0,Better,4.47213595499958,1.4142135623730951,1.0,1.7320508075688772
449,53.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Very High,Female,High,2.0,Manager,High,Divorced,8.400659375160286,140.46351839534705,1.4142135623730951,Yes,3.7416573867739413,Excellent,High,1.7320508075688772,4.58257569495584,3.0,Better,2.0,0.0,0.0,1.4142135623730951
450,45.0,No,Research & Development,2.6457513110645907,Bachelor,Medical,Very High,Male,Medium,1.4142135623730951,Healthcare Representative,Low,Single,9.182352335436015,152.9640480635891,2.8284271247461903,No,4.358898943540674,MISSING,Low,0.0,3.0,2.0,Bad,1.0,2.449489742783178,0.0,2.6457513110645907
451,21.5,No,Sales,4.58257569495584,Master,Life Sciences,Very High,Male,Very High,1.4142135623730951,Sales Executive,Very High,Single,8.745761999375512,141.14177269681716,1.0,No,3.4641016151377544,Outstanding,Very High,0.0,3.1622776601683795,3.0,Better,1.4142135623730951,2.6457513110645907,2.23606797749979,2.6457513110645907
452,39.5,Yes,Sales,3.0,College,Medical,High,Male,Medium,1.7320508075688772,Sales Executive,Very High,Single,7.8244459308776175,116.60188677718729,1.0,No,4.0,Excellent,Very High,0.0,3.0,4.0,Better,1.5811388300841898,2.8284271247461903,2.0,2.6457513110645907
453,31.0,No,Research & Development,3.3166247903554,Bachelor,Medical,Low,Female,High,1.0,Laboratory Technician,High,Single,8.745761999375512,138.2244551445221,2.0,No,4.242640687119285,Excellent,Low,0.0,2.8284271247461903,2.0,Better,3.3166247903554,1.4142135623730951,0.0,1.4142135623730951
454,46.0,No,Sales,1.0,College,Life Sciences,Medium,Female,High,1.4142135623730951,Sales Executive,Very High,Married,8.138272638530186,53.13191131514093,1.0,Yes,3.7416573867739413,Excellent,Very High,1.0,4.242640687119285,0.0,Good,2.6457513110645907,3.7416573867739413,2.0,3.3166247903554
455,27.0,No,Sales,2.0,Master,Life Sciences,Very High,Female,Medium,1.4142135623730951,Sales Executive,High,Married,7.774435510302958,120.78907235342108,2.0,No,3.7416573867739413,Excellent,High,1.0,4.123105625617661,3.0,Best,2.23606797749979,3.3166247903554,2.23606797749979,3.0
456,57.5,No,Research & Development,4.47213595499958,Bachelor,Medical,Medium,Male,Low,1.7320508075688772,Healthcare Representative,Low,Divorced,8.080237416216702,140.9361557585561,1.4142135623730951,Yes,4.242640687119285,Excellent,Medium,1.0,4.898979485566356,4.0,Better,1.5811388300841898,2.6457513110645907,0.0,2.6457513110645907
457,27.0,No,Research & Development,1.7320508075688772,College,Life Sciences,Low,Female,High,1.0,Laboratory Technician,Very High,Divorced,8.336630087637149,50.60632371551997,2.23606797749979,No,4.69041575982343,Excellent,Low,1.0,2.6457513110645907,2.0,Better,1.4142135623730951,0.0,0.0,0.0
458,35.0,No,Sales,1.0,Below College,Medical,Medium,Male,High,1.7320508075688772,Sales Executive,Very High,Married,9.73115592977152,81.23422923866515,1.0,No,3.7416573867739413,Excellent,Very High,1.0,3.3166247903554,3.0,Better,1.0,3.1622776601683795,2.0,1.0
459,33.0,No,Sales,5.291502622129181,College,Marketing,Low,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.7306140660637395,86.18584570566097,1.0,No,4.47213595499958,MISSING,Very High,1.4142135623730951,2.449489742783178,4.0,Best,2.0,1.7320508075688772,1.0,2.0
460,31.0,No,Sales,5.0990195135927845,Bachelor,Life Sciences,High,Male,Medium,1.4142135623730951,Sales Executive,Low,Married,8.685246776412487,155.66630977832037,1.0,No,3.3166247903554,Outstanding,High,1.0,2.23606797749979,3.0,Better,2.6457513110645907,1.7320508075688772,0.0,2.0
461,30.0,No,Research & Development,2.8284271247461903,Below College,Life Sciences,High,Male,High,1.0,Laboratory Technician,High,Married,8.157943507105037,133.68619973654722,1.0,No,3.3166247903554,Excellent,Low,1.0,2.8284271247461903,2.0,Better,3.1622776601683795,1.7320508075688772,0.0,2.6457513110645907
