Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37.0,No,Sales,2.0,Below College,Medical,Very High,Female,High,1.4142135623730951,Sales Executive,High,Married,8.013674142832683,123.33288288206028,1.0,Yes,3.4641016151377544,Outstanding,High,1.4142135623730951,2.23606797749979,1.0,Better,1.5811388300841898,2.0,0.0,1.7320508075688772
36.0,Yes,Sales,5.196152422706632,Bachelor,Marketing,Medium,Female,High,1.7320508075688772,Sales Executive,Very High,Married,9.089076284483145,156.60459763365824,1.0,No,4.69041575982343,Excellent,Very High,1.7320508075688772,3.1622776601683795,2.0,Good,3.741657386773941,2.0,1.0,3.0
37.0,No,Research & Development,4.69041575982343,Bachelor,Medical,Very High,Female,High,1.7320508075688772,Manufacturing Director,Low,Single,9.528357644224037,71.2951611261241,1.0,Yes,3.6055512754639887,Outstanding,High,0.0,4.58257569495584,2.0,Better,4.0,2.449489742783178,1.4142135623730951,2.8284271247461903
25.0,No,Sales,3.3166247903554,Bachelor,Medical,High,Male,Very High,1.0,Sales Representative,Very High,Married,8.336630087637149,80.78985084773953,2.8284271247461903,No,3.741657386773941,Excellent,Medium,1.0,2.23606797749979,3.0,Better,2.6457513110645907,0.0,0.0,0.0
27.0,No,Research & Development,4.795831523312719,Master,Life Sciences,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Divorced,8.310414994188294,137.47363383572866,3.0,No,3.741657386773941,Excellent,Medium,1.0,3.1622776601683795,3.0,Better,2.6457513110645907,1.4142135623730951,1.0,1.4142135623730951
34.0,No,Research & Development,1.4142135623730951,Master,Technical Degree,High,Female,High,1.7320508075688772,Healthcare Representative,High,Single,8.999989642460726,80.12490249604052,0.0,No,5.0,Excellent,Very High,0.0,4.47213595499958,3.0,Better,2.0,2.449489742783178,3.3166247903554,2.8284271247461903
36.0,No,Research & Development,3.4641016151377544,Bachelor,Life Sciences,Low,Male,Medium,2.0,Research Director,Medium,Divorced,8.732465848349879,65.91661399070799,1.0,No,3.3166247903554,Excellent,High,1.0,5.0,1.0,Better,4.242640687119285,3.1622776601683795,1.7320508075688772,3.0
22.0,No,Research & Development,2.6457513110645907,Bachelor,Other,High,Male,High,1.7320508075688772,Manufacturing Director,High,Single,8.471149252914831,137.3644786689776,1.7320508075688772,No,4.58257569495584,MISSING,Medium,0.0,4.123105625617661,3.0,Best,1.4142135623730951,2.23606797749979,1.0,2.449489742783178
28.0,No,Research & Development,1.4142135623730951,Below College,Life Sciences,Low,Male,Medium,1.0,Research Scientist,Medium,Married,8.071218539969863,141.10634287656953,0.0,No,4.123105625617661,Excellent,Low,0.0,2.449489742783178,2.0,Bad,2.23606797749979,1.7320508075688772,0.0,2.0
39.5,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Low,1.4142135623730951,Research Scientist,Low,Married,9.035272443893538,75.9670981412348,1.0,No,4.58257569495584,Excellent,Medium,0.0,3.1622776601683795,2.0,Better,2.8284271247461903,2.8284271247461903,2.8284271247461903,2.6457513110645907
38.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Very High,Male,Medium,1.4142135623730951,Research Scientist,Medium,Divorced,8.902591637374087,134.59197598668354,1.0,Yes,4.0,Excellent,High,1.0,4.47213595499958,2.0,Better,1.0,3.3166247903554,0.0,2.6457513110645907
25.0,No,Research & Development,4.123105625617661,Doctor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Research Director,Low,Divorced,7.647786045440933,148.25990692024598,2.23606797749979,No,3.8729833462074175,Excellent,High,1.7320508075688772,4.358898943540674,1.0,Better,2.6457513110645907,3.3166247903554,1.0,3.3166247903554
29.0,No,Sales,1.0,Doctor,Marketing,High,Male,High,1.7320508075688772,Sales Executive,Medium,Married,9.387230538772931,106.95326081985529,1.0,No,3.6055512754639887,Excellent,Low,1.4142135623730951,3.1622776601683795,2.0,Better,3.1622776601683795,2.8284271247461903,0.0,2.449489742783178
26.0,No,Sales,3.8729833462074175,Master,Marketing,Very High,Male,Low,1.4142135623730951,Sales Executive,Very High,Divorced,7.604396348796338,102.15674231297709,1.0,No,4.898979485566356,Excellent,Low,1.0,3.8729833462074175,3.0,Good,2.23606797749979,3.4641016151377544,3.3166247903554,3.3166247903554
44.0,No,Research & Development,3.1622776601683795,Master,Life Sciences,High,Male,Very High,1.4142135623730951,Manufacturing Director,Very High,Divorced,7.632401126601452,130.38404810405294,1.0,No,3.6055512754639887,Excellent,Low,1.0,3.0,2.0,Better,1.5811388300841898,2.6457513110645907,2.6457513110645907,1.4142135623730951
53.0,No,Research & Development,2.8284271247461903,Bachelor,Life Sciences,High,Female,High,1.0,Research Scientist,Low,Divorced,9.470008697972764,118.06354221350469,2.0,Yes,4.242640687119285,MISSING,High,1.0,4.358898943540674,2.0,Better,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951
33.5,No,Research & Development,2.23606797749979,College,Medical,Low,Male,High,2.23606797749979,Research Director,Low,Married,8.390041405755753,92.24424101265076,2.0,No,3.3166247903554,Excellent,High,1.0,4.898979485566356,3.0,Good,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
52.0,No,Human Resources,5.0990195135927845,Master,Life Sciences,Very High,Male,High,2.23606797749979,Manager,High,Married,9.746775261248594,72.24956747275377,1.7320508075688772,No,3.3166247903554,Excellent,High,1.0,5.196152422706632,2.0,Better,3.0,1.4142135623730951,1.0,0.0
37.0,No,Research & Development,2.0,Bachelor,Medical,Low,Male,High,1.4142135623730951,Manufacturing Director,High,Single,8.75573753930647,56.0357029044876,0.0,No,3.6055512754639887,Excellent,Very High,0.0,3.1622776601683795,2.0,Bad,2.449489742783178,1.4142135623730951,1.7320508075688772,2.8284271247461903
50.0,No,Research & Development,1.7320508075688772,Bachelor,Other,High,Male,High,1.7320508075688772,Manufacturing Director,High,Married,8.336630087637149,98.01020355044672,1.0,No,3.8729833462074175,MISSING,High,1.0,3.1622776601683795,3.0,Better,1.7320508075688772,2.6457513110645907,2.6457513110645907,2.8284271247461903
25.0,No,Research & Development,1.7320508075688772,Bachelor,Life Sciences,High,Male,Low,2.23606797749979,Research Director,Very High,Married,7.788626065625031,136.4734406395618,1.7320508075688772,No,3.741657386773941,Excellent,Medium,1.0,5.0,2.0,Better,1.0,2.6457513110645907,0.0,2.6457513110645907
33.0,No,Research & Development,2.449489742783178,Bachelor,Other,High,Male,Medium,1.0,Research Scientist,Medium,Married,8.336630087637149,152.64337522473747,1.0,No,4.358898943540674,Excellent,High,0.0,2.23606797749979,2.0,Good,3.1622776601683795,2.0,2.0,1.7320508075688772
45.0,No,Research & Development,2.8284271247461903,College,Life Sciences,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Divorced,8.745761999375512,94.02659198333204,1.7320508075688772,Yes,4.242640687119285,Excellent,High,0.0,2.8284271247461903,2.0,Better,2.449489742783178,1.4142135623730951,1.4142135623730951,1.4142135623730951
32.0,No,Research & Development,2.449489742783178,Bachelor,Medical,High,Male,High,1.7320508075688772,Research Director,Low,Married,8.577158772583669,121.82774724995943,3.0,No,3.6055512754639887,Excellent,Medium,1.0,4.242640687119285,2.0,Best,3.1622776601683795,2.6457513110645907,2.23606797749979,2.6457513110645907
25.0,No,Research & Development,3.1622776601683795,Master,Life Sciences,High,Male,High,1.4142135623730951,Manufacturing Director,Medium,Single,8.486940148245216,145.3375381654719,1.4142135623730951,Yes,3.4641016151377544,Outstanding,Very High,0.0,4.242640687119285,2.0,Good,1.7320508075688772,0.0,0.0,1.0
35.0,Yes,Sales,3.3166247903554,Master,Other,Very High,Male,Very High,1.4142135623730951,Sales Executive,High,Married,7.632401126601452,154.64152094440868,2.8284271247461903,No,3.4641016151377544,Excellent,Very High,0.0,2.449489742783178,3.0,Better,2.449489742783178,1.4142135623730951,1.0,1.4142135623730951
22.0,No,Sales,1.0,Bachelor,Marketing,High,Male,High,1.7320508075688772,Sales Executive,High,Single,7.812782818577582,95.37295214053093,1.0,No,3.741657386773941,MISSING,Low,0.0,3.1622776601683795,2.0,Best,1.0,2.6457513110645907,0.0,2.8284271247461903
34.0,No,Research & Development,3.1622776601683795,Master,Life Sciences,Very High,Male,Very High,1.0,Laboratory Technician,High,Married,8.460411177317253,149.98333240730454,1.7320508075688772,Yes,3.6055512754639887,Excellent,High,1.0,3.1622776601683795,3.0,Better,3.0,2.6457513110645907,1.0,2.6457513110645907
57.5,No,Sales,2.6457513110645907,Master,Marketing,Medium,Female,Very High,1.4142135623730951,Sales Executive,Very High,Divorced,7.967626739333816,104.36953578511309,0.0,Yes,4.242640687119285,Excellent,Medium,1.0,3.4641016151377544,4.0,Better,2.449489742783178,2.6457513110645907,1.0,3.0
34.0,No,Sales,3.741657386773941,Master,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.609590040682205,108.74281585465772,1.4142135623730951,No,3.4641016151377544,Excellent,Very High,0.0,4.47213595499958,3.0,Better,1.4142135623730951,2.6457513110645907,1.0,2.6457513110645907
28.0,No,Human Resources,1.7320508075688772,Bachelor,Medical,Low,Male,High,2.23606797749979,Manager,Medium,Married,9.442562587223595,89.43712875534409,1.0,No,3.3166247903554,Excellent,High,1.0,5.656854249492381,2.0,Better,1.7320508075688772,2.23606797749979,3.1622776601683795,2.6457513110645907
19.0,No,Research & Development,1.4142135623730951,Below College,Life Sciences,Medium,Female,High,2.23606797749979,Research Director,Very High,Married,8.745761999375512,117.20921465482141,1.7320508075688772,No,3.8729833462074175,Outstanding,Very High,0.0,5.291502622129181,2.0,Better,1.0,2.0,2.0,1.7320508075688772
36.0,No,Research & Development,2.6457513110645907,College,Medical,Very High,Male,High,1.4142135623730951,Manufacturing Director,High,Single,7.607381425639791,152.87576655572332,2.449489742783178,No,3.741657386773941,Excellent,Medium,0.0,2.8284271247461903,3.0,Better,1.5811388300841898,1.4142135623730951,1.4142135623730951,1.0
35.0,No,Research & Development,2.23606797749979,Master,Technical Degree,Low,Male,High,1.4142135623730951,Healthcare Representative,High,Married,8.336630087637149,146.74467622370497,1.4142135623730951,No,3.741657386773941,Excellent,Medium,1.0,4.47213595499958,2.0,Good,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951
31.0,No,Sales,1.4142135623730951,Master,Medical,Very High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,8.39479954320217,62.61788881781308,1.0,No,3.741657386773941,Outstanding,High,1.4142135623730951,2.449489742783178,2.0,Better,3.3166247903554,1.4142135623730951,0.0,2.0
45.0,Yes,Sales,2.449489742783178,College,Marketing,Very High,Male,Low,1.0,Sales Representative,High,Divorced,8.769351707798972,110.69326989478628,0.0,No,4.0,Excellent,Very High,1.0,1.7320508075688772,1.0,Good,1.7320508075688772,1.4142135623730951,1.0,0.0
57.5,No,Research & Development,1.7320508075688772,Below College,Life Sciences,Low,Female,High,1.4142135623730951,Healthcare Representative,Very High,Single,8.412943170042439,149.21796138535063,0.0,No,4.123105625617661,Excellent,High,0.0,2.6457513110645907,3.0,Good,1.0,1.4142135623730951,0.0,2.0
47.0,No,Research & Development,4.58257569495584,College,Technical Degree,High,Male,Medium,1.0,Laboratory Technician,Low,Divorced,9.814656338829511,100.17983829094557,0.0,No,3.741657386773941,MISSING,Medium,1.7320508075688772,1.4142135623730951,3.0,Better,1.7320508075688772,1.0,0.0,0.0
32.0,No,Research & Development,4.242640687119285,Below College,Life Sciences,Medium,Female,High,1.0,Laboratory Technician,High,Married,8.745761999375512,115.13904637437292,0.0,No,3.4641016151377544,Excellent,High,1.0,2.449489742783178,4.0,Better,2.8284271247461903,1.7320508075688772,1.0,1.4142135623730951
29.0,No,Sales,2.6457513110645907,Bachelor,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,8.336630087637149,84.51627062288065,2.0,No,3.4641016151377544,Outstanding,Very High,1.7320508075688772,3.6055512754639887,3.0,Better,3.1622776601683795,2.6457513110645907,1.0,2.6457513110645907
55.0,No,Research & Development,2.23606797749979,Bachelor,Life Sciences,High,Female,High,1.0,Research Scientist,Medium,Single,9.599405058716568,144.69968901141425,1.0,Yes,3.4641016151377544,Excellent,Medium,0.0,2.0,4.0,Good,2.23606797749979,1.7320508075688772,1.0,1.4142135623730951
37.0,No,Research & Development,2.6457513110645907,College,Technical Degree,Medium,Male,Very High,1.0,Research Scientist,High,Married,9.407960966059306,137.34263722529872,1.0,No,3.6055512754639887,Excellent,High,0.0,3.1622776601683795,1.0,Better,3.1622776601683795,2.449489742783178,0.0,2.8284271247461903
35.0,No,Human Resources,3.1622776601683795,Bachelor,Human Resources,High,Male,High,2.0,Manager,Low,Married,7.722234744709607,128.90306435457614,0.0,No,3.741657386773941,Excellent,High,1.0,4.58257569495584,2.0,Better,2.8284271247461903,2.6457513110645907,0.0,3.0
40.0,No,Sales,2.8284271247461903,Master,Technical Degree,Low,Male,High,1.4142135623730951,Sales Executive,Very High,Divorced,8.446985296372741,161.09624452481813,2.0,No,3.6055512754639887,Excellent,Very High,1.4142135623730951,3.4641016151377544,4.0,Better,3.0,2.6457513110645907,0.0,2.6457513110645907
22.0,No,Research & Development,1.0,Bachelor,Life Sciences,High,Male,High,1.4142135623730951,Manufacturing Director,Medium,Divorced,8.267192185932146,163.60623460002984,1.0,No,4.47213595499958,Excellent,Low,1.0,2.449489742783178,3.0,Bad,1.4142135623730951,2.23606797749979,1.0,2.0
50.0,No,Research & Development,2.0,Master,Technical Degree,Very High,Male,High,2.23606797749979,Manager,Low,Divorced,7.632401126601452,136.2901317043901,2.0,No,3.6055512754639887,Excellent,Very High,1.0,5.291502622129181,3.0,Better,2.449489742783178,1.4142135623730951,2.0,1.4142135623730951
33.0,No,Research & Development,2.0,College,Medical,Low,Male,Medium,2.23606797749979,Manager,High,Married,9.36657459400682,110.10903686800644,1.4142135623730951,No,3.6055512754639887,Excellent,High,1.0,4.795831523312719,3.0,Best,3.6055512754639887,0.0,0.0,0.0
33.5,No,Research & Development,3.4641016151377544,Bachelor,Life Sciences,Low,Male,Medium,1.4142135623730951,Healthcare Representative,Low,Divorced,7.8473718361597875,65.45227268781429,1.4142135623730951,No,3.8729833462074175,Excellent,High,1.0,3.6055512754639887,4.0,Good,1.0,1.7320508075688772,1.0,1.4142135623730951
51.0,No,Research & Development,5.385164807134505,Bachelor,Technical Degree,Medium,Male,High,1.7320508075688772,Manufacturing Director,Very High,Married,8.336630087637149,121.3260071048248,2.0,Yes,4.242640687119285,Excellent,Very High,1.4142135623730951,3.1622776601683795,2.0,Best,2.0,1.0,1.0,1.4142135623730951
41.0,Yes,Research & Development,5.0,Bachelor,Medical,Low,Female,Medium,1.0,Research Scientist,Medium,Single,8.745761999375512,54.70831746635972,2.0,Yes,4.47213595499958,Excellent,Medium,0.0,2.23606797749979,3.0,Better,4.242640687119285,1.4142135623730951,1.4142135623730951,1.4142135623730951
29.0,Yes,Research & Development,1.4142135623730951,College,Life Sciences,Low,Female,High,1.0,Laboratory Technician,Low,Married,7.681560362559536,146.6594695203825,2.6457513110645907,No,4.47213595499958,Excellent,Low,0.0,3.6055512754639887,2.0,Best,2.23606797749979,2.6457513110645907,1.0,2.6457513110645907
39.0,No,Research & Development,3.4641016151377544,Bachelor,Medical,Medium,Female,High,1.0,Laboratory Technician,Medium,Divorced,8.557182839632398,94.61500938011896,2.8284271247461903,No,4.69041575982343,Excellent,Medium,1.7320508075688772,2.6457513110645907,3.0,Good,2.23606797749979,1.7320508075688772,0.0,2.0
39.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Medium,2.23606797749979,Research Director,Very High,Single,9.294681520409933,93.45052166788584,2.449489742783178,No,3.4641016151377544,Excellent,High,0.0,5.0,2.0,Best,4.58257569495584,0.0,0.0,0.0
40.0,Yes,Research & Development,4.123105625617661,Master,Life Sciences,Very High,Male,High,1.0,Research Scientist,High,Single,8.372629740224884,160.2529250903084,1.0,Yes,3.6055512754639887,Excellent,Very High,0.0,2.8284271247461903,2.0,Better,0.0,1.4142135623730951,2.6457513110645907,2.6457513110645907
38.0,No,Sales,4.242640687119285,Doctor,Life Sciences,Medium,Female,High,1.7320508075688772,Sales Executive,Low,Married,7.6652847184713515,105.02856754235964,1.0,No,4.69041575982343,MISSING,Very High,1.0,3.0,3.0,Good,4.47213595499958,2.8284271247461903,1.0,2.8284271247461903
55.0,No,Human Resources,5.0990195135927845,Master,Human Resources,High,Male,Very High,2.23606797749979,Manager,Medium,Married,9.854192260811251,160.65802189744525,2.0,Yes,4.242640687119285,Excellent,Low,1.0,5.916079783099617,3.0,Better,1.0,3.0,1.0,2.0
36.0,Yes,Research & Development,3.1622776601683795,Bachelor,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Low,Single,8.595264726836392,131.36970731489052,1.0,No,3.6055512754639887,Outstanding,Low,0.0,1.0,4.0,Good,3.8729833462074175,0.0,1.0,0.0
50.0,No,Research & Development,1.4142135623730951,College,Medical,Low,Female,High,1.4142135623730951,Manufacturing Director,Very High,Divorced,8.745761999375512,85.9592926913664,2.23606797749979,No,3.6055512754639887,Excellent,High,1.7320508075688772,4.47213595499958,2.0,Better,1.5811388300841898,0.0,0.0,2.0
57.5,No,Research & Development,5.0,Master,Medical,High,Female,Medium,2.0,Manufacturing Director,Very High,Married,8.23217423638394,137.94201680416305,1.7320508075688772,No,4.69041575982343,Excellent,High,0.0,5.5677643628300215,2.0,Better,2.449489742783178,2.8284271247461903,0.0,0.0
35.0,No,Sales,3.1622776601683795,College,Life Sciences,Low,Male,High,1.4142135623730951,Sales Executive,Very High,Married,8.369157112588834,77.34339015067803,1.0,No,3.3166247903554,Excellent,High,1.0,3.1622776601683795,3.0,Better,3.8729833462074175,2.6457513110645907,1.0,3.0
36.0,No,Research & Development,2.449489742783178,Bachelor,Life Sciences,Medium,Male,High,2.0,Manufacturing Director,High,Single,9.442562587223595,142.70248771482574,2.6457513110645907,No,3.8729833462074175,Excellent,High,0.0,4.69041575982343,2.0,Better,3.6055512754639887,2.449489742783178,2.23606797749979,3.6055512754639887
24.0,No,Human Resources,1.4142135623730951,Bachelor,Life Sciences,Very High,Female,Medium,1.4142135623730951,Human Resources,Very High,Married,8.428799040653642,88.26097665446491,2.8284271247461903,No,3.3166247903554,Excellent,High,1.4142135623730951,3.6055512754639887,3.0,Better,1.4142135623730951,2.0,0.0,2.0
34.0,No,Human Resources,1.0,Bachelor,Life Sciences,High,Female,High,1.0,Human Resources,Very High,Divorced,9.20532783015264,64.55230437405004,2.0,Yes,4.242640687119285,Excellent,Low,1.7320508075688772,2.8284271247461903,1.0,Better,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951
31.0,No,Sales,2.0,College,Life Sciences,High,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,7.9762519437456225,79.4921379760288,2.0,Yes,3.3166247903554,MISSING,Low,1.0,3.0,1.0,Best,2.23606797749979,2.0,0.0,1.7320508075688772
24.0,No,Research & Development,1.0,Master,Medical,Very High,Male,High,1.4142135623730951,Healthcare Representative,High,Married,8.336630087637149,54.47017532558529,1.4142135623730951,No,3.3166247903554,Excellent,High,0.0,3.8729833462074175,2.0,Better,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
29.0,No,Research & Development,4.123105625617661,Below College,Medical,Very High,Female,Medium,1.4142135623730951,Manufacturing Director,High,Divorced,7.842278779117353,155.29649062358106,1.0,No,3.8729833462074175,Excellent,Medium,1.4142135623730951,2.23606797749979,2.0,Better,1.4142135623730951,1.4142135623730951,1.7320508075688772,1.4142135623730951
46.0,No,Human Resources,2.8284271247461903,College,Medical,Medium,Female,Medium,1.0,Human Resources,Very High,Divorced,8.897545598709328,154.80633061990713,1.0,No,3.6055512754639887,Outstanding,Very High,1.0,2.449489742783178,2.0,Better,2.8284271247461903,1.0,0.0,2.0
21.5,No,Research & Development,1.4142135623730951,Master,Life Sciences,Low,Male,High,2.0,Manager,Low,Divorced,7.739359202689098,67.40919818541087,1.0,No,3.3166247903554,Excellent,Very High,1.0,5.5677643628300215,2.0,Better,1.4142135623730951,2.449489742783178,3.741657386773941,2.6457513110645907
31.0,No,Research & Development,4.358898943540674,College,Life Sciences,Medium,Male,High,1.0,Research Scientist,Medium,Married,9.442562587223595,101.12863096077193,2.0,No,4.58257569495584,Excellent,Low,0.0,2.8284271247461903,1.0,Better,3.1622776601683795,0.0,0.0,0.0
32.0,No,Research & Development,2.6457513110645907,College,Medical,Very High,Male,High,2.23606797749979,Manager,High,Divorced,8.609590040682205,136.5283853270081,1.7320508075688772,No,4.242640687119285,Excellent,Medium,1.0,5.0990195135927845,2.0,Better,3.6055512754639887,2.6457513110645907,2.0,2.6457513110645907
51.5,No,Research & Development,2.23606797749979,Doctor,Life Sciences,Very High,Male,High,2.23606797749979,Research Director,High,Married,9.510148624225804,127.96483892069729,2.0,No,3.3166247903554,Excellent,Medium,1.0,4.58257569495584,2.0,Better,4.47213595499958,1.4142135623730951,1.0,1.0
28.0,No,Research & Development,3.4641016151377544,Master,Life Sciences,Medium,Male,High,1.0,Laboratory Technician,Very High,Married,8.566554620953962,95.13674369033241,1.7320508075688772,Yes,3.3166247903554,Excellent,Low,1.0,2.449489742783178,1.0,Better,2.6457513110645907,0.0,0.0,0.0
58.0,No,Sales,3.1622776601683795,Doctor,Marketing,Very High,Male,Very High,1.7320508075688772,Sales Executive,High,Divorced,8.641179171197228,147.3363498937041,0.0,Yes,3.741657386773941,Excellent,Very High,1.4142135623730951,3.1622776601683795,2.0,Better,2.23606797749979,2.8284271247461903,0.0,2.8284271247461903
57.0,No,Research & Development,5.385164807134505,Master,Life Sciences,High,Male,Medium,1.0,Laboratory Technician,Medium,Single,8.818038250394299,126.17051953606277,1.0,No,3.6055512754639887,Excellent,High,0.0,2.449489742783178,2.0,Better,1.7320508075688772,1.4142135623730951,2.0,1.0
27.0,No,Sales,2.23606797749979,Bachelor,Marketing,Medium,Female,High,2.23606797749979,Manager,Medium,Married,8.470939806898775,93.5467797414748,2.6457513110645907,No,3.3166247903554,Excellent,High,1.0,5.0990195135927845,2.0,Better,2.6457513110645907,3.0,1.7320508075688772,3.1622776601683795
34.0,No,Sales,4.47213595499958,College,Marketing,Very High,Female,High,1.4142135623730951,Sales Executive,High,Married,8.099857910737585,156.22419786960018,1.0,No,3.6055512754639887,MISSING,Very High,1.0,3.0,2.0,Good,2.23606797749979,2.8284271247461903,0.0,0.0
30.0,No,Sales,1.7320508075688772,Bachelor,Technical Degree,Low,Male,Very High,2.0,Sales Executive,Low,Divorced,8.030084094267563,87.9715863219483,1.4142135623730951,No,3.4641016151377544,Excellent,Very High,1.0,5.0,4.0,Better,3.4641016151377544,4.123105625617661,1.4142135623730951,2.8284271247461903
30.0,No,Research & Development,4.898979485566356,Below College,Technical Degree,Very High,Male,High,1.4142135623730951,Manufacturing Director,Very High,Single,7.814399633804487,81.67006795638167,1.4142135623730951,No,4.47213595499958,Excellent,Very High,0.0,3.0,3.0,Good,1.0,2.0,1.0,2.0
36.0,No,Research & Development,5.0990195135927845,College,Other,Medium,Male,Medium,1.0,Research Scientist,High,Married,7.643961949002527,101.45442326483357,1.0,Yes,3.741657386773941,Excellent,Medium,0.0,2.0,3.0,Good,2.8284271247461903,1.4142135623730951,1.0,1.7320508075688772
24.0,No,Research & Development,5.291502622129181,Master,Life Sciences,Low,Female,Medium,2.0,Manufacturing Director,Medium,Married,8.357024439263416,75.09993342207434,0.0,No,4.795831523312719,Excellent,High,1.0,4.58257569495584,2.0,Better,2.23606797749979,2.6457513110645907,0.0,3.1622776601683795
52.0,No,Research & Development,3.0,Master,Medical,Medium,Male,High,1.7320508075688772,Research Director,High,Single,9.041448235493887,117.39676315810415,3.0,No,4.123105625617661,Excellent,High,0.0,4.47213595499958,2.0,Good,2.8284271247461903,2.6457513110645907,1.4142135623730951,3.6055512754639887
36.0,No,Research & Development,1.0,Below College,Life Sciences,Medium,Male,High,2.23606797749979,Manager,High,Divorced,8.483429561263428,90.62560344626678,1.0,Yes,3.741657386773941,Excellent,High,1.0,4.58257569495584,3.0,Better,1.0,2.8284271247461903,1.0,2.449489742783178
39.5,No,Sales,4.0,Bachelor,Life Sciences,High,Male,High,1.4142135623730951,Sales Executive,Very High,Divorced,8.469682208745185,127.00393694685215,1.0,Yes,5.0,Excellent,High,1.0,2.6457513110645907,4.0,Better,1.0,2.23606797749979,1.0,1.4142135623730951
33.0,No,Research & Development,2.23606797749979,Master,Technical Degree,Medium,Male,High,1.0,Research Scientist,Medium,Single,7.937017489515454,132.94359706281458,1.4142135623730951,No,3.741657386773941,Excellent,Medium,0.0,3.4641016151377544,1.0,Better,1.7320508075688772,2.6457513110645907,0.0,2.6457513110645907
35.0,No,Research & Development,2.6457513110645907,Bachelor,Life Sciences,Very High,Male,Very High,1.0,Research Scientist,High,Divorced,7.727094484779839,125.49103553640794,1.0,No,3.3166247903554,Excellent,Very High,1.7320508075688772,2.0,2.0,Better,1.0,1.4142135623730951,0.0,1.7320508075688772
37.0,No,Sales,2.8284271247461903,College,Life Sciences,Low,Female,High,1.7320508075688772,Sales Executive,Very High,Divorced,8.653645314551737,91.57510578754469,1.0,No,4.242640687119285,Excellent,Low,1.0,3.6055512754639887,2.0,Better,2.449489742783178,2.6457513110645907,3.0,3.0
42.0,No,Sales,1.0,Bachelor,Life Sciences,Very High,Female,High,1.4142135623730951,Sales Executive,High,Married,8.596004371840527,157.86069808536894,0.0,No,3.4641016151377544,Excellent,Low,1.0,4.358898943540674,3.0,Better,2.0,2.6457513110645907,0.0,3.6055512754639887
23.0,No,Sales,1.7320508075688772,Below College,Medical,Very High,Male,Very High,1.4142135623730951,Sales Executive,Very High,Divorced,7.489970898834801,129.12397143830418,1.0,Yes,4.47213595499958,Excellent,Medium,1.4142135623730951,2.449489742783178,2.0,Better,1.0,2.23606797749979,0.0,2.0
20.0,No,Research & Development,1.4142135623730951,Master,Life Sciences,Very High,Female,High,1.0,Laboratory Technician,Low,Divorced,7.750614732770409,140.41011359585178,1.0,No,3.6055512754639887,Excellent,Very High,1.0,1.0,3.0,Better,1.4142135623730951,0.0,0.0,0.0
33.5,No,Research & Development,4.123105625617661,College,Life Sciences,Very High,Male,Very High,1.4142135623730951,Research Scientist,Low,Single,8.12415060330663,151.71025014810306,1.7320508075688772,Yes,3.6055512754639887,Excellent,High,0.0,3.1622776601683795,2.0,Better,1.7320508075688772,1.4142135623730951,0.0,1.4142135623730951
28.0,No,Research & Development,1.0,Bachelor,Medical,Very High,Female,High,1.0,Research Scientist,Medium,Married,8.104703468371108,96.79359482941008,0.0,Yes,4.58257569495584,Outstanding,Low,1.0,3.4641016151377544,3.0,Better,2.23606797749979,3.0,2.23606797749979,2.6457513110645907
39.0,No,Research & Development,2.23606797749979,Bachelor,Medical,High,Male,Medium,1.7320508075688772,Manager,Low,Single,8.029107054619736,74.93330367733695,1.4142135623730951,No,3.4641016151377544,Excellent,Very High,0.0,3.741657386773941,3.0,Better,3.1622776601683795,3.1622776601683795,2.23606797749979,2.8284271247461903
59.0,No,Sales,5.0990195135927845,College,Life Sciences,Medium,Female,Medium,1.4142135623730951,Sales Executive,Medium,Single,9.52704712346858,158.6379525838631,2.8284271247461903,No,3.8729833462074175,Excellent,High,0.0,2.449489742783178,4.0,Better,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951
